id,cik,companyname,entityid,primaryexchange,primarysymbol,siccode,sicdescription,feed_url,SD_url_2014,SD_url_2015,SD_url_2016,feed_retrieved_date
288,354908,FLIR SYSTEMS INC,11007,Nasdaq Global Market,FLIR,3812,"Search, Detection, Navigation, Guidance, Aeronautical, and Nauti",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=354908&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/354908/000035490814000079/0000354908-14-000079-index.htm,http://www.sec.gov/Archives/edgar/data/354908/000035490815000058/0000354908-15-000058-index.htm,,2016-04-30
289,30625,FLOWSERVE CORP,10295,NYSE,FLS,3561,Pumps and Pumping Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=30625&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/30625/000119312514222204/0001193125-14-222204-index.htm,http://www.sec.gov/Archives/edgar/data/30625/000119312515209161/0001193125-15-209161-index.htm,,2016-04-30
290,37472,FLEXSTEEL INDUSTRIES INC,11972,Nasdaq Global Market,FLXS,2510,Household Furniture,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=37472&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/37472/000089710114000787/0000897101-14-000787-index.htm,http://www.sec.gov/Archives/edgar/data/37472/000089710115000751/0000897101-15-000751-index.htm,,2016-04-30
291,1094739,FINISAR CORP,10098,Nasdaq Global Market,FNSR,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1094739&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1094739/000109473914000045/0001094739-14-000045-index.htm,http://www.sec.gov/Archives/edgar/data/1094739/000109473915000016/0001094739-15-000016-index.htm,,2016-04-30
292,35214,FERRO CORP,6319,NYSE,FOE,2851,"Paints, Varnishes, Lacquers, Enamels, and Allied Products",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=35214&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/35214/000119312514217204/0001193125-14-217204-index.htm,http://www.sec.gov/Archives/edgar/data/35214/000119312515193490/0001193125-15-193490-index.htm,,2016-04-30
293,1274494,"FIRST SOLAR, INC.",612718,Nasdaq Global Market,FSLR,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1274494&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1274494/000127449414000027/0001274494-14-000027-index.htm,http://www.sec.gov/Archives/edgar/data/1274494/000127449415000016/0001274494-15-000016-index.htm,,2016-04-30
294,928054,FLOTEK INDUSTRIES INC/CN/,10317,NYSE,FTK,2890,Miscellaneous Chemical Products,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=928054&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/928054/000092805414000015/0000928054-14-000015-index.htm,http://www.sec.gov/Archives/edgar/data/928054/000092805415000021/0000928054-15-000021-index.htm,,2016-04-30
295,37996,FORD MOTOR CO,3404,NYSE,F,3711,Motor Vehicles and Passenger Car Bodies,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=37996&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/37996/000003799614000028/0000037996-14-000028-index.htm,http://www.sec.gov/Archives/edgar/data/37996/000003799615000036/0000037996-15-000036-index.htm,,2016-04-30
296,1519751,"FORTUNE BRANDS HOME & SECURITY, INC.",854565,NYSE,FBHS,1520,General Building Contractors-Residential Buildings,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1519751&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1519751/000119312514222229/0001193125-14-222229-index.htm,http://www.sec.gov/Archives/edgar/data/1519751/000119312515209135/0001193125-15-209135-index.htm,,2016-04-30
297,1401257,"FORUM ENERGY TECHNOLOGIES, INC.",745737,NYSE,FET,3533,Oil and Gas Field Machinery and Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1401257&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1401257/000140125714000107/0001401257-14-000107-index.htm,http://www.sec.gov/Archives/edgar/data/1401257/000140125715000083/0001401257-15-000083-index.htm,,2016-04-30
298,850209,"FOOT LOCKER, INC.",3199,NYSE,FL,5661,Shoe Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=850209&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/850209/000114420414034563/0001144204-14-034563-index.htm,http://www.sec.gov/Archives/edgar/data/850209/000114420415034735/0001144204-15-034735-index.htm,,2016-04-30
299,1162194,FLUIDIGM CORP,95194,Nasdaq Global Market,FLDM,3826,Laboratory Analytical Instruments,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1162194&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1162194/000119312514221819/0001193125-14-221819-index.htm,http://www.sec.gov/Archives/edgar/data/1162194/000119312515206843/0001193125-15-206843-index.htm,,2016-04-30
300,1039399,FORMFACTOR INC,97357,Nasdaq Global Market,FORM,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1039399&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1039399/000103939914000023/0001039399-14-000023-index.htm,http://www.sec.gov/Archives/edgar/data/1039399/000103939915000022/0001039399-15-000022-index.htm,,2016-04-30
301,883569,"FOSSIL GROUP, INC.",10914,Nasdaq Global Market,FOSL,3873,"Watches, Clocks, Clockwork Operated Devices, and Parts",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=883569&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/883569/000110465914042861/0001104659-14-042861-index.htm,http://www.sec.gov/Archives/edgar/data/883569/000110465915042009/0001104659-15-042009-index.htm,,2016-04-30
302,352825,FOSTER L B CO,9710,Nasdaq Global Market,FSTR,5051,Metals Service Centers and Offices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=352825&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/352825/000119312514220218/0001193125-14-220218-index.htm,http://www.sec.gov/Archives/edgar/data/352825/000119312515206420/0001193125-15-206420-index.htm,,2016-04-30
303,1135152,FMC TECHNOLOGIES INC,84192,NYSE,FTI,3533,Oil and Gas Field Machinery and Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1135152&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1135152/000113515214000018/0001135152-14-000018-index.htm,http://www.sec.gov/Archives/edgar/data/1135152/000113515215000018/0001135152-15-000018-index.htm,,2016-04-30
304,1262039,FORTINET INC,592969,Nasdaq Global Market,FTNT,3577,"Computer Peripheral Equipment, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1262039&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1262039/000119312514220178/0001193125-14-220178-index.htm,http://www.sec.gov/Archives/edgar/data/1262039/000119312515205103/0001193125-15-205103-index.htm,,2016-04-30
305,886128,FUELCELL ENERGY INC,11801,Nasdaq Global Market,FCEL,3690,"Miscellaneous Electrical Machinery, Equipment,",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=886128&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/886128/000119312514222192/0001193125-14-222192-index.htm,http://www.sec.gov/Archives/edgar/data/886128/000088612815000012/0000886128-15-000012-index.htm,,2016-04-30
306,831259,FREEPORT-MCMORAN INC,9706,NYSE,FCX,1000,Metal Mining,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=831259&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/831259/000083125914000026/0000831259-14-000026-index.htm,http://www.sec.gov/Archives/edgar/data/831259/000083125915000030/0000831259-15-000030-index.htm,,2016-04-30
307,39020,FREQUENCY ELECTRONICS INC,9136,Nasdaq Global Market,FEIM,3825,Instruments for Measuring and Testing of Electricity and Electri,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=39020&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/39020/000118518514001475/0001185185-14-001475-index.htm,http://www.sec.gov/Archives/edgar/data/39020/000118518515001513/0001185185-15-001513-index.htm,,2016-04-30
308,38725,FRANKLIN ELECTRIC CO INC,9530,Nasdaq Global Market,FELE,3621,Motors and Generators,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=38725&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/38725/000003872514000141/0000038725-14-000141-index.htm,http://www.sec.gov/Archives/edgar/data/38725/000003872515000142/0000038725-15-000142-index.htm,,2016-04-30
309,1424929,FOX FACTORY HOLDING CORP,768346,Nasdaq Global Market,FOXF,3751,"Motorcycles, Bicycles, and Parts",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1424929&start=0&type=SD,,http://www.sec.gov/Archives/edgar/data/1424929/000142492915000037/0001424929-15-000037-index.htm,,2016-04-30
310,1340786,"FUEL SYSTEMS SOLUTIONS, INC.",713520,Nasdaq Global Market,FSYS,3714,Motor Vehicle Parts and Accessories,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1340786&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1340786/000121465914004082/0001214659-14-004082-index.htm,http://www.sec.gov/Archives/edgar/data/1340786/000121465915004404/0001214659-15-004404-index.htm,,2016-04-30
311,39368,FULLER H B CO,8424,NYSE,FUL,2891,Adhesives and Sealants,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=39368&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/39368/000119312514221461/0001193125-14-221461-index.htm,http://www.sec.gov/Archives/edgar/data/39368/000119312515208789/0001193125-15-208789-index.htm,,2016-04-30
312,1320854,"FREIGHTCAR AMERICA, INC.",667710,Nasdaq Global Market,RAIL,3743,Railroad Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1320854&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1320854/000119312514221292/0001193125-14-221292-index.htm,http://www.sec.gov/Archives/edgar/data/1320854/000119312515208486/0001193125-15-208486-index.htm,,2016-04-30
313,886035,GENERAL CABLE CORP /DE/,5885,NYSE,BGC,3357,Drawing and Insulating of Nonferrous Wire,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=886035&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/886035/000119312514220948/0001193125-14-220948-index.htm,http://www.sec.gov/Archives/edgar/data/886035/000088603515000021/0000886035-15-000021-index.htm,,2016-04-30
314,40533,GENERAL DYNAMICS CORP,8084,NYSE,GD,3730,Ship And Boat Building And Repairing,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=40533&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/40533/000119312514219653/0001193125-14-219653-index.htm,http://www.sec.gov/Archives/edgar/data/40533/000119312515206680/0001193125-15-206680-index.htm,,2016-04-30
315,40545,GENERAL ELECTRIC CO,3994,NYSE,GE,3600,Electronic & Other Electrical Equipment (No Computer Equip),https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=40545&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/40545/000004054514000011/0000040545-14-000011-index.htm,http://www.sec.gov/Archives/edgar/data/40545/000004054515000070/0000040545-15-000070-index.htm,,2016-04-30
316,821002,G III APPAREL GROUP LTD /DE/,7297,Nasdaq Global Market,GIII,2300,Apparel & Other Finishd Prods of Fabrics & Similar Matl,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=821002&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/821002/000157104914002221/0001571049-14-002221-index.htm,http://www.sec.gov/Archives/edgar/data/821002/000157104915004784/0001571049-15-004784-index.htm,,2016-04-30
317,1467858,GENERAL MOTORS CO,808625,NYSE,GM,3711,Motor Vehicles and Passenger Car Bodies,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1467858&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1467858/000146785814000151/0001467858-14-000151-index.htm,http://www.sec.gov/Archives/edgar/data/1467858/000146785815000137/0001467858-15-000137-index.htm,,2016-04-30
318,1474735,GENERAC HOLDINGS INC.,814154,NYSE,GNRC,3621,Motors and Generators,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1474735&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1474735/000114036114023885/0001140361-14-023885-index.htm,http://www.sec.gov/Archives/edgar/data/1474735/000143774915011220/0001437749-15-011220-index.htm,,2016-04-30
319,918580,GAMING PARTNERS INTERNATIONAL CORP,2697,Nasdaq Global Market,GPIC,3944,"Games, Toys, and Children's Vehicles, Except Dolls and Bicycles",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=918580&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/918580/000114420414034978/0001144204-14-034978-index.htm,http://www.sec.gov/Archives/edgar/data/918580/000114420415033949/0001144204-15-033949-index.htm,,2016-04-30
320,39911,GAP INC,5266,NYSE,GPS,5651,Family Clothing Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=39911&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/39911/000003991114000083/0000039911-14-000083-index.htm,http://www.sec.gov/Archives/edgar/data/39911/000003991115000123/0000039911-15-000123-index.htm,,2016-04-30
321,1121788,GARMIN LTD,79286,Nasdaq Global Market,GRMN,3812,"Search, Detection, Navigation, Guidance, Aeronautical, and Nauti",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1121788&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1121788/000114420414034856/0001144204-14-034856-index.htm,http://www.sec.gov/Archives/edgar/data/1121788/000114420415033383/0001144204-15-033383-index.htm,,2016-04-30
322,42888,GRACO INC,1519,NYSE,GGG,3561,Pumps and Pumping Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=42888&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/42888/000119312514221325/0001193125-14-221325-index.htm,http://www.sec.gov/Archives/edgar/data/42888/000119312515208001/0001193125-15-208001-index.htm,,2016-04-30
323,716314,GRAHAM CORP,3652,NYSE,GHM,3560,General Industrial Machinery And Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=716314&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/716314/000119312514222283/0001193125-14-222283-index.htm,http://www.sec.gov/Archives/edgar/data/716314/000119312515206790/0001193125-15-206790-index.htm,,2016-04-30
324,1136294,GLOBAL POWER EQUIPMENT GROUP INC.,84605,OTC,GLPW,3443,Fabricated Plate Work (Boiler Shops),https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1136294&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1136294/000110465914043311/0001104659-14-043311-index.htm,http://www.sec.gov/Archives/edgar/data/1136294/000110465915042041/0001104659-15-042041-index.htm,,2016-04-30
325,1237831,GLOBUS MEDICAL INC,409317,NYSE,GMED,3841,Surgical and Medical Instruments and Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1237831&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1237831/000123783114000026/0001237831-14-000026-index.htm,http://www.sec.gov/Archives/edgar/data/1237831/000123783115000033/0001237831-15-000033-index.htm,,2016-04-30
326,1537054,GOGO INC.,870586,Nasdaq Global Market,GOGO,4899,"Communications Services, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1537054&start=0&type=SD,,http://www.sec.gov/Archives/edgar/data/1537054/000119312515208853/0001193125-15-208853-index.htm,,2016-04-30
327,1652044,ALPHABET INC.,976409,Nasdaq Global Market,GOOGL,7370,"Computer Programming, Data Processing, And",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1652044&start=0&type=SD,,,,2016-04-30
328,42682,GORMAN RUPP CO,1504,NYSE MKT,GRC,3561,Pumps and Pumping Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=42682&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/42682/000119312514222147/0001193125-14-222147-index.htm,http://www.sec.gov/Archives/edgar/data/42682/000119312515208729/0001193125-15-208729-index.htm,,2016-04-30
329,1366868,"GLOBALSTAR, INC.",715019,NYSE MKT,GSAT,4899,"Communications Services, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1366868&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1366868/000136686814000004/0001366868-14-000004-index.htm,http://www.sec.gov/Archives/edgar/data/1366868/000136686815000034/0001366868-15-000034-index.htm,,2016-04-30
330,42582,GOODYEAR TIRE & RUBBER CO /OH/,7599,Nasdaq Global Market,GT,3011,Tires and Inner Tubes,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=42582&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/42582/000119312514222383/0001193125-14-222383-index.htm,http://www.sec.gov/Archives/edgar/data/42582/000119312515207804/0001193125-15-207804-index.htm,,2016-04-30
331,1114483,"GREATBATCH, INC.",76381,NYSE,GB,3690,"Miscellaneous Electrical Machinery, Equipment,",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1114483&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1114483/000111448314000021/0001114483-14-000021-index.htm,http://www.sec.gov/Archives/edgar/data/1114483/000111448315000010/0001114483-15-000010-index.htm,,2016-04-30
