,cik,companyname,entityid,primaryexchange,primarysymbol,siccode,sicdescription,feed_url,SD_url_2014,SD_url_2015,SD_url_2016,feed_retrieved_date
375,318154,AMGEN INC,2668,Nasdaq Global Market,AMGN,2836,"Biological Products, Except Diagnostic Substances",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=318154&start=0&type=SD,,,,2016-04-30
376,820027,AMERIPRISE FINANCIAL INC,14081,NYSE,AMP,6282,Investment Advice,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=820027&start=0&type=SD,,,,2016-04-30
377,821026,"ANDERSONS, INC.",10981,Nasdaq Global Market,ANDE,5150,Farm-product Raw Materials,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=821026&start=0&type=SD,,,,2016-04-30
378,6494,ANDREA ELECTRONICS CORP,1781,OTC,ANDR,3663,Radio and Television Broadcasting and Communications Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=6494&start=0&type=SD,,,,2016-04-30
379,773910,ANADARKO PETROLEUM CORP,940,NYSE,APC,1311,Crude Petroleum and Natural Gas,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=773910&start=0&type=SD,,,,2016-04-30
380,1410636,"AMERICAN WATER WORKS COMPANY, INC.",755335,NYSE,AWK,4941,Water Supply,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1410636&start=0&type=SD,,,,2016-04-30
381,1223862,INFOBLOX INC,401158,NYSE,BLOX,7374,Computer Processing and Data Preparation and Processing Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1223862&start=0&type=SD,,,,2016-04-30
382,1138639,INFINERA CORP,106988,Nasdaq Global Market,INFN,3661,Telephone and Telegraph Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1138639&start=0&type=SD,,,,2016-04-30
383,1054905,INNOSPEC INC.,4911,Nasdaq Global Market,IOSP,2800,Chemicals & Allied Products,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1054905&start=0&type=SD,,,,2016-04-30
384,1466258,INGERSOLL-RAND PLC,807673,NYSE,IR,3822,Automatic Controls for Regulating Residential and Commercial Env,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1466258&start=0&type=SD,,,,2016-04-30
385,1255474,WHITING PETROLEUM CORP,420440,NYSE,WLL,1311,Crude Petroleum and Natural Gas,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1255474&start=0&type=SD,,,,2016-04-30
386,108516,WORTHINGTON INDUSTRIES INC,9753,NYSE,WOR,3310,"Steel Works, Blast Furnaces, And Rolling And",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=108516&start=0&type=SD,,,,2016-04-30
387,776867,WHITE MOUNTAINS INSURANCE GROUP LTD,5324,NYSE,WTM,6331,"Fire, Marine, and Casualty Insurance",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=776867&start=0&type=SD,,,,2016-04-30
388,1365135,WESTERN UNION CO,711432,NYSE,WU,7389,"Business Services, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1365135&start=0&type=SD,,,,2016-04-30
389,1555365,WHITEWAVE FOODS CO,887169,NYSE,WWAV,2020,Dairy Products,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1555365&start=0&type=SD,,,,2016-04-30
390,108312,"WOODWARD, INC.",11583,Nasdaq Global Market,WWD,3620,Electrical Industrial Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=108312&start=0&type=SD,,,,2016-04-30
391,1091907,WORLD WRESTLING ENTERTAINMENTINC,7520,NYSE,WWE,7812,Motion Picture and Video Tape Production,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1091907&start=0&type=SD,,,,2016-04-30
392,110471,WOLVERINE WORLD WIDE INC /DE/,335,NYSE,WWW,3140,"Footwear, Except Rubber",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=110471&start=0&type=SD,,,,2016-04-30
393,106535,WEYERHAEUSER CO,4423,NYSE,WY,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=106535&start=0&type=SD,,,,2016-04-30
394,1075531,PRICELINE GROUP INC.,3671,Nasdaq Global Market,PCLN,7389,"Business Services, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1075531&start=0&type=SD,,,,2016-04-30
395,1126328,PRINCIPAL FINANCIAL GROUP INC,80236,NYSE,PFG,6321,Accident and Health Insurance,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1126328&start=0&type=SD,,,,2016-04-30
396,80661,PROGRESSIVE CORP/OH/,5247,NYSE,PGR,6331,"Fire, Marine, and Casualty Insurance",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=80661&start=0&type=SD,,,,2016-04-30
397,1045609,"PROLOGIS, INC.",2909,NYSE,PLD,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1045609&start=0&type=SD,,,,2016-04-30
398,1127703,PROASSURANCE CORP,80698,NYSE,PRA,6331,"Fire, Marine, and Casualty Insurance",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1127703&start=0&type=SD,,,,2016-04-30
399,1137774,PRUDENTIAL FINANCIAL INC,85324,NYSE,PRU,6311,Life Insurance,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1137774&start=0&type=SD,,,,2016-04-30
400,92679,SPARTON CORP,6683,NYSE,SPA,3672,Printed Circuit Boards,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=92679&start=0&type=SD,,,,2016-04-30
401,789132,SPECTRANETICS CORP,10254,Nasdaq Global Market,SPNC,3845,Electromedical and Electrotherapeutic Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=789132&start=0&type=SD,,,,2016-04-30
402,832813,EXCAL ENTERPRISES INC,8345,OTC,EXCL,6512,Operators of Nonresidential Buildings,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=832813&start=0&type=SD,,,,2016-04-30
403,788784,PUBLIC SERVICE ENTERPRISE GROUP INC,3677,NYSE,PEG,4931,Electric and Other Services Combined,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=788784&start=0&type=SD,,,,2016-04-30
404,1393311,PUBLIC STORAGE,738412,NYSE,PSA,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1393311&start=0&type=SD,,,,2016-04-30
405,81061,PUBLIX SUPER MARKETS INC,9792,OTC,PUSH,5411,Grocery Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=81061&start=0&type=SD,,,,2016-04-30
406,101295,UNITED GUARDIAN INC,11543,Nasdaq Global Market,UG,2844,"Perfumes, Cosmetics, and Other Toilet Preparations",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=101295&start=0&type=SD,,,,2016-04-30
407,8670,AUTOMATIC DATA PROCESSING INC,4969,Nasdaq Global Market,ADP,7374,Computer Processing and Data Preparation and Processing Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=8670&start=0&type=SD,,,,2016-04-30
408,350698,"AUTONATION, INC.",266,NYSE,AN,5500,Retail-Auto Dealers & Gasoline Stations,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=350698&start=0&type=SD,,,,2016-04-30
409,915912,AVALONBAY COMMUNITIES INC,11282,NYSE,AVB,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=915912&start=0&type=SD,,,,2016-04-30
410,866787,AUTOZONE INC,5925,NYSE,AZO,5531,Auto and Home Supply Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=866787&start=0&type=SD,,,,2016-04-30
411,88790,INTRICON CORP,10074,Nasdaq Global Market,IIN,3670,Electronic Components And Accessories,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=88790&start=0&type=SD,,,,2016-04-30
412,896878,INTUIT INC,7525,Nasdaq Global Market,INTU,7372,Prepackaged Software,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=896878&start=0&type=SD,,,,2016-04-30
413,1035267,INTUITIVE SURGICAL INC,51057,Nasdaq Global Market,ISRG,3842,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1035267&start=0&type=SD,,,,2016-04-30
414,1001902,INTEVAC INC,778,Nasdaq Global Market,IVAC,3559,"Special Industry Machinery, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1001902&start=0&type=SD,,,,2016-04-30
415,84129,RITE AID CORP,7792,NYSE,RAD,5912,Drug Stores and Proprietary Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=84129&start=0&type=SD,,,,2016-04-30
416,95029,STURM RUGER & CO INC,2945,NYSE,RGR,3480,"Ordnance And Accessories, Except Vehicles And",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=95029&start=0&type=SD,,,,2016-04-30
417,315213,HALF ROBERT INTERNATIONAL INC /DE/,232,NYSE,RHI,7363,Help Supply Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=315213&start=0&type=SD,,,,2016-04-30
418,1024795,SUN HYDRAULICS CORP,10303,Nasdaq Global Market,SNHY,3490,Miscellaneous Fabricated Metal Products,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1024795&start=0&type=SD,,,,2016-04-30
419,1517396,STRATASYS LTD.,877906,Nasdaq Global Market,SSYS,3577,"Computer Peripheral Equipment, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1517396&start=0&type=SD,,,,2016-04-30
420,933034,STRATTEC SECURITY CORP,5931,Nasdaq Global Market,STRT,3714,Motor Vehicle Parts and Accessories,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=933034&start=0&type=SD,,,,2016-04-30
421,310764,STRYKER CORP,4535,NYSE,SYK,3841,Surgical and Medical Instruments and Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=310764&start=0&type=SD,,,,2016-04-30
422,356028,"CA, INC.",5517,Nasdaq Global Market,CA,7372,Prepackaged Software,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=356028&start=0&type=SD,,,,2016-04-30
423,858470,CABOT OIL & GAS CORP,666,NYSE,COG,1311,Crude Petroleum and Natural Gas,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=858470&start=0&type=SD,,,,2016-04-30
424,1053112,CABLEVISION SYSTEMS CORP /NY,46742,NYSE,CVC,4841,Cable and Other Pay Television Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1053112&start=0&type=SD,,,,2016-04-30
425,858339,CAESARS ENTERTAINMENT CORP,10936,Nasdaq Global Market,CZR,7011,Hotels and Motels,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=858339&start=0&type=SD,,,,2016-04-30
426,318996,KEY ENERGY SERVICES INC,6768,NYSE,KEG,1389,"Oil and Gas Field Services, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=318996&start=0&type=SD,,,,2016-04-30
427,1601046,"KEYSIGHT TECHNOLOGIES, INC.",928983,NYSE,KEYS,3823,"Industrial Instruments for Measurement, Display, and Control of ",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1601046&start=0&type=SD,,,,2016-04-30
428,1487101,KEYW HOLDING CORP,824906,Nasdaq Global Market,KEYW,7373,Computer Integrated Systems Design,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1487101&start=0&type=SD,,,,2016-04-30
429,719733,KEY TRONIC CORP,4550,Nasdaq Global Market,KTCC,3577,"Computer Peripheral Equipment, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=719733&start=0&type=SD,,,,2016-04-30
430,906193,KEY TECHNOLOGY INC,7397,Nasdaq Global Market,KTEC,3550,"Special Industry Machinery, Except Metalworking",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=906193&start=0&type=SD,,,,2016-04-30
431,815097,CARNIVAL CORP,1684,NYSE,CCL,4400,Water transportation,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=815097&start=0&type=SD,,,,2016-04-30
432,927628,CAPITAL ONE FINANCIAL CORP,2112,NYSE,COF,6021,National Commercial Banks,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=927628&start=0&type=SD,,,,2016-04-30
433,56047,KIRBY CORP,6294,NYSE,KEX,4400,Water transportation,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=56047&start=0&type=SD,,,,2016-04-30
434,1056285,"KIRKLAND'S, INC",51345,Nasdaq Global Market,KIRK,5990,"Retail Stores, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1056285&start=0&type=SD,,,,2016-04-30
435,1506307,"KINDER MORGAN, INC.",841972,NYSE,KMI,4922,Natural Gas Transmission,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1506307&start=0&type=SD,,,,2016-04-30
436,1170010,CARMAX INC,105402,NYSE,KMX,5500,Retail-Auto Dealers & Gasoline Stations,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1170010&start=0&type=SD,,,,2016-04-30
437,1324404,"CF INDUSTRIES HOLDINGS, INC.",673987,NYSE,CF,2870,Agricultural Chemicals,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1324404&start=0&type=SD,,,,2016-04-30
438,1130310,CENTERPOINT ENERGY INC,90900,NYSE,CNP,4911,Electric Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1130310&start=0&type=SD,,,,2016-04-30
439,18926,"CENTURYLINK, INC",7620,NYSE,CTL,4813,"Telephone Communications, Except Radiotelephone",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=18926&start=0&type=SD,,,,2016-04-30
440,56978,KULICKE & SOFFA INDUSTRIES INC,7576,Nasdaq Global Market,KLIC,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=56978&start=0&type=SD,,,,2016-04-30
441,56873,KROGER CO,8915,NYSE,KR,5411,Grocery Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=56873&start=0&type=SD,,,,2016-04-30
442,1069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",447,Nasdaq Global Market,KTOS,3760,Guided Missiles And Space Vehicles And Parts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1069258&start=0&type=SD,,,,2016-04-30
443,1007587,KVH INDUSTRIES INC \DE\,8318,Nasdaq Global Market,KVHI,3663,Radio and Television Broadcasting and Communications Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1007587&start=0&type=SD,,,,2016-04-30
444,316709,SCHWAB CHARLES CORP,3197,NYSE,SCHW,6211,"Security Brokers, Dealers, and Flotation Companies",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=316709&start=0&type=SD,,,,2016-04-30
445,1043509,SONIC AUTOMOTIVE INC,5783,NYSE,SAH,5500,Retail-Auto Dealers & Gasoline Stations,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1043509&start=0&type=SD,,,,2016-04-30
446,1001838,SOUTHERN COPPER CORP/,1219,NYSE,SCCO,1000,Metal Mining,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1001838&start=0&type=SD,,,,2016-04-30
447,1610793,"STATE NATIONAL COMPANIES, INC.",938262,Nasdaq Global Market,SNC,6331,"Fire, Marine, and Casualty Insurance",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1610793&start=0&type=SD,,,,2016-04-30
448,92122,SOUTHERN CO,11164,NYSE,SO,4911,Electric Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=92122&start=0&type=SD,,,,2016-04-30
449,1489096,"THERMON GROUP HOLDINGS, INC.",825741,NYSE,THR,3620,Electrical Industrial Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1489096&start=0&type=SD,,,,2016-04-30
450,97745,THERMO FISHER SCIENTIFIC INC.,2432,NYSE,TMO,3829,"Measuring and Controlling Devices, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=97745&start=0&type=SD,,,,2016-04-30
451,97476,TEXAS INSTRUMENTS INC,4121,Nasdaq Global Market,TXN,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=97476&start=0&type=SD,,,,2016-04-30
452,217346,TEXTRON INC,7162,NYSE,TXT,3720,Aircraft And Parts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=217346&start=0&type=SD,,,,2016-04-30
453,92380,SOUTHWEST AIRLINES CO,9327,NYSE,LUV,4512,"Air Transportation, Scheduled",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=92380&start=0&type=SD,,,,2016-04-30
454,1373835,SPECTRA ENERGY CORP.,719909,NYSE,SE,4923,Natural Gas Transmission and Distribution,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1373835&start=0&type=SD,,,,2016-04-30
455,7332,SOUTHWESTERN ENERGY CO,3988,NYSE,SWN,1311,Crude Petroleum and Natural Gas,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=7332&start=0&type=SD,,,,2016-04-30
456,730263,THOR INDUSTRIES INC,7201,NYSE,THO,3716,Motor Homes,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=730263&start=0&type=SD,,,,2016-04-30
457,98246,TIFFANY & CO,4691,NYSE,TIF,5944,Jewelry Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=98246&start=0&type=SD,,,,2016-04-30
458,1524025,"TILLY'S, INC.",859034,NYSE,TLYS,5600,Retail-Apparel & Accessory Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1524025&start=0&type=SD,,,,2016-04-30
459,23217,CONAGRA FOODS INC /DE/,6976,NYSE,CAG,2000,Food and kindred products,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=23217&start=0&type=SD,,,,2016-04-30
460,749038,CONCURRENT COMPUTER CORP/DE,10214,Nasdaq Global Market,CCUR,3571,Electronic Computers,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=749038&start=0&type=SD,,,,2016-04-30
461,1070412,CONSOL ENERGY INC,4900,NYSE,CNX,1221,Bituminous Coal and Lignite Surface Mining,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1070412&start=0&type=SD,,,,2016-04-30
462,23082,COMPUTER SCIENCES CORP,15,NYSE,CSC,7373,Computer Integrated Systems Design,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=23082&start=0&type=SD,,,,2016-04-30
463,1358071,CONCHO RESOURCES INC,704146,NYSE,CXO,1311,Crude Petroleum and Natural Gas,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1358071&start=0&type=SD,,,,2016-04-30
464,874396,"LIFETIME BRANDS, INC",2553,Nasdaq Global Market,LCUT,3420,"Cutlery, Handtools, And General Hardware",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=874396&start=0&type=SD,,,,2016-04-30
465,866970,LIGHTING SCIENCE GROUP CORP,7876,OTC,LSCG,3640,Electric Lighting And Wiring Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=866970&start=0&type=SD,,,,2016-04-30
466,732834,"CONTINENTAL RESOURCES, INC",54422,NYSE,CLR,1311,Crude Petroleum and Natural Gas,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=732834&start=0&type=SD,,,,2016-04-30
467,900075,COPART INC,4293,Nasdaq Global Market,CPRT,5500,Retail-Auto Dealers & Gasoline Stations,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=900075&start=0&type=SD,,,,2016-04-30
468,1043000,CAPITAL SENIOR LIVING CORP,82,NYSE,CSU,8050,Nursing And Personal Care Facilities,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1043000&start=0&type=SD,,,,2016-04-30
469,1062047,CONVERGYS CORP,3790,NYSE,CVG,7373,Computer Integrated Systems Design,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1062047&start=0&type=SD,,,,2016-04-30
470,1047862,CONSOLIDATED EDISON INC,44617,NYSE,ED,4931,Electric and Other Services Combined,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1047862&start=0&type=SD,,,,2016-04-30
471,59527,LINCOLN ELECTRIC HOLDINGS INC,2859,Nasdaq Global Market,LECO,3540,Metalworking Machinery And Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=59527&start=0&type=SD,,,,2016-04-30
472,59478,LILLY ELI & CO,6837,NYSE,LLY,2834,Pharmaceutical Preparations,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=59478&start=0&type=SD,,,,2016-04-30
473,836157,LINDSAY CORP,9402,NYSE,LNN,3523,Farm Machinery and Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=836157&start=0&type=SD,,,,2016-04-30
474,16918,"CONSTELLATION BRANDS, INC.",1073,NYSE,STZ,2080,Beverages,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=16918&start=0&type=SD,,,,2016-04-30
475,750556,SUNTRUST BANKS INC,1112,NYSE,STI,6021,National Commercial Banks,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=750556&start=0&type=SD,,,,2016-04-30
476,95521,SUPERVALU INC,10077,NYSE,SVU,5411,Grocery Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=95521&start=0&type=SD,,,,2016-04-30
477,1021162,TRIUMPH GROUP INC,6556,NYSE,TGI,3720,Aircraft And Parts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1021162&start=0&type=SD,,,,2016-04-30
478,864749,TRIMBLE NAVIGATION LTD /CA/,1734,Nasdaq Global Market,TRMB,3829,"Measuring and Controlling Devices, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=864749&start=0&type=SD,,,,2016-04-30
479,99780,TRINITY INDUSTRIES INC,11633,NYSE,TRN,3743,Railroad Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=99780&start=0&type=SD,,,,2016-04-30
480,842633,TRIMAS CORP,13723,Nasdaq Global Market,TRS,3460,Metal Forgings And Stampings,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=842633&start=0&type=SD,,,,2016-04-30
481,1382158,TRINA SOLAR LTD,728079,NYSE,TSL,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1382158&start=0&type=SD,,,,2016-04-30
482,1117106,NETSUITE INC,99214,NYSE,N,7372,Prepackaged Software,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1117106&start=0&type=SD,,,,2016-04-30
483,1065280,NETFLIX INC,75377,Nasdaq Global Market,NFLX,7841,Video Tape Rental,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1065280&start=0&type=SD,,,,2016-04-30
484,912750,NEWFIELD EXPLORATION CO /DE/,5114,NYSE,NFX,1311,Crude Petroleum and Natural Gas,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=912750&start=0&type=SD,,,,2016-04-30
