,cik,companyname,entityid,primaryexchange,primarysymbol,siccode,sicdescription,feed_url,SD_url_2014,SD_url_2015,SD_url_2016,feed_retrieved_date
1367,926282,ADTRAN INC,5828,Nasdaq Global Market,ADTN,3661,Telephone and Telegraph Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=926282&start=0&type=SD,,,,2016-04-30
1368,49196,HUNTINGTON BANCSHARES INC/MD,11249,Nasdaq Global Market,HBAN,6021,National Commercial Banks,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=49196&start=0&type=SD,,,,2016-04-30
1369,1060736,SEATTLE GENETICS INC /WA,81021,Nasdaq Global Market,SGEN,2836,"Biological Products, Except Diagnostic Substances",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1060736&start=0&type=SD,,,,2016-04-30
1370,899715,TANGER FACTORY OUTLET CENTERS INC,4455,NYSE,SKT,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=899715&start=0&type=SD,,,,2016-04-30
1371,1296205,ZAGG INC,692328,Nasdaq Global Market,ZAGG,5900,Retail-Miscellaneous Retail,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1296205&start=0&type=SD,,,,2016-04-30
1372,2488,ADVANCED MICRO DEVICES INC,10934,Nasdaq Capital Market,AMD,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=2488&start=0&type=SD,,,,2016-04-30
1373,1288469,MAXLINEAR INC,632487,NYSE,MXL,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1288469&start=0&type=SD,,,,2016-04-30
1374,1122904,"NETGEAR, INC",79265,Nasdaq Global Market,NTGR,3661,Telephone and Telegraph Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1122904&start=0&type=SD,,,,2016-04-30
1375,1335258,"LIVE NATION ENTERTAINMENT, INC.",682463,NYSE,LYV,7900,Services-Amusement & Recreation Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1335258&start=0&type=SD,,,,2016-04-30
1376,1070423,PLAINS ALL AMERICAN PIPELINE LP,9602,NYSE,PAA,4610,"Pipelines, Except Natural Gas",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1070423&start=0&type=SD,,,,2016-04-30
1377,60714,LSB INDUSTRIES INC,11780,NYSE,LXU,2810,Industrial Inorganic Chemicals,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=60714&start=0&type=SD,,,,2016-04-30
1378,906345,CAMDEN PROPERTY TRUST,7356,NYSE,CPT,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=906345&start=0&type=SD,,,,2016-04-30
1379,1310067,SEARS HOLDINGS CORP,656789,Nasdaq Global Market,SHLD,5311,Department Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1310067&start=0&type=SD,,,,2016-04-30
1380,1423542,"SKULLCANDY, INC.",767326,Nasdaq Global Market,SKUL,3651,Household Audio and Video Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1423542&start=0&type=SD,,,,2016-04-30
1381,1485469,"TOWER INTERNATIONAL, INC.",823046,NYSE,TOWR,3714,Motor Vehicle Parts and Accessories,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1485469&start=0&type=SD,,,,2016-04-30
1382,937556,MASIMO CORP,34029,Nasdaq Global Market,MASI,3845,Electromedical and Electrotherapeutic Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=937556&start=0&type=SD,,,,2016-04-30
1383,17843,CARPENTER TECHNOLOGY CORP,4333,NYSE,CRS,3312,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling ",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=17843&start=0&type=SD,,,,2016-04-30
1384,888504,LAYNE CHRISTENSEN CO,2381,Nasdaq Global Market,LAYN,1700,Construction - Special Trade Contractors,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=888504&start=0&type=SD,,,,2016-04-30
1385,1498710,"SPIRIT AIRLINES, INC.",837419,Nasdaq Global Market,SAVE,4512,"Air Transportation, Scheduled",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1498710&start=0&type=SD,,,,2016-04-30
1386,1105184,NANOSPHERE INC,105064,Nasdaq Capital Market,NSPH,3841,Surgical and Medical Instruments and Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1105184&start=0&type=SD,,,,2016-04-30
1387,69633,"NAPCO SECURITY TECHNOLOGIES, INC",7717,Nasdaq Global Market,NSSC,3669,"Communications Equipment, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=69633&start=0&type=SD,,,,2016-04-30
1388,1606757,"KIMBALL ELECTRONICS, INC.",934510,Nasdaq Global Market,KE,3672,Printed Circuit Boards,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1606757&start=0&type=SD,,,,2016-04-30
1389,1000230,OPTICAL CABLE CORP,11067,Nasdaq Global Market,OCC,3357,Drawing and Insulating of Nonferrous Wire,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1000230&start=0&type=SD,,,,2016-04-30
1390,97134,TENNANT CO,3125,NYSE,TNC,3580,Refrigeration And Service Industry Machinery,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=97134&start=0&type=SD,,,,2016-04-30
1391,1143068,GREAT PLAINS ENERGY INC,91171,NYSE,GXP,4911,Electric Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1143068&start=0&type=SD,,,,2016-04-30
1392,914208,INVESCO LTD.,12291,NYSE,IVZ,6282,Investment Advice,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=914208&start=0&type=SD,,,,2016-04-30
1393,1024725,TENNECO INC,8480,NYSE,TEN,3714,Motor Vehicle Parts and Accessories,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1024725&start=0&type=SD,,,,2016-04-30
1394,1166126,J C PENNEY CO INC,95795,NYSE,JCP,5311,Department Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1166126&start=0&type=SD,,,,2016-04-30
1395,1388133,SHORETEL INC,734585,Nasdaq Global Market,SHOR,3661,Telephone and Telegraph Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1388133&start=0&type=SD,,,,2016-04-30
1396,79879,PPG INDUSTRIES INC,11290,NYSE,PPG,2851,"Paints, Varnishes, Lacquers, Enamels, and Allied Products",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=79879&start=0&type=SD,,,,2016-04-30
1397,898174,REINSURANCE GROUP OF AMERICA INC,9613,NYSE,RGA,6311,Life Insurance,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=898174&start=0&type=SD,,,,2016-04-30
1398,1351413,SEADRILL LTD,698413,NYSE,SDRL,1381,Drilling Oil and Gas Wells,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1351413&start=0&type=SD,,,,2016-04-30
1399,1180079,SILVER SPRING NETWORKS INC,376701,NYSE,SSNI,3576,Computer Communications Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1180079&start=0&type=SD,,,,2016-04-30
1400,94049,STEPAN CO,10815,NYSE,SCL,2840,"Soap, Detergents, And Cleaning Preparations;",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=94049&start=0&type=SD,,,,2016-04-30
1401,8818,AVERY DENNISON CORP,11656,NYSE,AVY,2670,"Converted Paper And Paperboard Products, Except",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=8818&start=0&type=SD,,,,2016-04-30
1402,921112,LIBERTY PROPERTY TRUST,1736,NYSE,LPT,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=921112&start=0&type=SD,,,,2016-04-30
1403,1052100,WADDELL & REED FINANCIAL INC,1370,NYSE,WDR,6211,"Security Brokers, Dealers, and Flotation Companies",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1052100&start=0&type=SD,,,,2016-04-30
1404,1058057,MARVELL TECHNOLOGY GROUP LTD,74478,Nasdaq Global Market,MRVL,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1058057&start=0&type=SD,,,,2016-04-30
1405,96943,TELEFLEX INC,329,NYSE,TFX,3841,Surgical and Medical Instruments and Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=96943&start=0&type=SD,,,,2016-04-30
1406,1156375,CME GROUP INC.,89162,Nasdaq Global Market,CME,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1156375&start=0&type=SD,,,,2016-04-30
1407,319201,KLA TENCOR CORP,120,Nasdaq Global Market,KLAC,3827,Optical Instruments and Lenses,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=319201&start=0&type=SD,,,,2016-04-30
1408,1110803,ILLUMINA INC,74858,Nasdaq Global Market,ILMN,3826,Laboratory Analytical Instruments,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1110803&start=0&type=SD,,,,2016-04-30
1409,1370946,OWENS CORNING,717526,NYSE,OC,3290,"Abrasive, Asbestos, And Miscellaneous",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1370946&start=0&type=SD,,,,2016-04-30
1410,77476,PEPSICO INC,5110,NYSE,PEP,2080,Beverages,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=77476&start=0&type=SD,,,,2016-04-30
1411,718940,BCE INC,56312,NYSE,BCE,4813,"Telephone Communications, Except Radiotelephone",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=718940&start=0&type=SD,,,,2016-04-30
1412,1123360,GLOBAL PAYMENTS INC,79255,NYSE,GPN,7389,"Business Services, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1123360&start=0&type=SD,,,,2016-04-30
1413,1041061,YUM BRANDS INC,3282,NYSE,YUM,5812,Eating Places,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1041061&start=0&type=SD,,,,2016-04-30
1414,889900,PATTERSON UTI ENERGY INC,7031,Nasdaq Global Market,PTEN,1381,Drilling Oil and Gas Wells,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=889900&start=0&type=SD,,,,2016-04-30
1415,85961,RYDER SYSTEM INC,2468,NYSE,R,7510,"Automotive Rental And Leasing, Without Drivers",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=85961&start=0&type=SD,,,,2016-04-30
1416,19617,JPMORGAN CHASE & CO,8702,NYSE,JPM,6021,National Commercial Banks,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=19617&start=0&type=SD,,,,2016-04-30
1417,353020,AEGION CORP,1653,Nasdaq Global Market,AEGN,1623,"Water, Sewer, Pipeline, and Communications and Power Line Constr",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=353020&start=0&type=SD,,,,2016-04-30
1418,885074,AUTHENTIDATE HOLDING CORP,7529,OTC,ADAT,7373,Computer Integrated Systems Design,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=885074&start=0&type=SD,,,,2016-04-30
1419,1567892,MALLINCKRODT PLC,898721,NYSE,MNK,2834,Pharmaceutical Preparations,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1567892&start=0&type=SD,,,,2016-04-30
1420,1056288,FEDERATED INVESTORS INC /PA/,9206,NYSE,FII,6282,Investment Advice,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1056288&start=0&type=SD,,,,2016-04-30
1421,1048477,BIOMARIN PHARMACEUTICAL INC,7265,Nasdaq Global Market,BMRN,2834,Pharmaceutical Preparations,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1048477&start=0&type=SD,,,,2016-04-30
1422,1375365,"SUPER MICRO COMPUTER, INC.",725105,Nasdaq Global Market,SMCI,3571,Electronic Computers,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1375365&start=0&type=SD,,,,2016-04-30
1423,766421,"ALASKA AIR GROUP, INC.",1228,NYSE,ALK,4512,"Air Transportation, Scheduled",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=766421&start=0&type=SD,,,,2016-04-30
1424,1403568,"ULTA SALON, COSMETICS & FRAGRANCE, INC.",750092,Nasdaq Global Market,ULTA,5990,"Retail Stores, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1403568&start=0&type=SD,,,,2016-04-30
1425,1326583,WEBMD HEALTH CORP.,673669,Nasdaq Global Market,WBMD,7389,"Business Services, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1326583&start=0&type=SD,,,,2016-04-30
1426,1013871,"NRG ENERGY, INC.",28695,NYSE,NRG,4911,Electric Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1013871&start=0&type=SD,,,,2016-04-30
1427,884614,UGI CORP /PA/,10716,NYSE,UGI,4932,Gas and Other Services Combined,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=884614&start=0&type=SD,,,,2016-04-30
1428,89089,SERVICE CORPORATION INTERNATIONAL,9713,NYSE,SCI,7200,Services-Personal Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=89089&start=0&type=SD,,,,2016-04-30
1429,866609,ION GEOPHYSICAL CORP,1291,NYSE,IO,1382,Oil and Gas Field Exploration Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=866609&start=0&type=SD,,,,2016-04-30
1430,804328,QUALCOMM INC/DE,1224,Nasdaq Global Market,QCOM,3663,Radio and Television Broadcasting and Communications Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=804328&start=0&type=SD,,,,2016-04-30
1431,899923,MYRIAD GENETICS INC,8170,Nasdaq Global Market,MYGN,2835,In Vitro and In Vivo Diagnostic Substances,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=899923&start=0&type=SD,,,,2016-04-30
1432,749251,GARTNER INC,9181,NYSE,IT,8741,Management Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=749251&start=0&type=SD,,,,2016-04-30
1433,945699,IXYS CORP /DE/,10034,Nasdaq Global Market,IXYS,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=945699&start=0&type=SD,,,,2016-04-30
1434,1318605,TESLA MOTORS INC,665410,Nasdaq Global Market,TSLA,3711,Motor Vehicles and Passenger Car Bodies,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1318605&start=0&type=SD,,,,2016-04-30
1435,737758,TORO CO,7010,NYSE,TTC,3524,Lawn and Garden Tractors and Home Lawn and Garden Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=737758&start=0&type=SD,,,,2016-04-30
1436,896159,CHUBB LTD,5201,NYSE,CB,6331,"Fire, Marine, and Casualty Insurance",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=896159&start=0&type=SD,,,,2016-04-30
1437,1168696,REGAL ENTERTAINMENT GROUP,100423,NYSE,RGC,7830,Motion Picture Theaters,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1168696&start=0&type=SD,,,,2016-04-30
1438,14272,BRISTOL MYERS SQUIBB CO,919,NYSE,BMY,2834,Pharmaceutical Preparations,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=14272&start=0&type=SD,,,,2016-04-30
1439,883902,NCI BUILDING SYSTEMS INC,9959,NYSE,NCS,3448,Prefabricated Metal Buildings and Components,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=883902&start=0&type=SD,,,,2016-04-30
1440,1048911,FEDEX CORP,44679,NYSE,FDX,4513,Air Courier Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1048911&start=0&type=SD,,,,2016-04-30
1441,1059562,LMI AEROSPACE INC,1008,Nasdaq Global Market,LMIA,3728,"Aircraft Parts and Auxiliary Equipment, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1059562&start=0&type=SD,,,,2016-04-30
1442,1043604,JUNIPER NETWORKS INC,4896,NYSE,JNPR,3576,Computer Communications Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1043604&start=0&type=SD,,,,2016-04-30
1443,1373444,ITALK INC.,724442,OTC,TALK,4813,"Telephone Communications, Except Radiotelephone",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1373444&start=0&type=SD,,,,2016-04-30
1444,39263,"CULLEN/FROST BANKERS, INC.",9873,NYSE,CFR,6021,National Commercial Banks,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=39263&start=0&type=SD,,,,2016-04-30
1445,900349,"PERRY ELLIS INTERNATIONAL, INC",7830,Nasdaq Global Market,PERY,2320,"Men's And Boys' Furnishings, Work Clothing, And Allied Garments",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=900349&start=0&type=SD,,,,2016-04-30
1446,1327811,"WORKDAY, INC.",674590,NYSE,WDAY,7374,Computer Processing and Data Preparation and Processing Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1327811&start=0&type=SD,,,,2016-04-30
1447,1603923,WEATHERFORD INTERNATIONAL PLC,931317,NYSE,WFT,3533,Oil and Gas Field Machinery and Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1603923&start=0&type=SD,,,,2016-04-30
1448,717423,MURPHY OIL CORP /DE,2584,NYSE,MUR,1311,Crude Petroleum and Natural Gas,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=717423&start=0&type=SD,,,,2016-04-30
1449,1211351,"NEW YORK & COMPANY, INC.",389278,NYSE,NWY,5621,Women's Clothing Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1211351&start=0&type=SD,,,,2016-04-30
1450,949039,DIAMOND OFFSHORE DRILLING INC,4452,NYSE,DO,1381,Drilling Oil and Gas Wells,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=949039&start=0&type=SD,,,,2016-04-30
1451,1477294,SENSATA TECHNOLOGIES HOLDING N.V.,816487,NYSE,ST,3823,"Industrial Instruments for Measurement, Display, and Control of ",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1477294&start=0&type=SD,,,,2016-04-30
1452,895417,EQUITY LIFESTYLE PROPERTIES INC,4567,NYSE,ELS,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=895417&start=0&type=SD,,,,2016-04-30
1453,59558,LINCOLN NATIONAL CORP,10422,NYSE,LNC,6311,Life Insurance,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=59558&start=0&type=SD,,,,2016-04-30
1454,744825,AMERICAN SHARED HOSPITAL SERVICES,6464,NYSE MKT,AMS,8071,Medical Laboratories,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=744825&start=0&type=SD,,,,2016-04-30
1455,1096056,LUXFER HOLDINGS PLC,107562,NYSE,LXFR,2810,Industrial Inorganic Chemicals,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1096056&start=0&type=SD,,,,2016-04-30
1456,75288,OXFORD INDUSTRIES INC,8023,NYSE,OXM,2320,"Men's And Boys' Furnishings, Work Clothing, And Allied Garments",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=75288&start=0&type=SD,,,,2016-04-30
1457,1424454,ROVI CORP,768228,Nasdaq Global Market,ROVI,6794,Patent Owners and Lessors,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1424454&start=0&type=SD,,,,2016-04-30
1458,797468,OCCIDENTAL PETROLEUM CORP /DE/,6009,NYSE,OXY,1311,Crude Petroleum and Natural Gas,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=797468&start=0&type=SD,,,,2016-04-30
1459,1032208,SEMPRA ENERGY,1237,NYSE,SRE,4932,Gas and Other Services Combined,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1032208&start=0&type=SD,,,,2016-04-30
1460,1604778,"QORVO, INC.",932500,Nasdaq Global Market,QRVO,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1604778&start=0&type=SD,,,,2016-04-30
1461,1434614,SANDSTORM GOLD LTD,777889,NYSE MKT,SAND,1040,Gold And Silver Ores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1434614&start=0&type=SD,,,,2016-04-30
1462,903129,GENTHERM INC,8634,Nasdaq Global Market,THRM,3714,Motor Vehicle Parts and Accessories,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=903129&start=0&type=SD,,,,2016-04-30
1463,1534701,PHILLIPS 66,867913,NYSE,PSX,2911,Petroleum Refining,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1534701&start=0&type=SD,,,,2016-04-30
1464,927003,ADVANCED ENERGY INDUSTRIES INC,6010,Nasdaq Global Market,AEIS,3679,"Electronic Components, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=927003&start=0&type=SD,,,,2016-04-30
1465,790703,TECH DATA CORP,8983,Nasdaq Global Market,TECD,5045,Computers and Computer Peripheral Equipment and Software,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=790703&start=0&type=SD,,,,2016-04-30
1466,789460,WORLD FUEL SERVICES CORP,5017,NYSE,INT,5172,"Petroleum and Petroleum Products Wholesalers, Except Bulk Statio",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=789460&start=0&type=SD,,,,2016-04-30
1467,1271024,LINKEDIN CORP,606852,NYSE,LNKD,7370,"Computer Programming, Data Processing, And",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1271024&start=0&type=SD,,,,2016-04-30
1468,861884,RELIANCE STEEL & ALUMINUM CO,1088,NYSE,RS,5051,Metals Service Centers and Offices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=861884&start=0&type=SD,,,,2016-04-30
1469,1008654,TUPPERWARE BRANDS CORP,10727,NYSE,TUP,3089,"Plastics Products, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1008654&start=0&type=SD,,,,2016-04-30
1470,703351,BRINKER INTERNATIONAL INC,7052,NYSE,EAT,5812,Eating Places,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=703351&start=0&type=SD,,,,2016-04-30
1471,790816,BRANDYWINE REALTY TRUST,8858,NYSE,BDN,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=790816&start=0&type=SD,,,,2016-04-30
1472,908937,SIRIUS XM HOLDINGS INC.,1133,Nasdaq Global Market,SIRI,4832,Radio Broadcasting Stations,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=908937&start=0&type=SD,,,,2016-04-30
1473,1094517,TOYOTA MOTOR CORP/,100216,NYSE,TM,3711,Motor Vehicles and Passenger Car Bodies,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1094517&start=0&type=SD,,,,2016-04-30
1474,1486159,OASIS PETROLEUM INC.,823087,NYSE,OAS,1311,Crude Petroleum and Natural Gas,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1486159&start=0&type=SD,,,,2016-04-30
