id,req_company_name,req_cik,req_url,ret_cik,ret_company_name,ret_description,ret_filing_date,ret_sec_accession_number,ret_title,ret_url
719,BOSTON SCIENTIFIC CORP,885725,http://www.sec.gov/Archives/edgar/data/885725/000110465915041599/0001104659-15-041599-index.htm,885725,BOSTON SCIENTIFIC CORP,0001104659-15-041599.txt,2015-05-28 16:42:05,0001104659-15-041599,Complete submission text file,https://www.sec.gov/Archives/edgar/data/885725/000110465915041599/0001104659-15-041599.txt
720,BOVIE MEDICAL CORP,719135,http://www.sec.gov/Archives/edgar/data/719135/000114036114024012/0001140361-14-024012-index.htm,719135,BOVIE MEDICAL CORP,formsd.htm,2014-06-02 14:49:05,0001140361-14-024012,BOVIE MEDICAL CORPORATION SD 12-31-2013,https://www.sec.gov/Archives/edgar/data/719135/000114036114024012/formsd.htm
721,BOVIE MEDICAL CORP,719135,http://www.sec.gov/Archives/edgar/data/719135/000114036114024012/0001140361-14-024012-index.htm,719135,BOVIE MEDICAL CORP,0001140361-14-024012.txt,2014-06-02 14:49:05,0001140361-14-024012,Complete submission text file,https://www.sec.gov/Archives/edgar/data/719135/000114036114024012/0001140361-14-024012.txt
722,BOVIE MEDICAL CORP,719135,http://www.sec.gov/Archives/edgar/data/719135/000147793215003605/0001477932-15-003605-index.htm,719135,BOVIE MEDICAL Corp,bvx_sd.htm,2015-05-29 11:39:19,0001477932-15-003605,FORM SD,https://www.sec.gov/Archives/edgar/data/719135/000147793215003605/bvx_sd.htm
723,BOVIE MEDICAL CORP,719135,http://www.sec.gov/Archives/edgar/data/719135/000147793215003605/0001477932-15-003605-index.htm,719135,BOVIE MEDICAL Corp,0001477932-15-003605.txt,2015-05-29 11:39:19,0001477932-15-003605,Complete submission text file,https://www.sec.gov/Archives/edgar/data/719135/000147793215003605/0001477932-15-003605.txt
724,BORGWARNER INC,908255,http://www.sec.gov/Archives/edgar/data/908255/000090825514000039/0000908255-14-000039-index.htm,908255,BORGWARNER INC,a12312013formsd.htm,2014-05-30 09:36:34,0000908255-14-000039,FORM SD,https://www.sec.gov/Archives/edgar/data/908255/000090825514000039/a12312013formsd.htm
725,BORGWARNER INC,908255,http://www.sec.gov/Archives/edgar/data/908255/000090825514000039/0000908255-14-000039-index.htm,908255,BORGWARNER INC,a123113formsdexhibit101.htm,2014-05-30 09:36:34,0000908255-14-000039,EXHIBIT 1.01,https://www.sec.gov/Archives/edgar/data/908255/000090825514000039/a123113formsdexhibit101.htm
726,BORGWARNER INC,908255,http://www.sec.gov/Archives/edgar/data/908255/000090825514000039/0000908255-14-000039-index.htm,908255,BORGWARNER INC,0000908255-14-000039.txt,2014-05-30 09:36:34,0000908255-14-000039,Complete submission text file,https://www.sec.gov/Archives/edgar/data/908255/000090825514000039/0000908255-14-000039.txt
727,BORGWARNER INC,908255,http://www.sec.gov/Archives/edgar/data/908255/000090825515000036/0000908255-15-000036-index.htm,908255,BORGWARNER INC,a12312014formsd.htm,2015-05-29 11:04:33,0000908255-15-000036,SD,https://www.sec.gov/Archives/edgar/data/908255/000090825515000036/a12312014formsd.htm
728,BORGWARNER INC,908255,http://www.sec.gov/Archives/edgar/data/908255/000090825515000036/0000908255-15-000036-index.htm,908255,BORGWARNER INC,a123114formsdexhibit101.htm,2015-05-29 11:04:33,0000908255-15-000036,EXHIBIT 1.01,https://www.sec.gov/Archives/edgar/data/908255/000090825515000036/a123114formsdexhibit101.htm
729,BORGWARNER INC,908255,http://www.sec.gov/Archives/edgar/data/908255/000090825515000036/0000908255-15-000036-index.htm,908255,BORGWARNER INC,0000908255-15-000036.txt,2015-05-29 11:04:33,0000908255-15-000036,Complete submission text file,https://www.sec.gov/Archives/edgar/data/908255/000090825515000036/0000908255-15-000036.txt
730,BRUNSWICK CORP,14930,http://www.sec.gov/Archives/edgar/data/14930/000001493014000088/0000014930-14-000088-index.htm,14930,BRUNSWICK CORP,bruinswick2014formsd.htm,2014-06-02 09:22:48,0000014930-14-000088,FORM SD,https://www.sec.gov/Archives/edgar/data/14930/000001493014000088/bruinswick2014formsd.htm
731,BRUNSWICK CORP,14930,http://www.sec.gov/Archives/edgar/data/14930/000001493014000088/0000014930-14-000088-index.htm,14930,BRUNSWICK CORP,conflictmineralsreport.htm,2014-06-02 09:22:48,0000014930-14-000088,CONFLICT MINERALS REPORT,https://www.sec.gov/Archives/edgar/data/14930/000001493014000088/conflictmineralsreport.htm
732,BRUNSWICK CORP,14930,http://www.sec.gov/Archives/edgar/data/14930/000001493014000088/0000014930-14-000088-index.htm,14930,BRUNSWICK CORP,brunswicklogoa03.jpg,2014-06-02 09:22:48,0000014930-14-000088,BRUNSWICK LOGO,https://www.sec.gov/Archives/edgar/data/14930/000001493014000088/brunswicklogoa03.jpg
733,BRUNSWICK CORP,14930,http://www.sec.gov/Archives/edgar/data/14930/000001493014000088/0000014930-14-000088-index.htm,14930,BRUNSWICK CORP,0000014930-14-000088.txt,2014-06-02 09:22:48,0000014930-14-000088,Complete submission text file,https://www.sec.gov/Archives/edgar/data/14930/000001493014000088/0000014930-14-000088.txt
734,BRUNSWICK CORP,14930,http://www.sec.gov/Archives/edgar/data/14930/000001493015000074/0000014930-15-000074-index.htm,14930,BRUNSWICK CORP,brunswick2015formsd.htm,2015-05-26 10:02:44,0000014930-15-000074,FORM SD,https://www.sec.gov/Archives/edgar/data/14930/000001493015000074/brunswick2015formsd.htm
735,BRUNSWICK CORP,14930,http://www.sec.gov/Archives/edgar/data/14930/000001493015000074/0000014930-15-000074-index.htm,14930,BRUNSWICK CORP,a2015conflictmineralsreport.htm,2015-05-26 10:02:44,0000014930-15-000074,CONFLICT MINERALS REPORT,https://www.sec.gov/Archives/edgar/data/14930/000001493015000074/a2015conflictmineralsreport.htm
736,BRUNSWICK CORP,14930,http://www.sec.gov/Archives/edgar/data/14930/000001493015000074/0000014930-15-000074-index.htm,14930,BRUNSWICK CORP,brunswicklogoa03a01.jpg,2015-05-26 10:02:44,0000014930-15-000074,BRUNSWICK LOGO,https://www.sec.gov/Archives/edgar/data/14930/000001493015000074/brunswicklogoa03a01.jpg
737,BRUNSWICK CORP,14930,http://www.sec.gov/Archives/edgar/data/14930/000001493015000074/0000014930-15-000074-index.htm,14930,BRUNSWICK CORP,0000014930-15-000074.txt,2015-05-26 10:02:44,0000014930-15-000074,Complete submission text file,https://www.sec.gov/Archives/edgar/data/14930/000001493015000074/0000014930-15-000074.txt
738,BUCKLE INC,885245,http://www.sec.gov/Archives/edgar/data/885245/000088524514000021/0000885245-14-000021-index.htm,885245,BUCKLE INC,formsd2013.htm,2014-06-02 16:14:41,0000885245-14-000021,"THE BUCKLE, INC. SD",https://www.sec.gov/Archives/edgar/data/885245/000088524514000021/formsd2013.htm
739,BUCKLE INC,885245,http://www.sec.gov/Archives/edgar/data/885245/000088524514000021/0000885245-14-000021-index.htm,885245,BUCKLE INC,formsd2013ex1.htm,2014-06-02 16:14:41,0000885245-14-000021,EXHIBIT 1.02,https://www.sec.gov/Archives/edgar/data/885245/000088524514000021/formsd2013ex1.htm
740,BUCKLE INC,885245,http://www.sec.gov/Archives/edgar/data/885245/000088524514000021/0000885245-14-000021-index.htm,885245,BUCKLE INC,0000885245-14-000021.txt,2014-06-02 16:14:41,0000885245-14-000021,Complete submission text file,https://www.sec.gov/Archives/edgar/data/885245/000088524514000021/0000885245-14-000021.txt
741,BUCKLE INC,885245,http://www.sec.gov/Archives/edgar/data/885245/000088524515000014/0000885245-15-000014-index.htm,885245,BUCKLE INC,formsd2014.htm,2015-06-01 11:56:09,0000885245-15-000014,"THE BUCKLE, INC. SD",https://www.sec.gov/Archives/edgar/data/885245/000088524515000014/formsd2014.htm
742,BUCKLE INC,885245,http://www.sec.gov/Archives/edgar/data/885245/000088524515000014/0000885245-15-000014-index.htm,885245,BUCKLE INC,formsd2014ex1.htm,2015-06-01 11:56:09,0000885245-15-000014,EXHIBIT 1.01,https://www.sec.gov/Archives/edgar/data/885245/000088524515000014/formsd2014ex1.htm
743,BUCKLE INC,885245,http://www.sec.gov/Archives/edgar/data/885245/000088524515000014/0000885245-15-000014-index.htm,885245,BUCKLE INC,0000885245-15-000014.txt,2015-06-01 11:56:09,0000885245-15-000014,Complete submission text file,https://www.sec.gov/Archives/edgar/data/885245/000088524515000014/0000885245-15-000014.txt
744,"BUILDERS FIRSTSOURCE, INC.",1316835,http://www.sec.gov/Archives/edgar/data/1316835/000119312514218999/0001193125-14-218999-index.htm,1316835,"Builders FirstSource, Inc.",d735655dsd.htm,2014-05-30 11:59:33,0001193125-14-218999,FORM SD,https://www.sec.gov/Archives/edgar/data/1316835/000119312514218999/d735655dsd.htm
745,"BUILDERS FIRSTSOURCE, INC.",1316835,http://www.sec.gov/Archives/edgar/data/1316835/000119312514218999/0001193125-14-218999-index.htm,1316835,"Builders FirstSource, Inc.",0001193125-14-218999.txt,2014-05-30 11:59:33,0001193125-14-218999,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1316835/000119312514218999/0001193125-14-218999.txt
746,"BUILDERS FIRSTSOURCE, INC.",1316835,http://www.sec.gov/Archives/edgar/data/1316835/000119312515206286/0001193125-15-206286-index.htm,1316835,"Builders FirstSource, Inc.",d934061dsd.htm,2015-05-29 14:25:58,0001193125-15-206286,FORM SD,https://www.sec.gov/Archives/edgar/data/1316835/000119312515206286/d934061dsd.htm
747,"BUILDERS FIRSTSOURCE, INC.",1316835,http://www.sec.gov/Archives/edgar/data/1316835/000119312515206286/0001193125-15-206286-index.htm,1316835,"Builders FirstSource, Inc.",0001193125-15-206286.txt,2015-05-29 14:25:58,0001193125-15-206286,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1316835/000119312515206286/0001193125-15-206286.txt
748,BROCADE COMMUNICATIONS SYSTEMS INC,1009626,http://www.sec.gov/Archives/edgar/data/1009626/000100962614000065/0001009626-14-000065-index.htm,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,brcd-sdxcy2013.htm,2014-05-29 17:26:00,0001009626-14-000065,FORM SD,https://www.sec.gov/Archives/edgar/data/1009626/000100962614000065/brcd-sdxcy2013.htm
749,BROCADE COMMUNICATIONS SYSTEMS INC,1009626,http://www.sec.gov/Archives/edgar/data/1009626/000100962614000065/0001009626-14-000065-index.htm,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,brcd-sdxcy13xex1_02.htm,2014-05-29 17:26:00,0001009626-14-000065,CONFLICT MINERALS REPORT,https://www.sec.gov/Archives/edgar/data/1009626/000100962614000065/brcd-sdxcy13xex1_02.htm
750,BROCADE COMMUNICATIONS SYSTEMS INC,1009626,http://www.sec.gov/Archives/edgar/data/1009626/000100962614000065/0001009626-14-000065-index.htm,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,0001009626-14-000065.txt,2014-05-29 17:26:00,0001009626-14-000065,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1009626/000100962614000065/0001009626-14-000065.txt
751,BROCADE COMMUNICATIONS SYSTEMS INC,1009626,http://www.sec.gov/Archives/edgar/data/1009626/000100962615000066/0001009626-15-000066-index.htm,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,brcd-sdxcy2014.htm,2015-05-28 16:05:36,0001009626-15-000066,FORM SD,https://www.sec.gov/Archives/edgar/data/1009626/000100962615000066/brcd-sdxcy2014.htm
752,BROCADE COMMUNICATIONS SYSTEMS INC,1009626,http://www.sec.gov/Archives/edgar/data/1009626/000100962615000066/0001009626-15-000066-index.htm,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,brcd-sdxcy14xex1_01.htm,2015-05-28 16:05:36,0001009626-15-000066,CONFLICT MINERALS REPORT,https://www.sec.gov/Archives/edgar/data/1009626/000100962615000066/brcd-sdxcy14xex1_01.htm
753,BROCADE COMMUNICATIONS SYSTEMS INC,1009626,http://www.sec.gov/Archives/edgar/data/1009626/000100962615000066/0001009626-15-000066-index.htm,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,0001009626-15-000066.txt,2015-05-28 16:05:36,0001009626-15-000066,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1009626/000100962615000066/0001009626-15-000066.txt
754,BRUKER CORP,1109354,http://www.sec.gov/Archives/edgar/data/1109354/000110465914042763/0001104659-14-042763-index.htm,1109354,BRUKER CORP,a14-14317_1sd.htm,2014-05-30 12:51:55,0001104659-14-042763,SD,https://www.sec.gov/Archives/edgar/data/1109354/000110465914042763/a14-14317_1sd.htm
755,BRUKER CORP,1109354,http://www.sec.gov/Archives/edgar/data/1109354/000110465914042763/0001104659-14-042763-index.htm,1109354,BRUKER CORP,a14-14317_1ex1d02.htm,2014-05-30 12:51:55,0001104659-14-042763,EX-1.02,https://www.sec.gov/Archives/edgar/data/1109354/000110465914042763/a14-14317_1ex1d02.htm
756,BRUKER CORP,1109354,http://www.sec.gov/Archives/edgar/data/1109354/000110465914042763/0001104659-14-042763-index.htm,1109354,BRUKER CORP,0001104659-14-042763.txt,2014-05-30 12:51:55,0001104659-14-042763,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1109354/000110465914042763/0001104659-14-042763.txt
757,BRUKER CORP,1109354,http://www.sec.gov/Archives/edgar/data/1109354/000110465915041959/0001104659-15-041959-index.htm,1109354,BRUKER CORP,a15-12983_1sd.htm,2015-05-29 14:23:06,0001104659-15-041959,SD,https://www.sec.gov/Archives/edgar/data/1109354/000110465915041959/a15-12983_1sd.htm
758,BRUKER CORP,1109354,http://www.sec.gov/Archives/edgar/data/1109354/000110465915041959/0001104659-15-041959-index.htm,1109354,BRUKER CORP,a15-12983_1ex1d01.htm,2015-05-29 14:23:06,0001104659-15-041959,EX-1.01,https://www.sec.gov/Archives/edgar/data/1109354/000110465915041959/a15-12983_1ex1d01.htm
759,BRUKER CORP,1109354,http://www.sec.gov/Archives/edgar/data/1109354/000110465915041959/0001104659-15-041959-index.htm,1109354,BRUKER CORP,0001104659-15-041959.txt,2015-05-29 14:23:06,0001104659-15-041959,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1109354/000110465915041959/0001104659-15-041959.txt
760,BROOKS AUTOMATION INC,933974,http://www.sec.gov/Archives/edgar/data/933974/000093397414000024/0000933974-14-000024-index.htm,933974,BROOKS AUTOMATION INC,formsd-conflictminerals.htm,2014-05-30 15:42:49,0000933974-14-000024,SD,https://www.sec.gov/Archives/edgar/data/933974/000093397414000024/formsd-conflictminerals.htm
761,BROOKS AUTOMATION INC,933974,http://www.sec.gov/Archives/edgar/data/933974/000093397414000024/0000933974-14-000024-index.htm,933974,BROOKS AUTOMATION INC,exhibit102conflictminerals.htm,2014-05-30 15:42:49,0000933974-14-000024,CONFLICT MINERALS REPORT,https://www.sec.gov/Archives/edgar/data/933974/000093397414000024/exhibit102conflictminerals.htm
762,BROOKS AUTOMATION INC,933974,http://www.sec.gov/Archives/edgar/data/933974/000093397414000024/0000933974-14-000024-index.htm,933974,BROOKS AUTOMATION INC,0000933974-14-000024.txt,2014-05-30 15:42:49,0000933974-14-000024,Complete submission text file,https://www.sec.gov/Archives/edgar/data/933974/000093397414000024/0000933974-14-000024.txt
763,BROOKS AUTOMATION INC,933974,http://www.sec.gov/Archives/edgar/data/933974/000093397415000017/0000933974-15-000017-index.htm,933974,BROOKS AUTOMATION INC,formsd2014-conflictminerals.htm,2015-05-29 16:32:34,0000933974-15-000017,FORM SD,https://www.sec.gov/Archives/edgar/data/933974/000093397415000017/formsd2014-conflictminerals.htm
764,BROOKS AUTOMATION INC,933974,http://www.sec.gov/Archives/edgar/data/933974/000093397415000017/0000933974-15-000017-index.htm,933974,BROOKS AUTOMATION INC,exhibit101conflictminerals.htm,2015-05-29 16:32:34,0000933974-15-000017,EXHIBIT 1.01,https://www.sec.gov/Archives/edgar/data/933974/000093397415000017/exhibit101conflictminerals.htm
765,BROOKS AUTOMATION INC,933974,http://www.sec.gov/Archives/edgar/data/933974/000093397415000017/0000933974-15-000017-index.htm,933974,BROOKS AUTOMATION INC,0000933974-15-000017.txt,2015-05-29 16:32:34,0000933974-15-000017,Complete submission text file,https://www.sec.gov/Archives/edgar/data/933974/000093397415000017/0000933974-15-000017.txt
766,"BROADWIND ENERGY, INC.",1120370,http://www.sec.gov/Archives/edgar/data/1120370/000110465914043178/0001104659-14-043178-index.htm,1120370,"BROADWIND ENERGY, INC.",a14-14332_1sd.htm,2014-06-02 11:52:12,0001104659-14-043178,SD,https://www.sec.gov/Archives/edgar/data/1120370/000110465914043178/a14-14332_1sd.htm
767,"BROADWIND ENERGY, INC.",1120370,http://www.sec.gov/Archives/edgar/data/1120370/000110465914043178/0001104659-14-043178-index.htm,1120370,"BROADWIND ENERGY, INC.",a14-14332_1ex1d02.htm,2014-06-02 11:52:12,0001104659-14-043178,EX-1.02,https://www.sec.gov/Archives/edgar/data/1120370/000110465914043178/a14-14332_1ex1d02.htm
768,"BROADWIND ENERGY, INC.",1120370,http://www.sec.gov/Archives/edgar/data/1120370/000110465914043178/0001104659-14-043178-index.htm,1120370,"BROADWIND ENERGY, INC.",g143321bai001.jpg,2014-06-02 11:52:12,0001104659-14-043178,GRAPHIC,https://www.sec.gov/Archives/edgar/data/1120370/000110465914043178/g143321bai001.jpg
769,"BROADWIND ENERGY, INC.",1120370,http://www.sec.gov/Archives/edgar/data/1120370/000110465914043178/0001104659-14-043178-index.htm,1120370,"BROADWIND ENERGY, INC.",0001104659-14-043178.txt,2014-06-02 11:52:12,0001104659-14-043178,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1120370/000110465914043178/0001104659-14-043178.txt
770,"BROADWIND ENERGY, INC.",1120370,http://www.sec.gov/Archives/edgar/data/1120370/000110465915040712/0001104659-15-040712-index.htm,1120370,"BROADWIND ENERGY, INC.",a15-12664_1sd.htm,2015-05-26 15:25:05,0001104659-15-040712,SD,https://www.sec.gov/Archives/edgar/data/1120370/000110465915040712/a15-12664_1sd.htm
771,"BROADWIND ENERGY, INC.",1120370,http://www.sec.gov/Archives/edgar/data/1120370/000110465915040712/0001104659-15-040712-index.htm,1120370,"BROADWIND ENERGY, INC.",a15-12664_1ex1d01.htm,2015-05-26 15:25:05,0001104659-15-040712,EX-1.01,https://www.sec.gov/Archives/edgar/data/1120370/000110465915040712/a15-12664_1ex1d01.htm
772,"BROADWIND ENERGY, INC.",1120370,http://www.sec.gov/Archives/edgar/data/1120370/000110465915040712/0001104659-15-040712-index.htm,1120370,"BROADWIND ENERGY, INC.",g126641bai001.jpg,2015-05-26 15:25:05,0001104659-15-040712,GRAPHIC,https://www.sec.gov/Archives/edgar/data/1120370/000110465915040712/g126641bai001.jpg
773,"BROADWIND ENERGY, INC.",1120370,http://www.sec.gov/Archives/edgar/data/1120370/000110465915040712/0001104659-15-040712-index.htm,1120370,"BROADWIND ENERGY, INC.",0001104659-15-040712.txt,2015-05-26 15:25:05,0001104659-15-040712,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1120370/000110465915040712/0001104659-15-040712.txt
774,CABELAS INC,1267130,http://www.sec.gov/Archives/edgar/data/1267130/000126713014000069/0001267130-14-000069-index.htm,1267130,CABELAS INC,a2013formsdconflictminerals.htm,2014-06-02 16:25:26,0001267130-14-000069,FORM SD CONFLICT MINERALS REPORT,https://www.sec.gov/Archives/edgar/data/1267130/000126713014000069/a2013formsdconflictminerals.htm
775,CABELAS INC,1267130,http://www.sec.gov/Archives/edgar/data/1267130/000126713014000069/0001267130-14-000069-index.htm,1267130,CABELAS INC,a2013exhibit102conflictmin.htm,2014-06-02 16:25:26,0001267130-14-000069,CONFLICT MINERALS REPORT,https://www.sec.gov/Archives/edgar/data/1267130/000126713014000069/a2013exhibit102conflictmin.htm
776,CABELAS INC,1267130,http://www.sec.gov/Archives/edgar/data/1267130/000126713014000069/0001267130-14-000069-index.htm,1267130,CABELAS INC,0001267130-14-000069.txt,2014-06-02 16:25:26,0001267130-14-000069,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1267130/000126713014000069/0001267130-14-000069.txt
777,CABELAS INC,1267130,http://www.sec.gov/Archives/edgar/data/1267130/000126713015000052/0001267130-15-000052-index.htm,1267130,CABELAS INC,a2014formsdconflictminerals.htm,2015-05-29 16:03:56,0001267130-15-000052,FORM SD CONFLICT MINERALS REPORT,https://www.sec.gov/Archives/edgar/data/1267130/000126713015000052/a2014formsdconflictminerals.htm
778,CABELAS INC,1267130,http://www.sec.gov/Archives/edgar/data/1267130/000126713015000052/0001267130-15-000052-index.htm,1267130,CABELAS INC,exhibit101-2014conflictmin.htm,2015-05-29 16:03:56,0001267130-15-000052,CONFLICT MINERALS REPORT,https://www.sec.gov/Archives/edgar/data/1267130/000126713015000052/exhibit101-2014conflictmin.htm
779,CABELAS INC,1267130,http://www.sec.gov/Archives/edgar/data/1267130/000126713015000052/0001267130-15-000052-index.htm,1267130,CABELAS INC,0001267130-15-000052.txt,2015-05-29 16:03:56,0001267130-15-000052,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1267130/000126713015000052/0001267130-15-000052.txt
780,C&J ENERGY SERVICES LTD.,1615817,http://www.sec.gov/Archives/edgar/data/1615817/000119312515206222/0001193125-15-206222-index.htm,1615817,C&J Energy Services Ltd.,d934243dsd.htm,2015-05-29 14:00:35,0001193125-15-206222,FORM SD,https://www.sec.gov/Archives/edgar/data/1615817/000119312515206222/d934243dsd.htm
781,C&J ENERGY SERVICES LTD.,1615817,http://www.sec.gov/Archives/edgar/data/1615817/000119312515206222/0001193125-15-206222-index.htm,1615817,C&J Energy Services Ltd.,d934243dex101.htm,2015-05-29 14:00:35,0001193125-15-206222,EX-1.01,https://www.sec.gov/Archives/edgar/data/1615817/000119312515206222/d934243dex101.htm
782,C&J ENERGY SERVICES LTD.,1615817,http://www.sec.gov/Archives/edgar/data/1615817/000119312515206222/0001193125-15-206222-index.htm,1615817,C&J Energy Services Ltd.,0001193125-15-206222.txt,2015-05-29 14:00:35,0001193125-15-206222,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1615817/000119312515206222/0001193125-15-206222.txt
783,CACI INTERNATIONAL INC /DE/,16058,http://www.sec.gov/Archives/edgar/data/16058/000119312514217312/0001193125-14-217312-index.htm,16058,CACI INTERNATIONAL INC /DE/,d733348dsd.htm,2014-05-29 16:30:59,0001193125-14-217312,FORM SD,https://www.sec.gov/Archives/edgar/data/16058/000119312514217312/d733348dsd.htm
784,CACI INTERNATIONAL INC /DE/,16058,http://www.sec.gov/Archives/edgar/data/16058/000119312514217312/0001193125-14-217312-index.htm,16058,CACI INTERNATIONAL INC /DE/,d733348dex102.htm,2014-05-29 16:30:59,0001193125-14-217312,EX-1.02,https://www.sec.gov/Archives/edgar/data/16058/000119312514217312/d733348dex102.htm
785,CACI INTERNATIONAL INC /DE/,16058,http://www.sec.gov/Archives/edgar/data/16058/000119312514217312/0001193125-14-217312-index.htm,16058,CACI INTERNATIONAL INC /DE/,0001193125-14-217312.txt,2014-05-29 16:30:59,0001193125-14-217312,Complete submission text file,https://www.sec.gov/Archives/edgar/data/16058/000119312514217312/0001193125-14-217312.txt
786,CACI INTERNATIONAL INC /DE/,16058,http://www.sec.gov/Archives/edgar/data/16058/000119312515205628/0001193125-15-205628-index.htm,16058,CACI INTERNATIONAL INC /DE/,d924399dsd.htm,2015-05-29 10:08:59,0001193125-15-205628,FORM SD,https://www.sec.gov/Archives/edgar/data/16058/000119312515205628/d924399dsd.htm
787,CACI INTERNATIONAL INC /DE/,16058,http://www.sec.gov/Archives/edgar/data/16058/000119312515205628/0001193125-15-205628-index.htm,16058,CACI INTERNATIONAL INC /DE/,d924399dex101.htm,2015-05-29 10:08:59,0001193125-15-205628,EX-1.01,https://www.sec.gov/Archives/edgar/data/16058/000119312515205628/d924399dex101.htm
788,CACI INTERNATIONAL INC /DE/,16058,http://www.sec.gov/Archives/edgar/data/16058/000119312515205628/0001193125-15-205628-index.htm,16058,CACI INTERNATIONAL INC /DE/,0001193125-15-205628.txt,2015-05-29 10:08:59,0001193125-15-205628,Complete submission text file,https://www.sec.gov/Archives/edgar/data/16058/000119312515205628/0001193125-15-205628.txt
789,CAE INC,1173382,http://www.sec.gov/Archives/edgar/data/1173382/000117338214000015/0001173382-14-000015-index.htm,1173382,CAE INC,formsdmay20-14.htm,2014-05-21 14:36:44,0001173382-14-000015,FORM SD,https://www.sec.gov/Archives/edgar/data/1173382/000117338214000015/formsdmay20-14.htm
790,CAE INC,1173382,http://www.sec.gov/Archives/edgar/data/1173382/000117338214000015/0001173382-14-000015-index.htm,1173382,CAE INC,exhibit201may20-144.htm,2014-05-21 14:36:44,0001173382-14-000015,EXHIBIT 2.01-CONFLICT MINERALS REPORT,https://www.sec.gov/Archives/edgar/data/1173382/000117338214000015/exhibit201may20-144.htm
791,CAE INC,1173382,http://www.sec.gov/Archives/edgar/data/1173382/000117338214000015/0001173382-14-000015-index.htm,1173382,CAE INC,0001173382-14-000015.txt,2014-05-21 14:36:44,0001173382-14-000015,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1173382/000117338214000015/0001173382-14-000015.txt
792,CAE INC,1173382,http://www.sec.gov/Archives/edgar/data/1173382/000117338215000010/0001173382-15-000010-index.htm,1173382,CAE INC,formsdmay26-15.htm,2015-05-27 09:08:47,0001173382-15-000010,FORM SD,https://www.sec.gov/Archives/edgar/data/1173382/000117338215000010/formsdmay26-15.htm
793,CAE INC,1173382,http://www.sec.gov/Archives/edgar/data/1173382/000117338215000010/0001173382-15-000010-index.htm,1173382,CAE INC,formsd-exhibitmay2615.htm,2015-05-27 09:08:47,0001173382-15-000010,EXHIBIT 2.01 CONFLICT MINERALS REPORT,https://www.sec.gov/Archives/edgar/data/1173382/000117338215000010/formsd-exhibitmay2615.htm
794,CAE INC,1173382,http://www.sec.gov/Archives/edgar/data/1173382/000117338215000010/0001173382-15-000010-index.htm,1173382,CAE INC,0001173382-15-000010.txt,2015-05-27 09:08:47,0001173382-15-000010,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1173382/000117338215000010/0001173382-15-000010.txt
795,CALERES INC,14707,http://www.sec.gov/Archives/edgar/data/14707/000001470714000034/0000014707-14-000034-index.htm,14707,BROWN SHOE CO INC,Form_SD.htm,2014-06-02 11:55:19,0000014707-14-000034,FORM SD,https://www.sec.gov/Archives/edgar/data/14707/000001470714000034/Form_SD.htm
796,CALERES INC,14707,http://www.sec.gov/Archives/edgar/data/14707/000001470714000034/0000014707-14-000034-index.htm,14707,BROWN SHOE CO INC,0000014707-14-000034.txt,2014-06-02 11:55:19,0000014707-14-000034,Complete submission text file,https://www.sec.gov/Archives/edgar/data/14707/000001470714000034/0000014707-14-000034.txt
797,CALERES INC,14707,http://www.sec.gov/Archives/edgar/data/14707/000001470715000030/0000014707-15-000030-index.htm,14707,CALERES INC,formsd6115.htm,2015-06-01 15:52:10,0000014707-15-000030,SD,https://www.sec.gov/Archives/edgar/data/14707/000001470715000030/formsd6115.htm
798,CALERES INC,14707,http://www.sec.gov/Archives/edgar/data/14707/000001470715000030/0000014707-15-000030-index.htm,14707,CALERES INC,0000014707-15-000030.txt,2015-06-01 15:52:10,0000014707-15-000030,Complete submission text file,https://www.sec.gov/Archives/edgar/data/14707/000001470715000030/0000014707-15-000030.txt
799,"CALIX, INC",1406666,http://www.sec.gov/Archives/edgar/data/1406666/000140666614000074/0001406666-14-000074-index.htm,1406666,"CALIX, INC",calix-20131231conflictmine.htm,2014-05-30 16:49:29,0001406666-14-000074,SD,https://www.sec.gov/Archives/edgar/data/1406666/000140666614000074/calix-20131231conflictmine.htm
