id,req_company_name,req_cik,req_url,ret_cik,ret_company_name,ret_description,ret_filing_date,ret_sec_accession_number,ret_title,ret_url
2565,VODAFONE GROUP PUBLIC LTD CO,839923,http://www.sec.gov/Archives/edgar/data/839923/000110465915041074/0001104659-15-041074-index.htm,839923,VODAFONE GROUP PUBLIC LTD CO,0001104659-15-041074.txt,2015-05-27 12:44:37,0001104659-15-041074,Complete submission text file,https://www.sec.gov/Archives/edgar/data/839923/000110465915041074/0001104659-15-041074.txt
2566,"VISHAY PRECISION GROUP, INC.",1487952,http://www.sec.gov/Archives/edgar/data/1487952/000148795214000024/0001487952-14-000024-index.htm,1487952,"Vishay Precision Group, Inc.",vpg-20131231xsd.htm,2014-05-30 14:02:19,0001487952-14-000024,SD,https://www.sec.gov/Archives/edgar/data/1487952/000148795214000024/vpg-20131231xsd.htm
2567,"VISHAY PRECISION GROUP, INC.",1487952,http://www.sec.gov/Archives/edgar/data/1487952/000148795214000024/0001487952-14-000024-index.htm,1487952,"Vishay Precision Group, Inc.",vpg-20131231xsdxexh101.htm,2014-05-30 14:02:19,0001487952-14-000024,EXHIBIT,https://www.sec.gov/Archives/edgar/data/1487952/000148795214000024/vpg-20131231xsdxexh101.htm
2568,"VISHAY PRECISION GROUP, INC.",1487952,http://www.sec.gov/Archives/edgar/data/1487952/000148795214000024/0001487952-14-000024-index.htm,1487952,"Vishay Precision Group, Inc.",0001487952-14-000024.txt,2014-05-30 14:02:19,0001487952-14-000024,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1487952/000148795214000024/0001487952-14-000024.txt
2569,"VISHAY PRECISION GROUP, INC.",1487952,http://www.sec.gov/Archives/edgar/data/1487952/000148795215000033/0001487952-15-000033-index.htm,1487952,"Vishay Precision Group, Inc.",vpg-20141231xsd.htm,2015-05-29 12:51:07,0001487952-15-000033,SD,https://www.sec.gov/Archives/edgar/data/1487952/000148795215000033/vpg-20141231xsd.htm
2570,"VISHAY PRECISION GROUP, INC.",1487952,http://www.sec.gov/Archives/edgar/data/1487952/000148795215000033/0001487952-15-000033-index.htm,1487952,"Vishay Precision Group, Inc.",vpg-20141231xsdxexh101.htm,2015-05-29 12:51:07,0001487952-15-000033,EXHIBIT 1.01,https://www.sec.gov/Archives/edgar/data/1487952/000148795215000033/vpg-20141231xsdxexh101.htm
2571,"VISHAY PRECISION GROUP, INC.",1487952,http://www.sec.gov/Archives/edgar/data/1487952/000148795215000033/0001487952-15-000033-index.htm,1487952,"Vishay Precision Group, Inc.",0001487952-15-000033.txt,2015-05-29 12:51:07,0001487952-15-000033,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1487952/000148795215000033/0001487952-15-000033.txt
2572,JOHN BEAN TECHNOLOGIES CORP,1433660,http://www.sec.gov/Archives/edgar/data/1433660/000143774914010499/0001437749-14-010499-index.htm,1433660,John Bean Technologies CORP,jbtc_formsd.htm,2014-06-02 17:26:38,0001437749-14-010499,FORM SD,https://www.sec.gov/Archives/edgar/data/1433660/000143774914010499/jbtc_formsd.htm
2573,JOHN BEAN TECHNOLOGIES CORP,1433660,http://www.sec.gov/Archives/edgar/data/1433660/000143774914010499/0001437749-14-010499-index.htm,1433660,John Bean Technologies CORP,jbtc_formsd_ex102.htm,2014-06-02 17:26:38,0001437749-14-010499,EXHIBIT 1.01,https://www.sec.gov/Archives/edgar/data/1433660/000143774914010499/jbtc_formsd_ex102.htm
2574,JOHN BEAN TECHNOLOGIES CORP,1433660,http://www.sec.gov/Archives/edgar/data/1433660/000143774914010499/0001437749-14-010499-index.htm,1433660,John Bean Technologies CORP,0001437749-14-010499.txt,2014-06-02 17:26:38,0001437749-14-010499,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1433660/000143774914010499/0001437749-14-010499.txt
2575,JOHN BEAN TECHNOLOGIES CORP,1433660,http://www.sec.gov/Archives/edgar/data/1433660/000143774915011511/0001437749-15-011511-index.htm,1433660,John Bean Technologies CORP,jbtc20150529_sd.htm,2015-06-01 14:21:34,0001437749-15-011511,FORM SD,https://www.sec.gov/Archives/edgar/data/1433660/000143774915011511/jbtc20150529_sd.htm
2576,JOHN BEAN TECHNOLOGIES CORP,1433660,http://www.sec.gov/Archives/edgar/data/1433660/000143774915011511/0001437749-15-011511-index.htm,1433660,John Bean Technologies CORP,ex1-01.htm,2015-06-01 14:21:34,0001437749-15-011511,EXHIBIT 1.01,https://www.sec.gov/Archives/edgar/data/1433660/000143774915011511/ex1-01.htm
2577,JOHN BEAN TECHNOLOGIES CORP,1433660,http://www.sec.gov/Archives/edgar/data/1433660/000143774915011511/0001437749-15-011511-index.htm,1433660,John Bean Technologies CORP,0001437749-15-011511.txt,2015-06-01 14:21:34,0001437749-15-011511,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1433660/000143774915011511/0001437749-15-011511.txt
2578,NACCO INDUSTRIES INC,789933,http://www.sec.gov/Archives/edgar/data/789933/000078993314000046/0000789933-14-000046-index.htm,789933,NACCO INDUSTRIES INC,a2013conflictminerals.htm,2014-06-02 07:24:03,0000789933-14-000046,SD,https://www.sec.gov/Archives/edgar/data/789933/000078993314000046/a2013conflictminerals.htm
2579,NACCO INDUSTRIES INC,789933,http://www.sec.gov/Archives/edgar/data/789933/000078993314000046/0000789933-14-000046-index.htm,789933,NACCO INDUSTRIES INC,conflictmineralsexhibit101.htm,2014-06-02 07:24:03,0000789933-14-000046,EXHIBIT,https://www.sec.gov/Archives/edgar/data/789933/000078993314000046/conflictmineralsexhibit101.htm
2580,NACCO INDUSTRIES INC,789933,http://www.sec.gov/Archives/edgar/data/789933/000078993314000046/0000789933-14-000046-index.htm,789933,NACCO INDUSTRIES INC,0000789933-14-000046.txt,2014-06-02 07:24:03,0000789933-14-000046,Complete submission text file,https://www.sec.gov/Archives/edgar/data/789933/000078993314000046/0000789933-14-000046.txt
2581,NACCO INDUSTRIES INC,789933,http://www.sec.gov/Archives/edgar/data/789933/000078993315000041/0000789933-15-000041-index.htm,789933,NACCO INDUSTRIES INC,a2014conflictminerals.htm,2015-05-29 13:01:25,0000789933-15-000041,SD,https://www.sec.gov/Archives/edgar/data/789933/000078993315000041/a2014conflictminerals.htm
2582,NACCO INDUSTRIES INC,789933,http://www.sec.gov/Archives/edgar/data/789933/000078993315000041/0000789933-15-000041-index.htm,789933,NACCO INDUSTRIES INC,a2014conflictmineralsexhib.htm,2015-05-29 13:01:25,0000789933-15-000041,EXHIBIT 1.01,https://www.sec.gov/Archives/edgar/data/789933/000078993315000041/a2014conflictmineralsexhib.htm
2583,NACCO INDUSTRIES INC,789933,http://www.sec.gov/Archives/edgar/data/789933/000078993315000041/0000789933-15-000041-index.htm,789933,NACCO INDUSTRIES INC,0000789933-15-000041.txt,2015-05-29 13:01:25,0000789933-15-000041,Complete submission text file,https://www.sec.gov/Archives/edgar/data/789933/000078993315000041/0000789933-15-000041.txt
2584,JOHNSON & JOHNSON,200406,http://www.sec.gov/Archives/edgar/data/200406/000020040614000054/0000200406-14-000054-index.htm,200406,JOHNSON & JOHNSON,formsd2013.htm,2014-05-30 15:08:32,0000200406-14-000054,SD,https://www.sec.gov/Archives/edgar/data/200406/000020040614000054/formsd2013.htm
2585,JOHNSON & JOHNSON,200406,http://www.sec.gov/Archives/edgar/data/200406/000020040614000054/0000200406-14-000054-index.htm,200406,JOHNSON & JOHNSON,cmr2013exhibit102.htm,2014-05-30 15:08:32,0000200406-14-000054,EXHIBIT,https://www.sec.gov/Archives/edgar/data/200406/000020040614000054/cmr2013exhibit102.htm
2586,JOHNSON & JOHNSON,200406,http://www.sec.gov/Archives/edgar/data/200406/000020040614000054/0000200406-14-000054-index.htm,200406,JOHNSON & JOHNSON,jjlogoforwebfilinga13.jpg,2014-05-30 15:08:32,0000200406-14-000054,,https://www.sec.gov/Archives/edgar/data/200406/000020040614000054/jjlogoforwebfilinga13.jpg
2587,JOHNSON & JOHNSON,200406,http://www.sec.gov/Archives/edgar/data/200406/000020040614000054/0000200406-14-000054-index.htm,200406,JOHNSON & JOHNSON,0000200406-14-000054.txt,2014-05-30 15:08:32,0000200406-14-000054,Complete submission text file,https://www.sec.gov/Archives/edgar/data/200406/000020040614000054/0000200406-14-000054.txt
2588,JOHNSON & JOHNSON,200406,http://www.sec.gov/Archives/edgar/data/200406/000020040615000025/0000200406-15-000025-index.htm,200406,JOHNSON & JOHNSON,formsd2014.htm,2015-06-01 16:46:30,0000200406-15-000025,SD,https://www.sec.gov/Archives/edgar/data/200406/000020040615000025/formsd2014.htm
2589,JOHNSON & JOHNSON,200406,http://www.sec.gov/Archives/edgar/data/200406/000020040615000025/0000200406-15-000025-index.htm,200406,JOHNSON & JOHNSON,cmr2014exhibit101.htm,2015-06-01 16:46:30,0000200406-15-000025,EXHIBIT 1.01,https://www.sec.gov/Archives/edgar/data/200406/000020040615000025/cmr2014exhibit101.htm
2590,JOHNSON & JOHNSON,200406,http://www.sec.gov/Archives/edgar/data/200406/000020040615000025/0000200406-15-000025-index.htm,200406,JOHNSON & JOHNSON,jjlogoforwebfilinga14a01.jpg,2015-06-01 16:46:30,0000200406-15-000025,,https://www.sec.gov/Archives/edgar/data/200406/000020040615000025/jjlogoforwebfilinga14a01.jpg
2591,JOHNSON & JOHNSON,200406,http://www.sec.gov/Archives/edgar/data/200406/000020040615000025/0000200406-15-000025-index.htm,200406,JOHNSON & JOHNSON,0000200406-15-000025.txt,2015-06-01 16:46:30,0000200406-15-000025,Complete submission text file,https://www.sec.gov/Archives/edgar/data/200406/000020040615000025/0000200406-15-000025.txt
2592,SYSTEMAX INC,945114,http://www.sec.gov/Archives/edgar/data/945114/000094511414000027/0000945114-14-000027-index.htm,945114,SYSTEMAX INC,formsd.htm,2014-05-30 12:20:52,0000945114-14-000027,FORM SD,https://www.sec.gov/Archives/edgar/data/945114/000094511414000027/formsd.htm
2593,SYSTEMAX INC,945114,http://www.sec.gov/Archives/edgar/data/945114/000094511414000027/0000945114-14-000027-index.htm,945114,SYSTEMAX INC,0000945114-14-000027.txt,2014-05-30 12:20:52,0000945114-14-000027,Complete submission text file,https://www.sec.gov/Archives/edgar/data/945114/000094511414000027/0000945114-14-000027.txt
2594,SYSTEMAX INC,945114,http://www.sec.gov/Archives/edgar/data/945114/000114036115022342/0001140361-15-022342-index.htm,945114,SYSTEMAX INC,formsd.htm,2015-05-29 14:50:54,0001140361-15-022342,SYSTEMAX INC SD 12-31-2014,https://www.sec.gov/Archives/edgar/data/945114/000114036115022342/formsd.htm
2595,SYSTEMAX INC,945114,http://www.sec.gov/Archives/edgar/data/945114/000114036115022342/0001140361-15-022342-index.htm,945114,SYSTEMAX INC,0001140361-15-022342.txt,2015-05-29 14:50:54,0001140361-15-022342,Complete submission text file,https://www.sec.gov/Archives/edgar/data/945114/000114036115022342/0001140361-15-022342.txt
2596,INSULET CORP,1145197,http://www.sec.gov/Archives/edgar/data/1145197/000119312514222268/0001193125-14-222268-index.htm,1145197,INSULET CORP,d738653dsd.htm,2014-06-02 16:15:59,0001193125-14-222268,FORM SD,https://www.sec.gov/Archives/edgar/data/1145197/000119312514222268/d738653dsd.htm
2597,INSULET CORP,1145197,http://www.sec.gov/Archives/edgar/data/1145197/000119312514222268/0001193125-14-222268-index.htm,1145197,INSULET CORP,d738653dex102.htm,2014-06-02 16:15:59,0001193125-14-222268,EX-1.02,https://www.sec.gov/Archives/edgar/data/1145197/000119312514222268/d738653dex102.htm
2598,INSULET CORP,1145197,http://www.sec.gov/Archives/edgar/data/1145197/000119312514222268/0001193125-14-222268-index.htm,1145197,INSULET CORP,0001193125-14-222268.txt,2014-06-02 16:15:59,0001193125-14-222268,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1145197/000119312514222268/0001193125-14-222268.txt
2599,INSULET CORP,1145197,http://www.sec.gov/Archives/edgar/data/1145197/000114519715000039/0001145197-15-000039-index.htm,1145197,INSULET CORP,podd-2015x05x29sd.htm,2015-05-29 16:57:57,0001145197-15-000039,SD,https://www.sec.gov/Archives/edgar/data/1145197/000114519715000039/podd-2015x05x29sd.htm
2600,INSULET CORP,1145197,http://www.sec.gov/Archives/edgar/data/1145197/000114519715000039/0001145197-15-000039-index.htm,1145197,INSULET CORP,ex-101.htm,2015-05-29 16:57:57,0001145197-15-000039,EXHIBIT 1.01,https://www.sec.gov/Archives/edgar/data/1145197/000114519715000039/ex-101.htm
2601,INSULET CORP,1145197,http://www.sec.gov/Archives/edgar/data/1145197/000114519715000039/0001145197-15-000039-index.htm,1145197,INSULET CORP,0001145197-15-000039.txt,2015-05-29 16:57:57,0001145197-15-000039,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1145197/000114519715000039/0001145197-15-000039.txt
2602,MDU RESOURCES GROUP INC,67716,http://www.sec.gov/Archives/edgar/data/67716/000006771614000076/0000067716-14-000076-index.htm,67716,MDU RESOURCES GROUP INC,formsd.htm,2014-05-30 10:32:45,0000067716-14-000076,SD,https://www.sec.gov/Archives/edgar/data/67716/000006771614000076/formsd.htm
2603,MDU RESOURCES GROUP INC,67716,http://www.sec.gov/Archives/edgar/data/67716/000006771614000076/0000067716-14-000076-index.htm,67716,MDU RESOURCES GROUP INC,exhibittoformsd.htm,2014-05-30 10:32:45,0000067716-14-000076,EXHIBIT,https://www.sec.gov/Archives/edgar/data/67716/000006771614000076/exhibittoformsd.htm
2604,MDU RESOURCES GROUP INC,67716,http://www.sec.gov/Archives/edgar/data/67716/000006771614000076/0000067716-14-000076-index.htm,67716,MDU RESOURCES GROUP INC,0000067716-14-000076.txt,2014-05-30 10:32:45,0000067716-14-000076,Complete submission text file,https://www.sec.gov/Archives/edgar/data/67716/000006771614000076/0000067716-14-000076.txt
2605,MDU RESOURCES GROUP INC,67716,http://www.sec.gov/Archives/edgar/data/67716/000006771615000066/0000067716-15-000066-index.htm,67716,MDU RESOURCES GROUP INC,formsd2015.htm,2015-05-28 11:13:36,0000067716-15-000066,SPECIALIZED DISCLOSURE REPORT,https://www.sec.gov/Archives/edgar/data/67716/000006771615000066/formsd2015.htm
2606,MDU RESOURCES GROUP INC,67716,http://www.sec.gov/Archives/edgar/data/67716/000006771615000066/0000067716-15-000066-index.htm,67716,MDU RESOURCES GROUP INC,ex101conflictmineralsrepor.htm,2015-05-28 11:13:36,0000067716-15-000066,EXHIBIT 1.01,https://www.sec.gov/Archives/edgar/data/67716/000006771615000066/ex101conflictmineralsrepor.htm
2607,MDU RESOURCES GROUP INC,67716,http://www.sec.gov/Archives/edgar/data/67716/000006771615000066/0000067716-15-000066-index.htm,67716,MDU RESOURCES GROUP INC,0000067716-15-000066.txt,2015-05-28 11:13:36,0000067716-15-000066,Complete submission text file,https://www.sec.gov/Archives/edgar/data/67716/000006771615000066/0000067716-15-000066.txt
2608,PARKER HANNIFIN CORP,76334,http://www.sec.gov/Archives/edgar/data/76334/000119312514221152/0001193125-14-221152-index.htm,76334,PARKER HANNIFIN CORP,d731945dsd.htm,2014-06-02 08:57:33,0001193125-14-221152,FORM SD,https://www.sec.gov/Archives/edgar/data/76334/000119312514221152/d731945dsd.htm
2609,PARKER HANNIFIN CORP,76334,http://www.sec.gov/Archives/edgar/data/76334/000119312514221152/0001193125-14-221152-index.htm,76334,PARKER HANNIFIN CORP,d731945dex102.htm,2014-06-02 08:57:33,0001193125-14-221152,EX-1.02,https://www.sec.gov/Archives/edgar/data/76334/000119312514221152/d731945dex102.htm
2610,PARKER HANNIFIN CORP,76334,http://www.sec.gov/Archives/edgar/data/76334/000119312514221152/0001193125-14-221152-index.htm,76334,PARKER HANNIFIN CORP,0001193125-14-221152.txt,2014-06-02 08:57:33,0001193125-14-221152,Complete submission text file,https://www.sec.gov/Archives/edgar/data/76334/000119312514221152/0001193125-14-221152.txt
2611,PARKER HANNIFIN CORP,76334,http://www.sec.gov/Archives/edgar/data/76334/000119312515207511/0001193125-15-207511-index.htm,76334,PARKER HANNIFIN CORP,d933881dsd.htm,2015-06-01 06:53:55,0001193125-15-207511,FORM SD,https://www.sec.gov/Archives/edgar/data/76334/000119312515207511/d933881dsd.htm
2612,PARKER HANNIFIN CORP,76334,http://www.sec.gov/Archives/edgar/data/76334/000119312515207511/0001193125-15-207511-index.htm,76334,PARKER HANNIFIN CORP,d933881dex101.htm,2015-06-01 06:53:55,0001193125-15-207511,EX-1.01,https://www.sec.gov/Archives/edgar/data/76334/000119312515207511/d933881dex101.htm
2613,PARKER HANNIFIN CORP,76334,http://www.sec.gov/Archives/edgar/data/76334/000119312515207511/0001193125-15-207511-index.htm,76334,PARKER HANNIFIN CORP,0001193125-15-207511.txt,2015-06-01 06:53:55,0001193125-15-207511,Complete submission text file,https://www.sec.gov/Archives/edgar/data/76334/000119312515207511/0001193125-15-207511.txt
2614,IXIA,1120295,http://www.sec.gov/Archives/edgar/data/1120295/000119312514222459/0001193125-14-222459-index.htm,1120295,IXIA,d738383dsd.htm,2014-06-02 16:56:36,0001193125-14-222459,SD,https://www.sec.gov/Archives/edgar/data/1120295/000119312514222459/d738383dsd.htm
2615,IXIA,1120295,http://www.sec.gov/Archives/edgar/data/1120295/000119312514222459/0001193125-14-222459-index.htm,1120295,IXIA,d738383dex102.htm,2014-06-02 16:56:36,0001193125-14-222459,EX-1.02,https://www.sec.gov/Archives/edgar/data/1120295/000119312514222459/d738383dex102.htm
2616,IXIA,1120295,http://www.sec.gov/Archives/edgar/data/1120295/000119312514222459/0001193125-14-222459-index.htm,1120295,IXIA,0001193125-14-222459.txt,2014-06-02 16:56:36,0001193125-14-222459,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1120295/000119312514222459/0001193125-14-222459.txt
2617,IXIA,1120295,http://www.sec.gov/Archives/edgar/data/1120295/000112029515000045/0001120295-15-000045-index.htm,1120295,IXIA,formsd.htm,2015-05-29 19:04:01,0001120295-15-000045,FORM SD,https://www.sec.gov/Archives/edgar/data/1120295/000112029515000045/formsd.htm
2618,IXIA,1120295,http://www.sec.gov/Archives/edgar/data/1120295/000112029515000045/0001120295-15-000045-index.htm,1120295,IXIA,ex101.htm,2015-05-29 19:04:01,0001120295-15-000045,EXHIBIT 1.01,https://www.sec.gov/Archives/edgar/data/1120295/000112029515000045/ex101.htm
2619,IXIA,1120295,http://www.sec.gov/Archives/edgar/data/1120295/000112029515000045/0001120295-15-000045-index.htm,1120295,IXIA,0001120295-15-000045.txt,2015-05-29 19:04:01,0001120295-15-000045,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1120295/000112029515000045/0001120295-15-000045.txt
2620,OLIN CORP,74303,http://www.sec.gov/Archives/edgar/data/74303/000007430314000051/0000074303-14-000051-index.htm,74303,OLIN CORP,formsdfiled060214.htm,2014-06-02 12:59:07,0000074303-14-000051,FORM SD,https://www.sec.gov/Archives/edgar/data/74303/000007430314000051/formsdfiled060214.htm
2621,OLIN CORP,74303,http://www.sec.gov/Archives/edgar/data/74303/000007430314000051/0000074303-14-000051-index.htm,74303,OLIN CORP,formsdexhibit102filed060214.htm,2014-06-02 12:59:07,0000074303-14-000051,CONFLICT MINERALS REPORT,https://www.sec.gov/Archives/edgar/data/74303/000007430314000051/formsdexhibit102filed060214.htm
2622,OLIN CORP,74303,http://www.sec.gov/Archives/edgar/data/74303/000007430314000051/0000074303-14-000051-index.htm,74303,OLIN CORP,0000074303-14-000051.txt,2014-06-02 12:59:07,0000074303-14-000051,Complete submission text file,https://www.sec.gov/Archives/edgar/data/74303/000007430314000051/0000074303-14-000051.txt
2623,OLIN CORP,74303,http://www.sec.gov/Archives/edgar/data/74303/000007430315000042/0000074303-15-000042-index.htm,74303,OLIN CORP,formsdfor2015.htm,2015-05-28 11:56:23,0000074303-15-000042,FORM SD FOR 2015,https://www.sec.gov/Archives/edgar/data/74303/000007430315000042/formsdfor2015.htm
2624,OLIN CORP,74303,http://www.sec.gov/Archives/edgar/data/74303/000007430315000042/0000074303-15-000042-index.htm,74303,OLIN CORP,formsdexhibit101for20151.htm,2015-05-28 11:56:23,0000074303-15-000042,FORM SD FOR 2015 EXHIBIT 1.01,https://www.sec.gov/Archives/edgar/data/74303/000007430315000042/formsdexhibit101for20151.htm
2625,OLIN CORP,74303,http://www.sec.gov/Archives/edgar/data/74303/000007430315000042/0000074303-15-000042-index.htm,74303,OLIN CORP,0000074303-15-000042.txt,2015-05-28 11:56:23,0000074303-15-000042,Complete submission text file,https://www.sec.gov/Archives/edgar/data/74303/000007430315000042/0000074303-15-000042.txt
2626,JABIL CIRCUIT INC,898293,http://www.sec.gov/Archives/edgar/data/898293/000119312514222427/0001193125-14-222427-index.htm,898293,JABIL CIRCUIT INC,d735033dsd.htm,2014-06-02 16:48:35,0001193125-14-222427,FORM SD,https://www.sec.gov/Archives/edgar/data/898293/000119312514222427/d735033dsd.htm
2627,JABIL CIRCUIT INC,898293,http://www.sec.gov/Archives/edgar/data/898293/000119312514222427/0001193125-14-222427-index.htm,898293,JABIL CIRCUIT INC,d735033dex102.htm,2014-06-02 16:48:35,0001193125-14-222427,EX-1.02,https://www.sec.gov/Archives/edgar/data/898293/000119312514222427/d735033dex102.htm
2628,JABIL CIRCUIT INC,898293,http://www.sec.gov/Archives/edgar/data/898293/000119312514222427/0001193125-14-222427-index.htm,898293,JABIL CIRCUIT INC,0001193125-14-222427.txt,2014-06-02 16:48:35,0001193125-14-222427,Complete submission text file,https://www.sec.gov/Archives/edgar/data/898293/000119312514222427/0001193125-14-222427.txt
2629,JABIL CIRCUIT INC,898293,http://www.sec.gov/Archives/edgar/data/898293/000119312515205399/0001193125-15-205399-index.htm,898293,JABIL CIRCUIT INC,d932759dsd.htm,2015-05-29 08:32:34,0001193125-15-205399,FORM SD,https://www.sec.gov/Archives/edgar/data/898293/000119312515205399/d932759dsd.htm
2630,JABIL CIRCUIT INC,898293,http://www.sec.gov/Archives/edgar/data/898293/000119312515205399/0001193125-15-205399-index.htm,898293,JABIL CIRCUIT INC,d932759dex101.htm,2015-05-29 08:32:34,0001193125-15-205399,EX-1.01,https://www.sec.gov/Archives/edgar/data/898293/000119312515205399/d932759dex101.htm
2631,JABIL CIRCUIT INC,898293,http://www.sec.gov/Archives/edgar/data/898293/000119312515205399/0001193125-15-205399-index.htm,898293,JABIL CIRCUIT INC,0001193125-15-205399.txt,2015-05-29 08:32:34,0001193125-15-205399,Complete submission text file,https://www.sec.gov/Archives/edgar/data/898293/000119312515205399/0001193125-15-205399.txt
2632,WESTERN DIGITAL CORP,106040,http://www.sec.gov/Archives/edgar/data/106040/000119312514220255/0001193125-14-220255-index.htm,106040,WESTERN DIGITAL CORP,d733716dsd.htm,2014-05-30 18:13:06,0001193125-14-220255,SD,https://www.sec.gov/Archives/edgar/data/106040/000119312514220255/d733716dsd.htm
2633,WESTERN DIGITAL CORP,106040,http://www.sec.gov/Archives/edgar/data/106040/000119312514220255/0001193125-14-220255-index.htm,106040,WESTERN DIGITAL CORP,d733716dex102.htm,2014-05-30 18:13:06,0001193125-14-220255,EX-1.02,https://www.sec.gov/Archives/edgar/data/106040/000119312514220255/d733716dex102.htm
2634,WESTERN DIGITAL CORP,106040,http://www.sec.gov/Archives/edgar/data/106040/000119312514220255/0001193125-14-220255-index.htm,106040,WESTERN DIGITAL CORP,0001193125-14-220255.txt,2014-05-30 18:13:06,0001193125-14-220255,Complete submission text file,https://www.sec.gov/Archives/edgar/data/106040/000119312514220255/0001193125-14-220255.txt
2635,WESTERN DIGITAL CORP,106040,http://www.sec.gov/Archives/edgar/data/106040/000119312515208791/0001193125-15-208791-index.htm,106040,WESTERN DIGITAL CORP,d937406dsd.htm,2015-06-01 14:58:52,0001193125-15-208791,FORM SD,https://www.sec.gov/Archives/edgar/data/106040/000119312515208791/d937406dsd.htm
2636,WESTERN DIGITAL CORP,106040,http://www.sec.gov/Archives/edgar/data/106040/000119312515208791/0001193125-15-208791-index.htm,106040,WESTERN DIGITAL CORP,d937406dex101.htm,2015-06-01 14:58:52,0001193125-15-208791,EX-1.01,https://www.sec.gov/Archives/edgar/data/106040/000119312515208791/d937406dex101.htm
2637,WESTERN DIGITAL CORP,106040,http://www.sec.gov/Archives/edgar/data/106040/000119312515208791/0001193125-15-208791-index.htm,106040,WESTERN DIGITAL CORP,0001193125-15-208791.txt,2015-06-01 14:58:52,0001193125-15-208791,Complete submission text file,https://www.sec.gov/Archives/edgar/data/106040/000119312515208791/0001193125-15-208791.txt
2638,SEMILEDS CORP,1333822,http://www.sec.gov/Archives/edgar/data/1333822/000110465914042594/0001104659-14-042594-index.htm,1333822,SemiLEDs Corp,a14-13623_1sd.htm,2014-05-30 06:09:21,0001104659-14-042594,SD,https://www.sec.gov/Archives/edgar/data/1333822/000110465914042594/a14-13623_1sd.htm
2639,SEMILEDS CORP,1333822,http://www.sec.gov/Archives/edgar/data/1333822/000110465914042594/0001104659-14-042594-index.htm,1333822,SemiLEDs Corp,a14-13623_1ex1d02.htm,2014-05-30 06:09:21,0001104659-14-042594,EX-1.02,https://www.sec.gov/Archives/edgar/data/1333822/000110465914042594/a14-13623_1ex1d02.htm
2640,SEMILEDS CORP,1333822,http://www.sec.gov/Archives/edgar/data/1333822/000110465914042594/0001104659-14-042594-index.htm,1333822,SemiLEDs Corp,0001104659-14-042594.txt,2014-05-30 06:09:21,0001104659-14-042594,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1333822/000110465914042594/0001104659-14-042594.txt
2641,SEMILEDS CORP,1333822,http://www.sec.gov/Archives/edgar/data/1333822/000110465915041734/0001104659-15-041734-index.htm,1333822,SemiLEDs Corp,a15-12827_1sd.htm,2015-05-29 06:12:51,0001104659-15-041734,SD,https://www.sec.gov/Archives/edgar/data/1333822/000110465915041734/a15-12827_1sd.htm
2642,SEMILEDS CORP,1333822,http://www.sec.gov/Archives/edgar/data/1333822/000110465915041734/0001104659-15-041734-index.htm,1333822,SemiLEDs Corp,a15-12827_1ex1d01.htm,2015-05-29 06:12:51,0001104659-15-041734,EX-1.01,https://www.sec.gov/Archives/edgar/data/1333822/000110465915041734/a15-12827_1ex1d01.htm
2643,SEMILEDS CORP,1333822,http://www.sec.gov/Archives/edgar/data/1333822/000110465915041734/0001104659-15-041734-index.htm,1333822,SemiLEDs Corp,0001104659-15-041734.txt,2015-05-29 06:12:51,0001104659-15-041734,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1333822/000110465915041734/0001104659-15-041734.txt
2644,LATTICE SEMICONDUCTOR CORP,855658,http://www.sec.gov/Archives/edgar/data/855658/000085565814000118/0000855658-14-000118-index.htm,855658,LATTICE SEMICONDUCTOR CORP,a2013conflictmineralsreport.htm,2014-05-30 14:45:56,0000855658-14-000118,SD,https://www.sec.gov/Archives/edgar/data/855658/000085565814000118/a2013conflictmineralsreport.htm
2645,LATTICE SEMICONDUCTOR CORP,855658,http://www.sec.gov/Archives/edgar/data/855658/000085565814000118/0000855658-14-000118-index.htm,855658,LATTICE SEMICONDUCTOR CORP,exhibit101.htm,2014-05-30 14:45:56,0000855658-14-000118,CONFLICT MINERALS REPORT,https://www.sec.gov/Archives/edgar/data/855658/000085565814000118/exhibit101.htm
2646,LATTICE SEMICONDUCTOR CORP,855658,http://www.sec.gov/Archives/edgar/data/855658/000085565814000118/0000855658-14-000118-index.htm,855658,LATTICE SEMICONDUCTOR CORP,0000855658-14-000118.txt,2014-05-30 14:45:56,0000855658-14-000118,Complete submission text file,https://www.sec.gov/Archives/edgar/data/855658/000085565814000118/0000855658-14-000118.txt
2647,LATTICE SEMICONDUCTOR CORP,855658,http://www.sec.gov/Archives/edgar/data/855658/000085565815000102/0000855658-15-000102-index.htm,855658,LATTICE SEMICONDUCTOR CORP,a2014formsd.htm,2015-05-29 13:01:51,0000855658-15-000102,SD,https://www.sec.gov/Archives/edgar/data/855658/000085565815000102/a2014formsd.htm
