,link,size,filing_date,year,cik
3685,https://www.sec.gov/Archives/edgar/data/807707/000080770718000038/0000807707-18-000038-index.htm,952 KB,2018-05-29,2018,0000807707
3691,https://www.sec.gov/Archives/edgar/data/771266/000119312518167326/0001193125-18-167326-index.htm,30 KB,2018-05-18,2018,0000771266
3697,https://www.sec.gov/Archives/edgar/data/1341439/000119312518180306/0001193125-18-180306-index.htm,37 KB,2018-05-31,2018,0001341439
3703,https://www.sec.gov/Archives/edgar/data/318833/000031883318000036/0000318833-18-000036-index.htm,46 KB,2018-05-31,2018,0000318833
3709,https://www.sec.gov/Archives/edgar/data/1049606/000005925518000065/0000059255-18-000065-index.htm,24 KB,2018-05-24,2018,0001049606
3715,https://www.sec.gov/Archives/edgar/data/1116942/000119312518174863/0001193125-18-174863-index.htm,584 KB,2018-05-25,2018,0001116942
3724,https://www.sec.gov/Archives/edgar/data/18230/000001823018000158/0000018230-18-000158-index.htm,1 MB,2018-05-30,2018,0000018230
3730,https://www.sec.gov/Archives/edgar/data/1109138/000117891318001817/0001178913-18-001817-index.htm,256 KB,2018-05-31,2018,0001109138
3736,https://www.sec.gov/Archives/edgar/data/1050825/000105082518000099/0001050825-18-000099-index.htm,312 KB,2018-05-16,2018,0001050825
3743,https://www.sec.gov/Archives/edgar/data/1580156/000119312518180340/0001193125-18-180340-index.htm,17 KB,2018-05-31,2018,0001580156
3747,https://www.sec.gov/Archives/edgar/data/816761/000119312518172948/0001193125-18-172948-index.htm,128 KB,2018-05-24,2018,0000816761
3753,https://www.sec.gov/Archives/edgar/data/818479/000081847918000026/0000818479-18-000026-index.htm,41 KB,2018-05-31,2018,0000818479
3759,https://www.sec.gov/Archives/edgar/data/842633/000084263318000058/0000842633-18-000058-index.htm,539 KB,2018-05-31,2018,0000842633
3764,https://www.sec.gov/Archives/edgar/data/1344980/000155837018004137/0001558370-18-004137-index.htm,31 KB,2018-05-07,2018,0001344980
3770,https://www.sec.gov/Archives/edgar/data/1401708/000140170818000084/0001401708-18-000084-index.htm,40 KB,2018-05-30,2018,0001401708
3776,https://www.sec.gov/Archives/edgar/data/936402/000093640218000019/0000936402-18-000019-index.htm,154 KB,2018-05-24,2018,0000936402
3779,https://www.sec.gov/Archives/edgar/data/1511737/000114420418031769/0001144204-18-031769-index.htm,241 KB,2018-05-31,2018,0001511737
3785,https://www.sec.gov/Archives/edgar/data/887226/000088722618000009/0000887226-18-000009-index.htm,75 KB,2018-05-23,2018,0000887226
3790,https://www.sec.gov/Archives/edgar/data/78003/000119312518180044/0001193125-18-180044-index.htm,51 KB,2018-05-31,2018,0000078003
3794,https://www.sec.gov/Archives/edgar/data/6281/000000628118000085/0000006281-18-000085-index.htm,395 KB,2018-05-30,2018,0000006281
3800,https://www.sec.gov/Archives/edgar/data/1001385/000143774918010505/0001437749-18-010505-index.htm,21 KB,2018-05-22,2018,0001001385
3806,https://www.sec.gov/Archives/edgar/data/97216/000009721618000099/0000097216-18-000099-index.htm,332 KB,2018-05-30,2018,0000097216
3812,https://www.sec.gov/Archives/edgar/data/1492633/000119312518172087/0001193125-18-172087-index.htm,159 KB,2018-05-23,2018,0001492633
3818,https://www.sec.gov/Archives/edgar/data/740664/000114420418034878/0001144204-18-034878-index.htm,17 KB,2018-06-20,2018,0000740664
3824,https://www.sec.gov/Archives/edgar/data/917273/000119312518178552/0001193125-18-178552-index.htm,138 KB,2018-05-30,2018,0000917273
3828,https://www.sec.gov/Archives/edgar/data/1317945/000149315218008029/0001493152-18-008029-index.htm,18 KB,2018-05-31,2018,0001317945
3831,https://www.sec.gov/Archives/edgar/data/1162461/000143774918011005/0001437749-18-011005-index.htm,26 KB,2018-05-31,2018,0001162461
3837,https://www.sec.gov/Archives/edgar/data/1481513/000114420418030637/0001144204-18-030637-index.htm,24 KB,2018-05-24,2018,0001481513
3843,https://www.sec.gov/Archives/edgar/data/868780/000119312518176334/0001193125-18-176334-index.htm,156 KB,2018-05-29,2018,0000868780
3849,https://www.sec.gov/Archives/edgar/data/908255/000090825518000037/0000908255-18-000037-index.htm,374 KB,2018-05-31,2018,0000908255
3855,https://www.sec.gov/Archives/edgar/data/1668717/000119312518180367/0001193125-18-180367-index.htm,19 KB,2018-05-31,2018,0001668717
3858,https://www.sec.gov/Archives/edgar/data/1675149/000119312518179548/0001193125-18-179548-index.htm,18 KB,2018-05-31,2018,0001675149
3861,https://www.sec.gov/Archives/edgar/data/821002/000114420418031988/0001144204-18-031988-index.htm,37 KB,2018-05-31,2018,0000821002
3868,https://www.sec.gov/Archives/edgar/data/1131399/000090342318000309/0000903423-18-000309-index.htm,17 KB,2018-05-30,2018,0001131399
3874,https://www.sec.gov/Archives/edgar/data/1639691/000163969118000058/0001639691-18-000058-index.htm,698 KB,2018-05-31,2018,0001639691
3878,https://www.sec.gov/Archives/edgar/data/949158/000094915818000092/0000949158-18-000092-index.htm,70 KB,2018-05-30,2018,0000949158
3884,https://www.sec.gov/Archives/edgar/data/109198/000119312518180196/0001193125-18-180196-index.htm,147 KB,2018-05-31,2018,0000109198
3890,https://www.sec.gov/Archives/edgar/data/797721/000119312518175625/0001193125-18-175625-index.htm,166 KB,2018-05-29,2018,0000797721
3896,https://www.sec.gov/Archives/edgar/data/1101680/000110168018000027/0001101680-18-000027-index.htm,668 KB,2018-05-31,2018,0001101680
3902,https://www.sec.gov/Archives/edgar/data/1517396/000120677418001776/0001206774-18-001776-index.htm,354 KB,2018-05-30,2018,0001517396
3907,https://www.sec.gov/Archives/edgar/data/1310067/000119312518179512/0001193125-18-179512-index.htm,172 KB,2018-05-31,2018,0001310067
3912,https://www.sec.gov/Archives/edgar/data/1316644/000118518518001031/0001185185-18-001031-index.htm,41 KB,2018-05-31,2018,0001316644
3918,https://www.sec.gov/Archives/edgar/data/18172/000001817218000016/0000018172-18-000016-index.htm,32 KB,2018-05-25,2018,0000018172
3924,https://www.sec.gov/Archives/edgar/data/217346/000110465918035970/0001104659-18-035970-index.htm,576 KB,2018-05-25,2018,0000217346
3929,https://www.sec.gov/Archives/edgar/data/873044/000087304418000066/0000873044-18-000066-index.htm,397 KB,2018-05-21,2018,0000873044
3938,https://www.sec.gov/Archives/edgar/data/1267482/000114420418030211/0001144204-18-030211-index.htm,54 KB,2018-05-22,2018,0001267482
3945,https://www.sec.gov/Archives/edgar/data/703361/000162828018007508/0001628280-18-007508-index.htm,336 KB,2018-06-01,2018,0000703361
3951,https://www.sec.gov/Archives/edgar/data/884624/000156459018014677/0001564590-18-014677-index.htm,60 KB,2018-05-30,2018,0000884624
3957,https://www.sec.gov/Archives/edgar/data/1584509/000158450918000098/0001584509-18-000098-index.htm,23 KB,2018-05-31,2018,0001584509
3961,https://www.sec.gov/Archives/edgar/data/1579241/000157924118000024/0001579241-18-000024-index.htm,475 KB,2018-05-24,2018,0001579241
3970,https://www.sec.gov/Archives/edgar/data/1129155/000114420418031958/0001144204-18-031958-index.htm,91 KB,2018-05-31,2018,0001129155
3976,https://www.sec.gov/Archives/edgar/data/1108320/000143774918010986/0001437749-18-010986-index.htm,735 KB,2018-05-31,2018,0001108320
3982,https://www.sec.gov/Archives/edgar/data/1113256/000120677418001654/0001206774-18-001654-index.htm,191 KB,2018-05-16,2018,0001113256
3988,https://www.sec.gov/Archives/edgar/data/1097864/000119312518178491/0001193125-18-178491-index.htm,309 KB,2018-05-30,2018,0001097864
3994,https://www.sec.gov/Archives/edgar/data/1508381/000114420418031936/0001144204-18-031936-index.htm,20 KB,2018-05-31,2018,0001508381
3996,https://www.sec.gov/Archives/edgar/data/108772/000119312518163337/0001193125-18-163337-index.htm,313 KB,2018-05-15,2018,0000108772
4002,https://www.sec.gov/Archives/edgar/data/315189/000110465918035927/0001104659-18-035927-index.htm,511 KB,2018-05-25,2018,0000315189
4008,https://www.sec.gov/Archives/edgar/data/1374535/000156459018014699/0001564590-18-014699-index.htm,378 KB,2018-05-30,2018,0001374535
4014,https://www.sec.gov/Archives/edgar/data/936468/000093646818000027/0000936468-18-000027-index.htm,471 KB,2018-05-25,2018,0000936468
4021,https://www.sec.gov/Archives/edgar/data/1061894/000106189418000023/0001061894-18-000023-index.htm,33 KB,2018-05-31,2018,0001061894
4026,https://www.sec.gov/Archives/edgar/data/1624826/000162482618000029/0001624826-18-000029-index.htm,95 KB,2018-05-31,2018,0001624826
4030,https://www.sec.gov/Archives/edgar/data/16040/000119312518179621/0001193125-18-179621-index.htm,31 KB,2018-05-31,2018,0000016040
4035,https://www.sec.gov/Archives/edgar/data/761238/000149315218008035/0001493152-18-008035-index.htm,839 KB,2018-05-31,2018,0000761238
4041,https://www.sec.gov/Archives/edgar/data/751978/000119312518173398/0001193125-18-173398-index.htm,68 KB,2018-05-24,2018,0000751978
4052,https://www.sec.gov/Archives/edgar/data/1555280/000155528018000184/0001555280-18-000184-index.htm,363 KB,2018-05-30,2018,0001555280
4059,https://www.sec.gov/Archives/edgar/data/39911/000003991118000090/0000039911-18-000090-index.htm,146 KB,2018-05-31,2018,0000039911
4065,https://www.sec.gov/Archives/edgar/data/897322/000117891318001790/0001178913-18-001790-index.htm,380 KB,2018-05-30,2018,0000897322
4071,https://www.sec.gov/Archives/edgar/data/353184/000143774918011020/0001437749-18-011020-index.htm,19 KB,2018-05-31,2018,0000353184
4077,https://www.sec.gov/Archives/edgar/data/866374/000110465918037147/0001104659-18-037147-index.htm,772 KB,2018-05-31,2018,0000866374
4083,https://www.sec.gov/Archives/edgar/data/1243429/000090342318000301/0000903423-18-000301-index.htm,22 KB,2018-05-25,2018,0001243429
4089,https://www.sec.gov/Archives/edgar/data/917491/000091749118000028/0000917491-18-000028-index.htm,56 KB,2018-05-31,2018,0000917491
4095,https://www.sec.gov/Archives/edgar/data/820534/000119312518173471/0001193125-18-173471-index.htm,25 KB,2018-05-24,2018,0000820534
4101,https://www.sec.gov/Archives/edgar/data/1589526/000158952618000047/0001589526-18-000047-index.htm,388 KB,2018-05-30,2018,0001589526
4105,https://www.sec.gov/Archives/edgar/data/1021561/000102156118000082/0001021561-18-000082-index.htm,14 KB,2018-05-16,2018,0001021561
4111,https://www.sec.gov/Archives/edgar/data/1669811/000119312518178542/0001193125-18-178542-index.htm,32 KB,2018-05-30,2018,0001669811
4114,https://www.sec.gov/Archives/edgar/data/839923/000110465918036941/0001104659-18-036941-index.htm,2 MB,2018-05-31,2018,0000839923
4120,https://www.sec.gov/Archives/edgar/data/105319/000119312518179685/0001193125-18-179685-index.htm,36 KB,2018-05-31,2018,0000105319
4126,https://www.sec.gov/Archives/edgar/data/1173514/000117351418000056/0001173514-18-000056-index.htm,68 KB,2018-05-31,2018,0001173514
4132,https://www.sec.gov/Archives/edgar/data/8818/000110465918035992/0001104659-18-035992-index.htm,53 KB,2018-05-25,2018,0000008818
4137,https://www.sec.gov/Archives/edgar/data/1393020/000110465918036039/0001104659-18-036039-index.htm,26 KB,2018-05-25,2018,0001393020
4139,https://www.sec.gov/Archives/edgar/data/1227025/000110465918036863/0001104659-18-036863-index.htm,596 KB,2018-05-31,2018,0001227025
4144,https://www.sec.gov/Archives/edgar/data/1417892/000114420418031460/0001144204-18-031460-index.htm,23 KB,2018-05-30,2018,0001417892
4150,https://www.sec.gov/Archives/edgar/data/1173382/000117338218000008/0001173382-18-000008-index.htm,29 KB,2018-05-31,2018,0001173382
4157,https://www.sec.gov/Archives/edgar/data/912615/000119312518180297/0001193125-18-180297-index.htm,56 KB,2018-05-31,2018,0000912615
4163,https://www.sec.gov/Archives/edgar/data/1024305/000102430518000020/0001024305-18-000020-index.htm,28 KB,2018-05-31,2018,0001024305
4166,https://www.sec.gov/Archives/edgar/data/891014/000089101418000013/0000891014-18-000013-index.htm,23 KB,2018-05-31,2018,0000891014
4171,https://www.sec.gov/Archives/edgar/data/1114448/000110465918037012/0001104659-18-037012-index.htm,59 KB,2018-05-31,2018,0001114448
4177,https://www.sec.gov/Archives/edgar/data/1418100/000141810018000114/0001418100-18-000114-index.htm,690 KB,2018-05-31,2018,0001418100
4179,https://www.sec.gov/Archives/edgar/data/886158/000117184318004328/0001171843-18-004328-index.htm,62 KB,2018-05-31,2018,0000886158
4185,https://www.sec.gov/Archives/edgar/data/724004/000143774918010796/0001437749-18-010796-index.htm,26 KB,2018-05-29,2018,0000724004
4191,https://www.sec.gov/Archives/edgar/data/719494/000114420418031892/0001144204-18-031892-index.htm,42 KB,2018-05-31,2018,0000719494
4197,https://www.sec.gov/Archives/edgar/data/707388/000070738818000022/0000707388-18-000022-index.htm,34 KB,2018-05-31,2018,0000707388
4203,https://www.sec.gov/Archives/edgar/data/1666700/000119312518179607/0001193125-18-179607-index.htm,59 KB,2018-05-31,2018,0001666700
4205,https://www.sec.gov/Archives/edgar/data/1453015/000145301518000010/0001453015-18-000010-index.htm,1 MB,2018-05-31,2018,0001453015
4210,https://www.sec.gov/Archives/edgar/data/1370416/000137041618000017/0001370416-18-000017-index.htm,31 KB,2018-05-31,2018,0001370416
4216,https://www.sec.gov/Archives/edgar/data/749660/000119312518178061/0001193125-18-178061-index.htm,14 KB,2018-05-30,2018,0000749660
4222,https://www.sec.gov/Archives/edgar/data/885639/000156459018014750/0001564590-18-014750-index.htm,670 KB,2018-05-31,2018,0000885639
4228,https://www.sec.gov/Archives/edgar/data/793952/000079395218000030/0000793952-18-000030-index.htm,69 KB,2018-05-31,2018,0000793952
4241,https://www.sec.gov/Archives/edgar/data/56873/000110465918037025/0001104659-18-037025-index.htm,34 KB,2018-05-31,2018,0000056873
4247,https://www.sec.gov/Archives/edgar/data/758938/000143774918011032/0001437749-18-011032-index.htm,591 KB,2018-05-31,2018,0000758938
4251,https://www.sec.gov/Archives/edgar/data/1487101/000148710118000022/0001487101-18-000022-index.htm,81 KB,2018-05-30,2018,0001487101
4257,https://www.sec.gov/Archives/edgar/data/1166126/000116612618000037/0001166126-18-000037-index.htm,227 KB,2018-05-31,2018,0001166126
4265,https://www.sec.gov/Archives/edgar/data/320193/000119312518073716/0001193125-18-073716-index.htm,876 KB,2018-03-07,2018,0000320193
4271,https://www.sec.gov/Archives/edgar/data/1091883/000109188318000028/0001091883-18-000028-index.htm,65 KB,2018-05-31,2018,0001091883
4277,https://www.sec.gov/Archives/edgar/data/65270/000006527018000007/0000065270-18-000007-index.htm,515 KB,2018-05-31,2018,0000065270
4287,https://www.sec.gov/Archives/edgar/data/1411207/000119312518180301/0001193125-18-180301-index.htm,127 KB,2018-05-31,2018,0001411207
4293,https://www.sec.gov/Archives/edgar/data/8868/000000886818000033/0000008868-18-000033-index.htm,55 KB,2018-05-30,2018,0000008868
4299,https://www.sec.gov/Archives/edgar/data/1493594/000119312518179354/0001193125-18-179354-index.htm,207 KB,2018-05-31,2018,0001493594
4305,https://www.sec.gov/Archives/edgar/data/1537054/000119312518179750/0001193125-18-179750-index.htm,25 KB,2018-05-31,2018,0001537054
4310,https://www.sec.gov/Archives/edgar/data/1000229/000100022918000078/0001000229-18-000078-index.htm,27 KB,2018-05-29,2018,0001000229
4316,https://www.sec.gov/Archives/edgar/data/896156/000143774918010463/0001437749-18-010463-index.htm,36 KB,2018-05-22,2018,0000896156
4322,https://www.sec.gov/Archives/edgar/data/859163/000143774918010687/0001437749-18-010687-index.htm,83 KB,2018-05-25,2018,0000859163
4329,https://www.sec.gov/Archives/edgar/data/912767/000155837018005038/0001558370-18-005038-index.htm,720 KB,2018-05-31,2018,0000912767
4335,https://www.sec.gov/Archives/edgar/data/1660690/000166069018000088/0001660690-18-000088-index.htm,186 KB,2018-05-31,2018,0001660690
4338,https://www.sec.gov/Archives/edgar/data/817720/000119312518180326/0001193125-18-180326-index.htm,115 KB,2018-05-31,2018,0000817720
4344,https://www.sec.gov/Archives/edgar/data/1011570/000101157018000035/0001011570-18-000035-index.htm,449 KB,2018-05-31,2018,0001011570
4350,https://www.sec.gov/Archives/edgar/data/1122411/000095010318005244/0000950103-18-005244-index.htm,314 KB,2018-04-27,2018,0001122411
4356,https://www.sec.gov/Archives/edgar/data/1067701/000119312518180385/0001193125-18-180385-index.htm,29 KB,2018-05-31,2018,0001067701
4362,https://www.sec.gov/Archives/edgar/data/1177845/000118518518001020/0001185185-18-001020-index.htm,18 KB,2018-05-31,2018,0001177845
4368,https://www.sec.gov/Archives/edgar/data/896841/000089684118000089/0000896841-18-000089-index.htm,302 KB,2018-05-31,2018,0000896841
4373,https://www.sec.gov/Archives/edgar/data/1158114/000168316818001558/0001683168-18-001558-index.htm,239 KB,2018-05-30,2018,0001158114
4378,https://www.sec.gov/Archives/edgar/data/920371/000092037118000109/0000920371-18-000109-index.htm,28 KB,2018-05-04,2018,0000920371
4384,https://www.sec.gov/Archives/edgar/data/6955/000000695518000023/0000006955-18-000023-index.htm,133 KB,2018-05-30,2018,0000006955
4389,https://www.sec.gov/Archives/edgar/data/854800/000121390018006991/0001213900-18-006991-index.htm,30 KB,2018-05-30,2018,0000854800
4395,https://www.sec.gov/Archives/edgar/data/58492/000119312518178589/0001193125-18-178589-index.htm,104 KB,2018-05-30,2018,0000058492
4401,https://www.sec.gov/Archives/edgar/data/1065696/000106569618000030/0001065696-18-000030-index.htm,724 KB,2018-05-25,2018,0001065696
4407,https://www.sec.gov/Archives/edgar/data/10329/000143774918010205/0001437749-18-010205-index.htm,27 KB,2018-05-17,2018,0000010329
4413,https://www.sec.gov/Archives/edgar/data/728387/000143774918010746/0001437749-18-010746-index.htm,17 KB,2018-05-25,2018,0000728387
4419,https://www.sec.gov/Archives/edgar/data/946936/000117494718000905/0001174947-18-000905-index.htm,51 KB,2018-05-29,2018,0000946936
4425,https://www.sec.gov/Archives/edgar/data/1488917/000089710118000551/0000897101-18-000551-index.htm,280 KB,2018-05-31,2018,0001488917
4434,https://www.sec.gov/Archives/edgar/data/1076930/000156459018014786/0001564590-18-014786-index.htm,500 KB,2018-05-31,2018,0001076930
4440,https://www.sec.gov/Archives/edgar/data/897077/000089707718000081/0000897077-18-000081-index.htm,60 KB,2018-05-30,2018,0000897077
4445,https://www.sec.gov/Archives/edgar/data/1544229/000156459018017433/0001564590-18-017433-index.htm,345 KB,2018-07-25,2018,0001544229
4455,https://www.sec.gov/Archives/edgar/data/1306830/000130683018000149/0001306830-18-000149-index.htm,62 KB,2018-05-29,2018,0001306830
4465,https://www.sec.gov/Archives/edgar/data/1190723/000119312518175879/0001193125-18-175879-index.htm,32 KB,2018-05-29,2018,0001190723
4471,https://www.sec.gov/Archives/edgar/data/886346/000088634618000064/0000886346-18-000064-index.htm,46 KB,2018-05-25,2018,0000886346
4477,https://www.sec.gov/Archives/edgar/data/106532/000114420418031614/0001144204-18-031614-index.htm,20 KB,2018-05-30,2018,0000106532
4481,https://www.sec.gov/Archives/edgar/data/742278/000114420418031960/0001144204-18-031960-index.htm,45 KB,2018-05-31,2018,0000742278
4486,https://www.sec.gov/Archives/edgar/data/1110647/000162828018007424/0001628280-18-007424-index.htm,75 KB,2018-05-31,2018,0001110647
4492,https://www.sec.gov/Archives/edgar/data/863436/000086343618000021/0000863436-18-000021-index.htm,45 KB,2018-05-31,2018,0000863436
4498,https://www.sec.gov/Archives/edgar/data/1078075/000119312518180320/0001193125-18-180320-index.htm,59 KB,2018-05-31,2018,0001078075
4504,https://www.sec.gov/Archives/edgar/data/1320461/000132046118000023/0001320461-18-000023-index.htm,132 KB,2018-05-31,2018,0001320461
4510,https://www.sec.gov/Archives/edgar/data/792987/000079298718000022/0000792987-18-000022-index.htm,484 KB,2018-05-16,2018,0000792987
4519,https://www.sec.gov/Archives/edgar/data/1385157/000110465918036712/0001104659-18-036712-index.htm,1 MB,2018-05-30,2018,0001385157
4530,https://www.sec.gov/Archives/edgar/data/1372414/000137241418000027/0001372414-18-000027-index.htm,32 KB,2018-05-03,2018,0001372414
4535,https://www.sec.gov/Archives/edgar/data/80035/000114420418030898/0001144204-18-030898-index.htm,37 KB,2018-05-25,2018,0000080035
4546,https://www.sec.gov/Archives/edgar/data/1018840/000101884018000027/0001018840-18-000027-index.htm,104 KB,2018-05-24,2018,0001018840
4552,https://www.sec.gov/Archives/edgar/data/874710/000114420418031541/0001144204-18-031541-index.htm,34 KB,2018-05-30,2018,0000874710
4558,https://www.sec.gov/Archives/edgar/data/1104657/000110465718000057/0001104657-18-000057-index.htm,428 KB,2018-05-31,2018,0001104657
4564,https://www.sec.gov/Archives/edgar/data/1094739/000109473918000026/0001094739-18-000026-index.htm,516 KB,2018-05-31,2018,0001094739
4570,https://www.sec.gov/Archives/edgar/data/1000228/000100022818000026/0001000228-18-000026-index.htm,30 KB,2018-05-24,2018,0001000228
4576,https://www.sec.gov/Archives/edgar/data/65770/000119312518178484/0001193125-18-178484-index.htm,17 KB,2018-05-30,2018,0000065770
4582,https://www.sec.gov/Archives/edgar/data/1607962/000121390018007050/0001213900-18-007050-index.htm,345 KB,2018-05-31,2018,0001607962
4585,https://www.sec.gov/Archives/edgar/data/24491/000114420418031290/0001144204-18-031290-index.htm,21 KB,2018-05-29,2018,0000024491
4594,https://www.sec.gov/Archives/edgar/data/80172/000089710118000528/0000897101-18-000528-index.htm,25 KB,2018-05-25,2018,0000080172
4600,https://www.sec.gov/Archives/edgar/data/1039399/000103939918000064/0001039399-18-000064-index.htm,74 KB,2018-06-01,2018,0001039399
4609,https://www.sec.gov/Archives/edgar/data/772406/000119312518180269/0001193125-18-180269-index.htm,186 KB,2018-05-31,2018,0000772406
4616,https://www.sec.gov/Archives/edgar/data/37472/000089710118000548/0000897101-18-000548-index.htm,28 KB,2018-05-31,2018,0000037472
4625,https://www.sec.gov/Archives/edgar/data/1405041/000162482618000029/0001624826-18-000029-index.htm,95 KB,2018-05-31,2018,0001405041
4631,https://www.sec.gov/Archives/edgar/data/1096752/000109675218000024/0001096752-18-000024-index.htm,100 KB,2018-05-30,2018,0001096752
4637,https://www.sec.gov/Archives/edgar/data/1060822/000119312518172086/0001193125-18-172086-index.htm,57 KB,2018-05-23,2018,0001060822
4644,https://www.sec.gov/Archives/edgar/data/216085/000021608518000026/0000216085-18-000026-index.htm,228 KB,2018-05-24,2018,0000216085
4649,https://www.sec.gov/Archives/edgar/data/106040/000119312518180391/0001193125-18-180391-index.htm,183 KB,2018-05-31,2018,0000106040
4655,https://www.sec.gov/Archives/edgar/data/355811/000035581118000030/0000355811-18-000030-index.htm,73 KB,2018-05-30,2018,0000355811
4661,https://www.sec.gov/Archives/edgar/data/1419612/000117891318001782/0001178913-18-001782-index.htm,1 MB,2018-05-29,2018,0001419612
4665,https://www.sec.gov/Archives/edgar/data/1037868/000119312518173475/0001193125-18-173475-index.htm,329 KB,2018-05-24,2018,0001037868
4671,https://www.sec.gov/Archives/edgar/data/711377/000119312518179901/0001193125-18-179901-index.htm,25 KB,2018-05-31,2018,0000711377
4677,https://www.sec.gov/Archives/edgar/data/1274494/000127449418000032/0001274494-18-000032-index.htm,829 KB,2018-05-30,2018,0001274494
4683,https://www.sec.gov/Archives/edgar/data/913241/000101905618000770/0001019056-18-000770-index.htm,30 KB,2018-05-31,2018,0000913241
4689,https://www.sec.gov/Archives/edgar/data/1163739/000110465918037233/0001104659-18-037233-index.htm,40 KB,2018-05-31,2018,0001163739
4695,https://www.sec.gov/Archives/edgar/data/91767/000009176718000029/0000091767-18-000029-index.htm,37 KB,2018-05-21,2018,0000091767
4701,https://www.sec.gov/Archives/edgar/data/923120/000119312518179353/0001193125-18-179353-index.htm,30 KB,2018-05-31,2018,0000923120
4707,https://www.sec.gov/Archives/edgar/data/928876/000117891318001745/0001178913-18-001745-index.htm,91 KB,2018-05-24,2018,0000928876
4713,https://www.sec.gov/Archives/edgar/data/1101215/000110121518000118/0001101215-18-000118-index.htm,20 KB,2018-05-24,2018,0001101215
4717,https://www.sec.gov/Archives/edgar/data/1502034/000119312518168014/0001193125-18-168014-index.htm,13 KB,2018-05-18,2018,0001502034
4720,https://www.sec.gov/Archives/edgar/data/89439/000008943918000034/0000089439-18-000034-index.htm,77 KB,2018-05-30,2018,0000089439
4726,https://www.sec.gov/Archives/edgar/data/48287/000004828718000151/0000048287-18-000151-index.htm,69 KB,2018-05-30,2018,0000048287
4732,https://www.sec.gov/Archives/edgar/data/1069202/000119312518171632/0001193125-18-171632-index.htm,89 KB,2018-05-23,2018,0001069202
4738,https://www.sec.gov/Archives/edgar/data/943034/000089710118000550/0000897101-18-000550-index.htm,31 KB,2018-05-31,2018,0000943034
4744,https://www.sec.gov/Archives/edgar/data/73309/000119312518180157/0001193125-18-180157-index.htm,16 KB,2018-05-31,2018,0000073309
4754,https://www.sec.gov/Archives/edgar/data/1029831/000102983118000023/0001029831-18-000023-index.htm,80 KB,2018-05-31,2018,0001029831
4760,https://www.sec.gov/Archives/edgar/data/815556/000081555618000031/0000815556-18-000031-index.htm,70 KB,2018-05-16,2018,0000815556
4766,https://www.sec.gov/Archives/edgar/data/811212/000143774918010997/0001437749-18-010997-index.htm,35 KB,2018-05-31,2018,0000811212
4774,https://www.sec.gov/Archives/edgar/data/1117795/000156459018014173/0001564590-18-014173-index.htm,689 KB,2018-05-23,2018,0001117795
4780,https://www.sec.gov/Archives/edgar/data/30625/000119312518180073/0001193125-18-180073-index.htm,154 KB,2018-05-31,2018,0000030625
4787,https://www.sec.gov/Archives/edgar/data/916529/000118518518001018/0001185185-18-001018-index.htm,59 KB,2018-05-31,2018,0000916529
4793,https://www.sec.gov/Archives/edgar/data/1024795/000156459018014615/0001564590-18-014615-index.htm,90 KB,2018-05-30,2018,0001024795
4801,https://www.sec.gov/Archives/edgar/data/1166003/000119312518180532/0001193125-18-180532-index.htm,29 KB,2018-05-31,2018,0001166003
4805,https://www.sec.gov/Archives/edgar/data/819220/000119312518179703/0001193125-18-179703-index.htm,26 KB,2018-05-31,2018,0000819220
4810,https://www.sec.gov/Archives/edgar/data/19871/000134100418000317/0001341004-18-000317-index.htm,19 KB,2018-05-18,2018,0000019871
4816,https://www.sec.gov/Archives/edgar/data/12927/000001292718000026/0000012927-18-000026-index.htm,53 KB,2018-05-30,2018,0000012927
4827,https://www.sec.gov/Archives/edgar/data/100625/000149315218007655/0001493152-18-007655-index.htm,80 KB,2018-05-22,2018,0000100625
4833,https://www.sec.gov/Archives/edgar/data/721371/000072137118000043/0000721371-18-000043-index.htm,389 KB,2018-05-30,2018,0000721371
4838,https://www.sec.gov/Archives/edgar/data/310158/000031015818000018/0000310158-18-000018-index.htm,353 KB,2018-05-29,2018,0000310158
4844,https://www.sec.gov/Archives/edgar/data/813672/000119312518180260/0001193125-18-180260-index.htm,36 KB,2018-05-31,2018,0000813672
4850,https://www.sec.gov/Archives/edgar/data/769520/000110465918037238/0001104659-18-037238-index.htm,7 MB,2018-05-31,2018,0000769520
4856,https://www.sec.gov/Archives/edgar/data/30831/000114420418031323/0001144204-18-031323-index.htm,80 KB,2018-05-29,2018,0000030831
4865,https://www.sec.gov/Archives/edgar/data/886035/000088603518000030/0000886035-18-000030-index.htm,225 KB,2018-05-31,2018,0000886035
4871,https://www.sec.gov/Archives/edgar/data/836690/000110465918036757/0001104659-18-036757-index.htm,22 KB,2018-05-30,2018,0000836690
4877,https://www.sec.gov/Archives/edgar/data/66570/000006657018000027/0000066570-18-000027-index.htm,497 KB,2018-05-31,2018,0000066570
4883,https://www.sec.gov/Archives/edgar/data/55772/000005577218000014/0000055772-18-000014-index.htm,459 KB,2018-05-31,2018,0000055772
4892,https://www.sec.gov/Archives/edgar/data/936395/000093639518000019/0000936395-18-000019-index.htm,55 KB,2018-05-24,2018,0000936395
4898,https://www.sec.gov/Archives/edgar/data/55242/000005524218000016/0000055242-18-000016-index.htm,86 KB,2018-05-31,2018,0000055242
4904,https://www.sec.gov/Archives/edgar/data/850460/000085046018000022/0000850460-18-000022-index.htm,32 KB,2018-05-30,2018,0000850460
