,link,size,filing_date,year,cik
1199,https://www.sec.gov/Archives/edgar/data/851310/000085131017000035/0000851310-17-000035-index.htm,80 KB,2017-05-31,2017,0000851310
1205,https://www.sec.gov/Archives/edgar/data/1444380/000156459017011677/0001564590-17-011677-index.htm,50 KB,2017-05-25,2017,0001444380
1208,https://www.sec.gov/Archives/edgar/data/1304280/000130428017000023/0001304280-17-000023-index.htm,23 KB,2017-05-25,2017,0001304280
1214,https://www.sec.gov/Archives/edgar/data/830616/000114420417029267/0001144204-17-029267-index.htm,60 KB,2017-05-24,2017,0000830616
1219,https://www.sec.gov/Archives/edgar/data/918580/000114420417029302/0001144204-17-029302-index.htm,26 KB,2017-05-24,2017,0000918580
1226,https://www.sec.gov/Archives/edgar/data/277509/000027750917000037/0000277509-17-000037-index.htm,115 KB,2017-05-31,2017,0000277509
1232,https://www.sec.gov/Archives/edgar/data/835011/000162828017006092/0001628280-17-006092-index.htm,34 KB,2017-05-31,2017,0000835011
1238,https://www.sec.gov/Archives/edgar/data/863064/000100329717000165/0001003297-17-000165-index.htm,25 KB,2017-05-30,2017,0000863064
1245,https://www.sec.gov/Archives/edgar/data/29002/000156459017011883/0001564590-17-011883-index.htm,230 KB,2017-05-31,2017,0000029002
1251,https://www.sec.gov/Archives/edgar/data/880266/000088026617000020/0000880266-17-000020-index.htm,340 KB,2017-05-30,2017,0000880266
1255,https://www.sec.gov/Archives/edgar/data/912833/000091283317000024/0000912833-17-000024-index.htm,264 KB,2017-05-31,2017,0000912833
1260,https://www.sec.gov/Archives/edgar/data/6284/000119312517180884/0001193125-17-180884-index.htm,157 KB,2017-05-24,2017,0000006284
1266,https://www.sec.gov/Archives/edgar/data/1057083/000156459017013206/0001564590-17-013206-index.htm,40 KB,2017-07-05,2017,0001057083
1272,https://www.sec.gov/Archives/edgar/data/1436126/000143612617000040/0001436126-17-000040-index.htm,30 KB,2017-05-31,2017,0001436126
1277,https://www.sec.gov/Archives/edgar/data/319815/000031981517000040/0000319815-17-000040-index.htm,240 KB,2017-05-31,2017,0000319815
1283,https://www.sec.gov/Archives/edgar/data/353020/000035302017000034/0000353020-17-000034-index.htm,23 KB,2017-05-30,2017,0000353020
1289,https://www.sec.gov/Archives/edgar/data/57131/000110465917036179/0001104659-17-036179-index.htm,391 KB,2017-05-30,2017,0000057131
1293,https://www.sec.gov/Archives/edgar/data/791519/000079151917000053/0000791519-17-000053-index.htm,179 KB,2017-05-26,2017,0000791519
1299,https://www.sec.gov/Archives/edgar/data/354908/000035490817000039/0000354908-17-000039-index.htm,374 KB,2017-05-31,2017,0000354908
1305,https://www.sec.gov/Archives/edgar/data/866706/000114036117021845/0001140361-17-021845-index.htm,829 KB,2017-05-23,2017,0000866706
1313,https://www.sec.gov/Archives/edgar/data/1137411/000113741117000078/0001137411-17-000078-index.htm,91 KB,2017-05-26,2017,0001137411
1319,https://www.sec.gov/Archives/edgar/data/78814/000007881417000010/0000078814-17-000010-index.htm,495 KB,2017-05-31,2017,0000078814
1325,https://www.sec.gov/Archives/edgar/data/808326/000080832617000015/0000808326-17-000015-index.htm,807 KB,2017-05-15,2017,0000808326
1331,https://www.sec.gov/Archives/edgar/data/21076/000120677417001710/0001206774-17-001710-index.htm,171 KB,2017-05-30,2017,0000021076
1337,https://www.sec.gov/Archives/edgar/data/1122904/000112290417000178/0001122904-17-000178-index.htm,493 KB,2017-05-24,2017,0001122904
1343,https://www.sec.gov/Archives/edgar/data/103379/000119312517185479/0001193125-17-185479-index.htm,66 KB,2017-05-26,2017,0000103379
1349,https://www.sec.gov/Archives/edgar/data/1158895/000119312517188376/0001193125-17-188376-index.htm,15 KB,2017-05-31,2017,0001158895
1358,https://www.sec.gov/Archives/edgar/data/837465/000083746517000006/0000837465-17-000006-index.htm,25 KB,2017-05-16,2017,0000837465
1364,https://www.sec.gov/Archives/edgar/data/889971/000138713117003075/0001387131-17-003075-index.htm,34 KB,2017-05-30,2017,0000889971
1370,https://www.sec.gov/Archives/edgar/data/917520/000119312517189354/0001193125-17-189354-index.htm,31 KB,2017-05-31,2017,0000917520
1376,https://www.sec.gov/Archives/edgar/data/850209/000114420417027462/0001144204-17-027462-index.htm,33 KB,2017-05-15,2017,0000850209
1382,https://www.sec.gov/Archives/edgar/data/55785/000005578517000039/0000055785-17-000039-index.htm,1 MB,2017-05-24,2017,0000055785
1388,https://www.sec.gov/Archives/edgar/data/356037/000035603717000045/0000356037-17-000045-index.htm,215 KB,2017-05-30,2017,0000356037
1395,https://www.sec.gov/Archives/edgar/data/1579157/000156459017011879/0001564590-17-011879-index.htm,23 KB,2017-05-31,2017,0001579157
1400,https://www.sec.gov/Archives/edgar/data/2969/000119312517188653/0001193125-17-188653-index.htm,137 KB,2017-05-31,2017,0000002969
1406,https://www.sec.gov/Archives/edgar/data/1366868/000136686817000055/0001366868-17-000055-index.htm,77 KB,2017-05-31,2017,0001366868
1411,https://www.sec.gov/Archives/edgar/data/749037/000119312517186412/0001193125-17-186412-index.htm,59 KB,2017-05-30,2017,0000749037
1417,https://www.sec.gov/Archives/edgar/data/842023/000143774917010185/0001437749-17-010185-index.htm,67 KB,2017-05-26,2017,0000842023
1419,https://www.sec.gov/Archives/edgar/data/1499807/000149980717000056/0001499807-17-000056-index.htm,32 KB,2017-05-26,2017,0001499807
1422,https://www.sec.gov/Archives/edgar/data/351998/000035199817000023/0000351998-17-000023-index.htm,870 KB,2017-05-31,2017,0000351998
1428,https://www.sec.gov/Archives/edgar/data/25445/000162828017006072/0001628280-17-006072-index.htm,43 KB,2017-05-31,2017,0000025445
1433,https://www.sec.gov/Archives/edgar/data/1090633/000117184317003278/0001171843-17-003278-index.htm,30 KB,2017-05-24,2017,0001090633
1440,https://www.sec.gov/Archives/edgar/data/1329394/000119312517189352/0001193125-17-189352-index.htm,31 KB,2017-05-31,2017,0001329394
1446,https://www.sec.gov/Archives/edgar/data/1024478/000119312517188426/0001193125-17-188426-index.htm,244 KB,2017-05-31,2017,0001024478
1454,https://www.sec.gov/Archives/edgar/data/1289850/000162828017005912/0001628280-17-005912-index.htm,40 KB,2017-05-25,2017,0001289850
1463,https://www.sec.gov/Archives/edgar/data/1009759/000155837017004609/0001558370-17-004609-index.htm,81 KB,2017-05-31,2017,0001009759
1469,https://www.sec.gov/Archives/edgar/data/1001115/000119312517166761/0001193125-17-166761-index.htm,16 KB,2017-05-11,2017,0001001115
1475,https://www.sec.gov/Archives/edgar/data/45876/000004587617000076/0000045876-17-000076-index.htm,482 KB,2017-05-31,2017,0000045876
1481,https://www.sec.gov/Archives/edgar/data/1574774/000110465917036556/0001104659-17-036556-index.htm,482 KB,2017-05-31,2017,0001574774
1487,https://www.sec.gov/Archives/edgar/data/1365767/000117891317001645/0001178913-17-001645-index.htm,398 KB,2017-05-30,2017,0001365767
1493,https://www.sec.gov/Archives/edgar/data/785786/000078578617000028/0000785786-17-000028-index.htm,534 KB,2017-05-12,2017,0000785786
1502,https://www.sec.gov/Archives/edgar/data/914156/000117184317003338/0001171843-17-003338-index.htm,59 KB,2017-05-26,2017,0000914156
1511,https://www.sec.gov/Archives/edgar/data/912093/000119312517185532/0001193125-17-185532-index.htm,40 KB,2017-05-26,2017,0000912093
1517,https://www.sec.gov/Archives/edgar/data/1336917/000133691717000031/0001336917-17-000031-index.htm,560 KB,2017-05-31,2017,0001336917
1523,https://www.sec.gov/Archives/edgar/data/1800/000110465917036399/0001104659-17-036399-index.htm,426 KB,2017-05-31,2017,0000001800
1527,https://www.sec.gov/Archives/edgar/data/866970/000143774917010178/0001437749-17-010178-index.htm,75 KB,2017-05-26,2017,0000866970
1533,https://www.sec.gov/Archives/edgar/data/830524/000155837017004531/0001558370-17-004531-index.htm,99 KB,2017-05-26,2017,0000830524
1539,https://www.sec.gov/Archives/edgar/data/766792/000114036117023072/0001140361-17-023072-index.htm,52 KB,2017-05-31,2017,0000766792
1545,https://www.sec.gov/Archives/edgar/data/887730/000088773017000015/0000887730-17-000015-index.htm,546 KB,2017-03-28,2017,0000887730
1550,https://www.sec.gov/Archives/edgar/data/1502916/000114420417029449/0001144204-17-029449-index.htm,116 KB,2017-05-25,2017,0001502916
1557,https://www.sec.gov/Archives/edgar/data/867773/000086777317000043/0000867773-17-000043-index.htm,478 KB,2017-05-31,2017,0000867773
1563,https://www.sec.gov/Archives/edgar/data/8063/000000806317000020/0000008063-17-000020-index.htm,34 KB,2017-05-26,2017,0000008063
1569,https://www.sec.gov/Archives/edgar/data/880807/000119312517182633/0001193125-17-182633-index.htm,202 KB,2017-05-25,2017,0000880807
1578,https://www.sec.gov/Archives/edgar/data/912603/000091260317000068/0000912603-17-000068-index.htm,28 KB,2017-05-31,2017,0000912603
1582,https://www.sec.gov/Archives/edgar/data/840715/000149315217006000/0001493152-17-006000-index.htm,283 KB,2017-05-31,2017,0000840715
1591,https://www.sec.gov/Archives/edgar/data/40545/000004054517000031/0000040545-17-000031-index.htm,453 KB,2017-05-30,2017,0000040545
1596,https://www.sec.gov/Archives/edgar/data/828146/000110465917033960/0001104659-17-033960-index.htm,715 KB,2017-05-19,2017,0000828146
1599,https://www.sec.gov/Archives/edgar/data/788329/000114036117022979/0001140361-17-022979-index.htm,507 KB,2017-05-31,2017,0000788329
1605,https://www.sec.gov/Archives/edgar/data/110390/000165495417005214/0001654954-17-005214-index.htm,29 KB,2017-05-31,2017,0000110390
1611,https://www.sec.gov/Archives/edgar/data/216228/000021622817000022/0000216228-17-000022-index.htm,51 KB,2017-05-31,2017,0000216228
1617,https://www.sec.gov/Archives/edgar/data/721683/000119312517161868/0001193125-17-161868-index.htm,21 KB,2017-05-08,2017,0000721683
1623,https://www.sec.gov/Archives/edgar/data/353278/000095010317005127/0000950103-17-005127-index.htm,32 KB,2017-05-31,2017,0000353278
1629,https://www.sec.gov/Archives/edgar/data/893691/000089369117000028/0000893691-17-000028-index.htm,99 KB,2017-05-25,2017,0000893691
1635,https://www.sec.gov/Archives/edgar/data/719274/000143774917010338/0001437749-17-010338-index.htm,35 KB,2017-05-31,2017,0000719274
1644,https://www.sec.gov/Archives/edgar/data/1500435/000150043517000033/0001500435-17-000033-index.htm,86 KB,2017-05-25,2017,0001500435
1647,https://www.sec.gov/Archives/edgar/data/1021604/000121390017005998/0001213900-17-005998-index.htm,151 KB,2017-05-31,2017,0001021604
1653,https://www.sec.gov/Archives/edgar/data/858655/000110465917036572/0001104659-17-036572-index.htm,27 KB,2017-05-31,2017,0000858655
1659,https://www.sec.gov/Archives/edgar/data/75288/000007528817000026/0000075288-17-000026-index.htm,37 KB,2017-05-31,2017,0000075288
1665,https://www.sec.gov/Archives/edgar/data/1096343/000109634317000099/0001096343-17-000099-index.htm,51 KB,2017-05-30,2017,0001096343
1671,https://www.sec.gov/Archives/edgar/data/927355/000155837017004544/0001558370-17-004544-index.htm,120 KB,2017-05-26,2017,0000927355
1677,https://www.sec.gov/Archives/edgar/data/750004/000095015717000748/0000950157-17-000748-index.htm,40 KB,2017-05-31,2017,0000750004
1683,https://www.sec.gov/Archives/edgar/data/59527/000005952717000021/0000059527-17-000021-index.htm,39 KB,2017-05-24,2017,0000059527
1689,https://www.sec.gov/Archives/edgar/data/313716/000031371617000080/0000313716-17-000080-index.htm,90 KB,2017-05-19,2017,0000313716
1698,https://www.sec.gov/Archives/edgar/data/1342874/000161577417002727/0001615774-17-002727-index.htm,33 KB,2017-05-26,2017,0001342874
1706,https://www.sec.gov/Archives/edgar/data/1280263/000119312517187589/0001193125-17-187589-index.htm,60 KB,2017-05-30,2017,0001280263
1712,https://www.sec.gov/Archives/edgar/data/352825/000119312517185561/0001193125-17-185561-index.htm,293 KB,2017-05-26,2017,0000352825
1718,https://www.sec.gov/Archives/edgar/data/835403/000165495417005048/0001654954-17-005048-index.htm,22 KB,2017-05-24,2017,0000835403
1724,https://www.sec.gov/Archives/edgar/data/1463101/000146310117000073/0001463101-17-000073-index.htm,669 KB,2017-05-31,2017,0001463101
1730,https://www.sec.gov/Archives/edgar/data/851205/000085120517000009/0000851205-17-000009-index.htm,72 KB,2017-05-30,2017,0000851205
1736,https://www.sec.gov/Archives/edgar/data/1279695/000119312517183380/0001193125-17-183380-index.htm,20 KB,2017-05-25,2017,0001279695
1742,https://www.sec.gov/Archives/edgar/data/1616318/000161631817000104/0001616318-17-000104-index.htm,243 KB,2017-05-31,2017,0001616318
1746,https://www.sec.gov/Archives/edgar/data/764180/000076418017000065/0000764180-17-000065-index.htm,95 KB,2017-05-23,2017,0000764180
1752,https://www.sec.gov/Archives/edgar/data/913142/000091314217000020/0000913142-17-000020-index.htm,83 KB,2017-05-30,2017,0000913142
1758,https://www.sec.gov/Archives/edgar/data/1417398/000110465917036582/0001104659-17-036582-index.htm,64 KB,2017-05-31,2017,0001417398
1764,https://www.sec.gov/Archives/edgar/data/7623/000143774917010267/0001437749-17-010267-index.htm,44 KB,2017-05-30,2017,0000007623
1772,https://www.sec.gov/Archives/edgar/data/763744/000076374417000163/0000763744-17-000163-index.htm,1 MB,2017-05-31,2017,0000763744
1778,https://www.sec.gov/Archives/edgar/data/1421517/000143774917009886/0001437749-17-009886-index.htm,512 KB,2017-05-23,2017,0001421517
1784,https://www.sec.gov/Archives/edgar/data/1659166/000119312517186192/0001193125-17-186192-index.htm,156 KB,2017-05-30,2017,0001659166
1787,https://www.sec.gov/Archives/edgar/data/918541/000119312517189261/0001193125-17-189261-index.htm,17 KB,2017-05-31,2017,0000918541
1793,https://www.sec.gov/Archives/edgar/data/884940/000119312517188676/0001193125-17-188676-index.htm,54 KB,2017-05-31,2017,0000884940
1799,https://www.sec.gov/Archives/edgar/data/916789/000110465917036545/0001104659-17-036545-index.htm,600 KB,2017-05-31,2017,0000916789
1805,https://www.sec.gov/Archives/edgar/data/49615/000149315217005980/0001493152-17-005980-index.htm,54 KB,2017-05-30,2017,0000049615
1811,https://www.sec.gov/Archives/edgar/data/1573097/000110465917036637/0001104659-17-036637-index.htm,40 KB,2017-05-31,2017,0001573097
1820,https://www.sec.gov/Archives/edgar/data/1655075/000165507517000010/0001655075-17-000010-index.htm,45 KB,2017-05-30,2017,0001655075
1821,https://www.sec.gov/Archives/edgar/data/931148/000093114817000014/0000931148-17-000014-index.htm,135 KB,2017-05-30,2017,0000931148
1825,https://www.sec.gov/Archives/edgar/data/1022705/000102270517000025/0001022705-17-000025-index.htm,468 KB,2017-05-31,2017,0001022705
1831,https://www.sec.gov/Archives/edgar/data/313143/000031314317000020/0000313143-17-000020-index.htm,1 MB,2017-05-31,2017,0000313143
1837,https://www.sec.gov/Archives/edgar/data/61986/000006198617000016/0000061986-17-000016-index.htm,555 KB,2017-05-26,2017,0000061986
1843,https://www.sec.gov/Archives/edgar/data/1050797/000105079717000027/0001050797-17-000027-index.htm,248 KB,2017-05-19,2017,0001050797
1849,https://www.sec.gov/Archives/edgar/data/789019/000119312517189445/0001193125-17-189445-index.htm,700 KB,2017-05-31,2017,0000789019
1855,https://www.sec.gov/Archives/edgar/data/1111863/000111186317000020/0001111863-17-000020-index.htm,583 KB,2017-05-31,2017,0001111863
1860,https://www.sec.gov/Archives/edgar/data/357020/000119312517185131/0001193125-17-185131-index.htm,35 KB,2017-05-26,2017,0000357020
1866,https://www.sec.gov/Archives/edgar/data/1092796/000119312517189353/0001193125-17-189353-index.htm,130 KB,2017-05-31,2017,0001092796
1871,https://www.sec.gov/Archives/edgar/data/1405503/000114420417030272/0001144204-17-030272-index.htm,33 KB,2017-05-31,2017,0001405503
1876,https://www.sec.gov/Archives/edgar/data/883107/000138713117003067/0001387131-17-003067-index.htm,17 KB,2017-05-30,2017,0000883107
1880,https://www.sec.gov/Archives/edgar/data/51143/000110465917035702/0001104659-17-035702-index.htm,601 KB,2017-05-26,2017,0000051143
1886,https://www.sec.gov/Archives/edgar/data/47518/000004751817000058/0000047518-17-000058-index.htm,452 KB,2017-05-19,2017,0000047518
1891,https://www.sec.gov/Archives/edgar/data/1636023/000117184317003392/0001171843-17-003392-index.htm,33 KB,2017-05-31,2017,0001636023
1895,https://www.sec.gov/Archives/edgar/data/1094285/000109428517000080/0001094285-17-000080-index.htm,520 KB,2017-05-30,2017,0001094285
1901,https://www.sec.gov/Archives/edgar/data/1533998/000114420417030124/0001144204-17-030124-index.htm,19 KB,2017-05-30,2017,0001533998
1906,https://www.sec.gov/Archives/edgar/data/885725/000110465917032804/0001104659-17-032804-index.htm,81 KB,2017-05-15,2017,0000885725
1912,https://www.sec.gov/Archives/edgar/data/1370431/000119312517188647/0001193125-17-188647-index.htm,24 KB,2017-05-31,2017,0001370431
1918,https://www.sec.gov/Archives/edgar/data/935494/000093549417000018/0000935494-17-000018-index.htm,256 KB,2017-05-26,2017,0000935494
1924,https://www.sec.gov/Archives/edgar/data/1172494/000095010317005129/0000950103-17-005129-index.htm,52 KB,2017-05-31,2017,0001172494
1930,https://www.sec.gov/Archives/edgar/data/1120914/000143774917009830/0001437749-17-009830-index.htm,31 KB,2017-05-23,2017,0001120914
1936,https://www.sec.gov/Archives/edgar/data/1627223/000156459017011215/0001564590-17-011215-index.htm,143 KB,2017-05-17,2017,0001627223
1939,https://www.sec.gov/Archives/edgar/data/7536/000166635917000012/0001666359-17-000012-index.htm,1 MB,2017-05-30,2017,0000007536
1945,https://www.sec.gov/Archives/edgar/data/6951/000119312517184979/0001193125-17-184979-index.htm,371 KB,2017-05-26,2017,0000006951
1951,https://www.sec.gov/Archives/edgar/data/108312/000119312517180813/0001193125-17-180813-index.htm,235 KB,2017-05-24,2017,0000108312
1957,https://www.sec.gov/Archives/edgar/data/75362/000119312517186648/0001193125-17-186648-index.htm,156 KB,2017-05-30,2017,0000075362
1961,https://www.sec.gov/Archives/edgar/data/930775/000107997317000309/0001079973-17-000309-index.htm,15 KB,2017-05-30,2017,0000930775
1966,https://www.sec.gov/Archives/edgar/data/856982/000085698217000025/0000856982-17-000025-index.htm,34 KB,2017-05-31,2017,0000856982
1972,https://www.sec.gov/Archives/edgar/data/1327567/000132756717000010/0001327567-17-000010-index.htm,44 KB,2017-05-25,2017,0001327567
1977,https://www.sec.gov/Archives/edgar/data/1177394/000117739417000024/0001177394-17-000024-index.htm,451 KB,2017-05-31,2017,0001177394
1981,https://www.sec.gov/Archives/edgar/data/1005699/000117891317001682/0001178913-17-001682-index.htm,34 KB,2017-05-31,2017,0001005699
1987,https://www.sec.gov/Archives/edgar/data/1094392/000109439217000027/0001094392-17-000027-index.htm,49 KB,2017-05-25,2017,0001094392
1993,https://www.sec.gov/Archives/edgar/data/1486957/000148695717000023/0001486957-17-000023-index.htm,74 KB,2017-05-25,2017,0001486957
1999,https://www.sec.gov/Archives/edgar/data/91142/000119312517170046/0001193125-17-170046-index.htm,54 KB,2017-05-15,2017,0000091142
2005,https://www.sec.gov/Archives/edgar/data/1467858/000146785817000080/0001467858-17-000080-index.htm,400 KB,2017-05-31,2017,0001467858
2011,https://www.sec.gov/Archives/edgar/data/1282637/000119312517189453/0001193125-17-189453-index.htm,17 KB,2017-05-31,2017,0001282637
2016,https://www.sec.gov/Archives/edgar/data/1110783/000111078317000080/0001110783-17-000080-index.htm,40 KB,2017-05-30,2017,0001110783
2022,https://www.sec.gov/Archives/edgar/data/885590/000088559017000044/0000885590-17-000044-index.htm,65 KB,2017-05-31,2017,0000885590
2028,https://www.sec.gov/Archives/edgar/data/8947/000000894717000079/0000008947-17-000079-index.htm,60 KB,2017-05-25,2017,0000008947
2032,https://www.sec.gov/Archives/edgar/data/937966/000134100417000337/0001341004-17-000337-index.htm,65 KB,2017-05-25,2017,0000937966
2038,https://www.sec.gov/Archives/edgar/data/794172/000089225117000067/0000892251-17-000067-index.htm,50 KB,2017-05-23,2017,0000794172
2044,https://www.sec.gov/Archives/edgar/data/1489393/000119312517187579/0001193125-17-187579-index.htm,34 KB,2017-05-30,2017,0001489393
2053,https://www.sec.gov/Archives/edgar/data/63908/000006390817000028/0000063908-17-000028-index.htm,439 KB,2017-05-30,2017,0000063908
2059,https://www.sec.gov/Archives/edgar/data/1282266/000128226617000034/0001282266-17-000034-index.htm,287 KB,2017-05-25,2017,0001282266
2065,https://www.sec.gov/Archives/edgar/data/788920/000155335017000664/0001553350-17-000664-index.htm,29 KB,2017-05-22,2017,0000788920
2071,https://www.sec.gov/Archives/edgar/data/845982/000095010317004488/0000950103-17-004488-index.htm,393 KB,2017-05-11,2017,0000845982
2077,https://www.sec.gov/Archives/edgar/data/1597313/000156459017011919/0001564590-17-011919-index.htm,79 KB,2017-05-31,2017,0001597313
2080,https://www.sec.gov/Archives/edgar/data/62996/000006299617000026/0000062996-17-000026-index.htm,250 KB,2017-05-25,2017,0000062996
2086,https://www.sec.gov/Archives/edgar/data/723603/000115752317001617/0001157523-17-001617-index.htm,20 KB,2017-05-19,2017,0000723603
2095,https://www.sec.gov/Archives/edgar/data/722572/000168316817001448/0001683168-17-001448-index.htm,93 KB,2017-05-31,2017,0000722572
2100,https://www.sec.gov/Archives/edgar/data/1094366/000117891317001626/0001178913-17-001626-index.htm,449 KB,2017-05-26,2017,0001094366
2106,https://www.sec.gov/Archives/edgar/data/712034/000071203417000064/0000712034-17-000064-index.htm,158 KB,2017-05-31,2017,0000712034
2112,https://www.sec.gov/Archives/edgar/data/26058/000002605817000052/0000026058-17-000052-index.htm,103 KB,2017-05-23,2017,0000026058
2119,https://www.sec.gov/Archives/edgar/data/1578845/000119312517189377/0001193125-17-189377-index.htm,46 KB,2017-05-31,2017,0001578845
2125,https://www.sec.gov/Archives/edgar/data/16988/000119312517186208/0001193125-17-186208-index.htm,516 KB,2017-05-30,2017,0000016988
2129,https://www.sec.gov/Archives/edgar/data/1027884/000102788417000161/0001027884-17-000161-index.htm,66 KB,2017-05-26,2017,0001027884
2135,https://www.sec.gov/Archives/edgar/data/46080/000004608017000075/0000046080-17-000075-index.htm,281 KB,2017-05-26,2017,0000046080
2143,https://www.sec.gov/Archives/edgar/data/833640/000083364017000148/0000833640-17-000148-index.htm,533 KB,2017-05-25,2017,0000833640
2149,https://www.sec.gov/Archives/edgar/data/932787/000094787117000400/0000947871-17-000400-index.htm,369 KB,2017-05-25,2017,0000932787
2155,https://www.sec.gov/Archives/edgar/data/1508478/000095010317004782/0000950103-17-004782-index.htm,22 KB,2017-05-22,2017,0001508478
2161,https://www.sec.gov/Archives/edgar/data/1616862/000161686217000039/0001616862-17-000039-index.htm,282 KB,2017-05-31,2017,0001616862
2164,https://www.sec.gov/Archives/edgar/data/812701/000110465917036512/0001104659-17-036512-index.htm,1 MB,2017-05-31,2017,0000812701
2168,https://www.sec.gov/Archives/edgar/data/1024657/000119312517175798/0001193125-17-175798-index.htm,26 KB,2017-05-19,2017,0001024657
2172,https://www.sec.gov/Archives/edgar/data/9892/000119312517174769/0001193125-17-174769-index.htm,204 KB,2017-05-18,2017,0000009892
2178,https://www.sec.gov/Archives/edgar/data/1002047/000119312517185517/0001193125-17-185517-index.htm,295 KB,2017-05-26,2017,0001002047
2184,https://www.sec.gov/Archives/edgar/data/98246/000009824617000131/0000098246-17-000131-index.htm,157 KB,2017-05-26,2017,0000098246
2194,https://www.sec.gov/Archives/edgar/data/882835/000119312517186593/0001193125-17-186593-index.htm,148 KB,2017-05-30,2017,0000882835
2200,https://www.sec.gov/Archives/edgar/data/1333170/000133317017000013/0001333170-17-000013-index.htm,485 KB,2017-05-31,2017,0001333170
2206,https://www.sec.gov/Archives/edgar/data/1065837/000119312517189106/0001193125-17-189106-index.htm,13 KB,2017-05-31,2017,0001065837
2212,https://www.sec.gov/Archives/edgar/data/1015650/000119312517188201/0001193125-17-188201-index.htm,19 KB,2017-05-31,2017,0001015650
2218,https://www.sec.gov/Archives/edgar/data/67347/000114036117023061/0001140361-17-023061-index.htm,600 KB,2017-05-31,2017,0000067347
2224,https://www.sec.gov/Archives/edgar/data/897723/000110465917036563/0001104659-17-036563-index.htm,284 KB,2017-05-31,2017,0000897723
2233,https://www.sec.gov/Archives/edgar/data/932695/000119312517175801/0001193125-17-175801-index.htm,32 KB,2017-05-19,2017,0000932695
2239,https://www.sec.gov/Archives/edgar/data/716314/000119312517196013/0001193125-17-196013-index.htm,14 KB,2017-06-06,2017,0000716314
2245,https://www.sec.gov/Archives/edgar/data/722723/000110465917035206/0001104659-17-035206-index.htm,43 KB,2017-05-25,2017,0000722723
2251,https://www.sec.gov/Archives/edgar/data/1013606/000101360617000069/0001013606-17-000069-index.htm,156 KB,2017-05-31,2017,0001013606
2257,https://www.sec.gov/Archives/edgar/data/1107843/000119312517185527/0001193125-17-185527-index.htm,235 KB,2017-05-26,2017,0001107843
2263,https://www.sec.gov/Archives/edgar/data/1571123/000156459017011552/0001564590-17-011552-index.htm,23 KB,2017-05-23,2017,0001571123
2268,https://www.sec.gov/Archives/edgar/data/1294133/000156459017011716/0001564590-17-011716-index.htm,841 KB,2017-05-26,2017,0001294133
2274,https://www.sec.gov/Archives/edgar/data/3197/000119312517175795/0001193125-17-175795-index.htm,41 KB,2017-05-19,2017,0000003197
2282,https://www.sec.gov/Archives/edgar/data/354950/000035495017000018/0000354950-17-000018-index.htm,340 KB,2017-05-26,2017,0000354950
2288,https://www.sec.gov/Archives/edgar/data/63296/000006329617000033/0000063296-17-000033-index.htm,32 KB,2017-05-31,2017,0000063296
2294,https://www.sec.gov/Archives/edgar/data/1259515/000110465917035684/0001104659-17-035684-index.htm,429 KB,2017-05-26,2017,0001259515
2298,https://www.sec.gov/Archives/edgar/data/98362/000119312517188377/0001193125-17-188377-index.htm,28 KB,2017-05-31,2017,0000098362
2304,https://www.sec.gov/Archives/edgar/data/355948/000138713117003064/0001387131-17-003064-index.htm,100 KB,2017-05-30,2017,0000355948
2310,https://www.sec.gov/Archives/edgar/data/33533/000117494717000978/0001174947-17-000978-index.htm,63 KB,2017-05-31,2017,0000033533
2316,https://www.sec.gov/Archives/edgar/data/933974/000093397417000018/0000933974-17-000018-index.htm,233 KB,2017-05-30,2017,0000933974
2322,https://www.sec.gov/Archives/edgar/data/60667/000006066717000084/0000060667-17-000084-index.htm,191 KB,2017-05-31,2017,0000060667
2328,https://www.sec.gov/Archives/edgar/data/796505/000117184317003312/0001171843-17-003312-index.htm,21 KB,2017-05-25,2017,0000796505
2334,https://www.sec.gov/Archives/edgar/data/315449/000155837017004429/0001558370-17-004429-index.htm,116 KB,2017-05-19,2017,0000315449
2340,https://www.sec.gov/Archives/edgar/data/1164863/000116486317000016/0001164863-17-000016-index.htm,117 KB,2017-05-31,2017,0001164863
2346,https://www.sec.gov/Archives/edgar/data/1007587/000110465917035188/0001104659-17-035188-index.htm,1 MB,2017-05-25,2017,0001007587
2352,https://www.sec.gov/Archives/edgar/data/1002517/000119312517189300/0001193125-17-189300-index.htm,25 KB,2017-05-31,2017,0001002517
2361,https://www.sec.gov/Archives/edgar/data/1027664/000162828017005797/0001628280-17-005797-index.htm,495 KB,2017-05-23,2017,0001027664
2365,https://www.sec.gov/Archives/edgar/data/1412232/000141223217000060/0001412232-17-000060-index.htm,39 KB,2017-05-31,2017,0001412232
2367,https://www.sec.gov/Archives/edgar/data/1059272/000105927217000029/0001059272-17-000029-index.htm,67 KB,2017-05-30,2017,0001059272
2373,https://www.sec.gov/Archives/edgar/data/1022671/000110465917035567/0001104659-17-035567-index.htm,27 KB,2017-05-26,2017,0001022671
2382,https://www.sec.gov/Archives/edgar/data/1013871/000110465917036581/0001104659-17-036581-index.htm,369 KB,2017-05-31,2017,0001013871
2388,https://www.sec.gov/Archives/edgar/data/937556/000093755617000117/0000937556-17-000117-index.htm,356 KB,2017-05-31,2017,0000937556
2394,https://www.sec.gov/Archives/edgar/data/1652044/000165204417000017/0001652044-17-000017-index.htm,659 KB,2017-05-26,2017,0001652044
