,link,size,filing_date,year,cik
142,https://www.sec.gov/Archives/edgar/data/14930/000001493017000091/0000014930-17-000091-index.htm,160 KB,2017-05-26,2017,0000014930
148,https://www.sec.gov/Archives/edgar/data/108516/000119312517185478/0001193125-17-185478-index.htm,161 KB,2017-05-26,2017,0000108516
149,https://www.sec.gov/Archives/edgar/data/108516/000119312517184672/0001193125-17-184672-index.htm,161 KB,2017-05-26,2017,0000108516
155,https://www.sec.gov/Archives/edgar/data/1645494/000119312517184215/0001193125-17-184215-index.htm,156 KB,2017-05-26,2017,0001645494
157,https://www.sec.gov/Archives/edgar/data/350846/000110465917035058/0001104659-17-035058-index.htm,504 KB,2017-05-25,2017,0000350846
163,https://www.sec.gov/Archives/edgar/data/1296205/000121390017005963/0001213900-17-005963-index.htm,19 KB,2017-05-30,2017,0001296205
164,https://www.sec.gov/Archives/edgar/data/1296205/000121390017004363/0001213900-17-004363-index.htm,18 KB,2017-04-28,2017,0001296205
169,https://www.sec.gov/Archives/edgar/data/1132924/000119312517159665/0001193125-17-159665-index.htm,24 KB,2017-05-05,2017,0001132924
174,https://www.sec.gov/Archives/edgar/data/1377789/000137778917000033/0001377789-17-000033-index.htm,43 KB,2017-05-31,2017,0001377789
184,https://www.sec.gov/Archives/edgar/data/217410/000165495417005208/0001654954-17-005208-index.htm,30 KB,2017-05-31,2017,0000217410
190,https://www.sec.gov/Archives/edgar/data/775158/000110465917036588/0001104659-17-036588-index.htm,576 KB,2017-05-31,2017,0000775158
196,https://www.sec.gov/Archives/edgar/data/719733/000071973317000014/0000719733-17-000014-index.htm,291 KB,2017-05-25,2017,0000719733
203,https://www.sec.gov/Archives/edgar/data/1630805/000163080517000040/0001630805-17-000040-index.htm,567 KB,2017-04-06,2017,0001630805
207,https://www.sec.gov/Archives/edgar/data/96943/000009694317000082/0000096943-17-000082-index.htm,645 KB,2017-05-31,2017,0000096943
213,https://www.sec.gov/Archives/edgar/data/94049/000156459017011948/0001564590-17-011948-index.htm,64 KB,2017-05-31,2017,0000094049
219,https://www.sec.gov/Archives/edgar/data/746598/000074659817000044/0000746598-17-000044-index.htm,513 KB,2017-05-30,2017,0000746598
225,https://www.sec.gov/Archives/edgar/data/1096056/000090342317000400/0000903423-17-000400-index.htm,17 KB,2017-05-31,2017,0001096056
231,https://www.sec.gov/Archives/edgar/data/718877/000110465917036583/0001104659-17-036583-index.htm,67 KB,2017-05-31,2017,0000718877
237,https://www.sec.gov/Archives/edgar/data/34088/000003408817000029/0000034088-17-000029-index.htm,35 KB,2017-05-24,2017,0000034088
242,https://www.sec.gov/Archives/edgar/data/1100441/000119312517174621/0001193125-17-174621-index.htm,46 KB,2017-05-18,2017,0001100441
246,https://www.sec.gov/Archives/edgar/data/1093557/000109355717000133/0001093557-17-000133-index.htm,92 KB,2017-05-31,2017,0001093557
252,https://www.sec.gov/Archives/edgar/data/1030894/000110465917035772/0001104659-17-035772-index.htm,1 MB,2017-05-26,2017,0001030894
259,https://www.sec.gov/Archives/edgar/data/831259/000083125917000014/0000831259-17-000014-index.htm,22 KB,2017-04-03,2017,0000831259
265,https://www.sec.gov/Archives/edgar/data/47217/000004721717000016/0000047217-17-000016-index.htm,980 KB,2017-05-25,2017,0000047217
271,https://www.sec.gov/Archives/edgar/data/49728/000004972817000077/0000049728-17-000077-index.htm,65 KB,2017-05-30,2017,0000049728
277,https://www.sec.gov/Archives/edgar/data/1521036/000119312517189384/0001193125-17-189384-index.htm,31 KB,2017-05-31,2017,0001521036
281,https://www.sec.gov/Archives/edgar/data/6845/000119312517186634/0001193125-17-186634-index.htm,48 KB,2017-05-30,2017,0000006845
289,https://www.sec.gov/Archives/edgar/data/1383395/000138339517000011/0001383395-17-000011-index.htm,286 KB,2017-05-19,2017,0001383395
295,https://www.sec.gov/Archives/edgar/data/883902/000088390217000024/0000883902-17-000024-index.htm,331 KB,2017-05-31,2017,0000883902
302,https://www.sec.gov/Archives/edgar/data/784199/000113379617000072/0001133796-17-000072-index.htm,57 KB,2017-05-26,2017,0000784199
308,https://www.sec.gov/Archives/edgar/data/1122976/000119312517188519/0001193125-17-188519-index.htm,45 KB,2017-05-31,2017,0001122976
313,https://www.sec.gov/Archives/edgar/data/757011/000075701117000042/0000757011-17-000042-index.htm,25 KB,2017-05-23,2017,0000757011
316,https://www.sec.gov/Archives/edgar/data/21510/000110465917036558/0001104659-17-036558-index.htm,503 KB,2017-05-31,2017,0000021510
322,https://www.sec.gov/Archives/edgar/data/806172/000117152017000266/0001171520-17-000266-index.htm,23 KB,2017-05-31,2017,0000806172
328,https://www.sec.gov/Archives/edgar/data/1638290/000110465917036573/0001104659-17-036573-index.htm,31 KB,2017-05-31,2017,0001638290
333,https://www.sec.gov/Archives/edgar/data/92122/000009212217000036/0000092122-17-000036-index.htm,52 KB,2017-05-31,2017,0000092122
336,https://www.sec.gov/Archives/edgar/data/746838/000074683817000032/0000746838-17-000032-index.htm,416 KB,2017-05-30,2017,0000746838
342,https://www.sec.gov/Archives/edgar/data/829224/000082922417000024/0000829224-17-000024-index.htm,1 MB,2017-05-31,2017,0000829224
350,https://www.sec.gov/Archives/edgar/data/1043337/000114420417030153/0001144204-17-030153-index.htm,173 KB,2017-05-30,2017,0001043337
356,https://www.sec.gov/Archives/edgar/data/1142596/000156459017011848/0001564590-17-011848-index.htm,96 KB,2017-05-30,2017,0001142596
366,https://www.sec.gov/Archives/edgar/data/97745/000009774517000029/0000097745-17-000029-index.htm,74 KB,2017-05-31,2017,0000097745
373,https://www.sec.gov/Archives/edgar/data/80420/000008042017000011/0000080420-17-000011-index.htm,447 KB,2017-05-31,2017,0000080420
379,https://www.sec.gov/Archives/edgar/data/61004/000156459017011880/0001564590-17-011880-index.htm,45 KB,2017-05-31,2017,0000061004
385,https://www.sec.gov/Archives/edgar/data/1489096/000148909617000036/0001489096-17-000036-index.htm,37 KB,2017-06-01,2017,0001489096
391,https://www.sec.gov/Archives/edgar/data/814453/000081445317000063/0000814453-17-000063-index.htm,72 KB,2017-05-25,2017,0000814453
397,https://www.sec.gov/Archives/edgar/data/832988/000162828017006084/0001628280-17-006084-index.htm,140 KB,2017-05-31,2017,0000832988
402,https://www.sec.gov/Archives/edgar/data/310568/000031056817000108/0000310568-17-000108-index.htm,49 KB,2017-05-31,2017,0000310568
411,https://www.sec.gov/Archives/edgar/data/1424929/000142492917000032/0001424929-17-000032-index.htm,76 KB,2017-05-18,2017,0001424929
418,https://www.sec.gov/Archives/edgar/data/7431/000156459017011951/0001564590-17-011951-index.htm,55 KB,2017-05-31,2017,0000007431
424,https://www.sec.gov/Archives/edgar/data/313616/000119312517186381/0001193125-17-186381-index.htm,38 KB,2017-05-30,2017,0000313616
430,https://www.sec.gov/Archives/edgar/data/88948/000008894817000014/0000088948-17-000014-index.htm,18 KB,2017-05-25,2017,0000088948
436,https://www.sec.gov/Archives/edgar/data/724910/000072491017000017/0000724910-17-000017-index.htm,25 KB,2017-05-26,2017,0000724910
440,https://www.sec.gov/Archives/edgar/data/1275283/000119312517187910/0001193125-17-187910-index.htm,38 KB,2017-05-31,2017,0001275283
447,https://www.sec.gov/Archives/edgar/data/1323885/000132388517000038/0001323885-17-000038-index.htm,546 KB,2017-05-25,2017,0001323885
453,https://www.sec.gov/Archives/edgar/data/1563411/000119312517187680/0001193125-17-187680-index.htm,16 KB,2017-05-31,2017,0001563411
459,https://www.sec.gov/Archives/edgar/data/39368/000143774917010386/0001437749-17-010386-index.htm,511 KB,2017-05-31,2017,0000039368
465,https://www.sec.gov/Archives/edgar/data/1567892/000156789217000022/0001567892-17-000022-index.htm,244 KB,2017-05-31,2017,0001567892
470,https://www.sec.gov/Archives/edgar/data/1312073/000131207317000024/0001312073-17-000024-index.htm,429 KB,2017-05-31,2017,0001312073
476,https://www.sec.gov/Archives/edgar/data/84748/000008474817000019/0000084748-17-000019-index.htm,21 KB,2017-05-31,2017,0000084748
482,https://www.sec.gov/Archives/edgar/data/67716/000006771617000052/0000067716-17-000052-index.htm,648 KB,2017-05-25,2017,0000067716
488,https://www.sec.gov/Archives/edgar/data/54381/000005438117000025/0000054381-17-000025-index.htm,68 KB,2017-05-26,2017,0000054381
494,https://www.sec.gov/Archives/edgar/data/1037962/000119312517188579/0001193125-17-188579-index.htm,235 KB,2017-05-31,2017,0001037962
500,https://www.sec.gov/Archives/edgar/data/723125/000072312517000065/0000723125-17-000065-index.htm,214 KB,2017-05-26,2017,0000723125
506,https://www.sec.gov/Archives/edgar/data/1637655/000163765517000035/0001637655-17-000035-index.htm,78 KB,2017-05-31,2017,0001637655
510,https://www.sec.gov/Archives/edgar/data/1260221/000126022117000038/0001260221-17-000038-index.htm,44 KB,2017-05-30,2017,0001260221
516,https://www.sec.gov/Archives/edgar/data/1439288/000143928817000080/0001439288-17-000080-index.htm,492 KB,2017-05-31,2017,0001439288
523,https://www.sec.gov/Archives/edgar/data/68709/000006870917000038/0000068709-17-000038-index.htm,61 KB,2017-05-18,2017,0000068709
529,https://www.sec.gov/Archives/edgar/data/836157/000156276217000083/0001562762-17-000083-index.htm,227 KB,2017-05-31,2017,0000836157
535,https://www.sec.gov/Archives/edgar/data/1519751/000119312517189359/0001193125-17-189359-index.htm,181 KB,2017-05-31,2017,0001519751
541,https://www.sec.gov/Archives/edgar/data/49938/000119312517181513/0001193125-17-181513-index.htm,14 KB,2017-05-24,2017,0000049938
545,https://www.sec.gov/Archives/edgar/data/906709/000119312517170803/0001193125-17-170803-index.htm,22 KB,2017-05-15,2017,0000906709
548,https://www.sec.gov/Archives/edgar/data/1108967/000114420417029424/0001144204-17-029424-index.htm,297 KB,2017-05-25,2017,0001108967
554,https://www.sec.gov/Archives/edgar/data/827187/000082718717000027/0000827187-17-000027-index.htm,562 KB,2017-05-24,2017,0000827187
560,https://www.sec.gov/Archives/edgar/data/76321/000007632117000030/0000076321-17-000030-index.htm,201 KB,2017-05-31,2017,0000076321
567,https://www.sec.gov/Archives/edgar/data/945114/000114036117023064/0001140361-17-023064-index.htm,15 KB,2017-05-31,2017,0000945114
573,https://www.sec.gov/Archives/edgar/data/310764/000031076417000119/0000310764-17-000119-index.htm,1 MB,2017-05-31,2017,0000310764
583,https://www.sec.gov/Archives/edgar/data/102729/000090044017000064/0000900440-17-000064-index.htm,271 KB,2017-05-26,2017,0000102729
589,https://www.sec.gov/Archives/edgar/data/47111/000004711117000026/0000047111-17-000026-index.htm,29 KB,2017-05-26,2017,0000047111
595,https://www.sec.gov/Archives/edgar/data/889348/000138713117003085/0001387131-17-003085-index.htm,38 KB,2017-05-31,2017,0000889348
601,https://www.sec.gov/Archives/edgar/data/795403/000110465917036530/0001104659-17-036530-index.htm,685 KB,2017-05-31,2017,0000795403
607,https://www.sec.gov/Archives/edgar/data/1604778/000160477817000041/0001604778-17-000041-index.htm,606 KB,2017-05-31,2017,0001604778
612,https://www.sec.gov/Archives/edgar/data/313927/000119312517188921/0001193125-17-188921-index.htm,128 KB,2017-05-31,2017,0000313927
618,https://www.sec.gov/Archives/edgar/data/95029/000117494717000940/0001174947-17-000940-index.htm,26 KB,2017-05-26,2017,0000095029
624,https://www.sec.gov/Archives/edgar/data/706688/000070668817000086/0000706688-17-000086-index.htm,35 KB,2017-05-26,2017,0000706688
630,https://www.sec.gov/Archives/edgar/data/1577552/000110465917036375/0001104659-17-036375-index.htm,23 KB,2017-05-31,2017,0001577552
633,https://www.sec.gov/Archives/edgar/data/933034/000114036117021364/0001140361-17-021364-index.htm,96 KB,2017-05-18,2017,0000933034
639,https://www.sec.gov/Archives/edgar/data/1070235/000107023517000016/0001070235-17-000016-index.htm,650 KB,2017-05-31,2017,0001070235
645,https://www.sec.gov/Archives/edgar/data/884217/000110465917036584/0001104659-17-036584-index.htm,27 KB,2017-05-31,2017,0000884217
651,https://www.sec.gov/Archives/edgar/data/87347/000119312517179029/0001193125-17-179029-index.htm,279 KB,2017-05-23,2017,0000087347
657,https://www.sec.gov/Archives/edgar/data/875355/000165495417005098/0001654954-17-005098-index.htm,59 KB,2017-05-25,2017,0000875355
663,https://www.sec.gov/Archives/edgar/data/10456/000119312517189232/0001193125-17-189232-index.htm,233 KB,2017-05-31,2017,0000010456
669,https://www.sec.gov/Archives/edgar/data/70866/000007086617000038/0000070866-17-000038-index.htm,35 KB,2017-05-31,2017,0000070866
675,https://www.sec.gov/Archives/edgar/data/1026980/000117184317003239/0001171843-17-003239-index.htm,16 KB,2017-05-22,2017,0001026980
681,https://www.sec.gov/Archives/edgar/data/1078271/000119312517189675/0001193125-17-189675-index.htm,193 KB,2017-06-01,2017,0001078271
690,https://www.sec.gov/Archives/edgar/data/1140859/000114085917000022/0001140859-17-000022-index.htm,57 KB,2017-05-31,2017,0001140859
696,https://www.sec.gov/Archives/edgar/data/1018724/000101872417000088/0001018724-17-000088-index.htm,355 KB,2017-05-31,2017,0001018724
703,https://www.sec.gov/Archives/edgar/data/22444/000119312517188573/0001193125-17-188573-index.htm,18 KB,2017-05-31,2017,0000022444
709,https://www.sec.gov/Archives/edgar/data/1641991/000164199117000032/0001641991-17-000032-index.htm,1 MB,2017-05-24,2017,0001641991
713,https://www.sec.gov/Archives/edgar/data/896622/000110465917036509/0001104659-17-036509-index.htm,68 KB,2017-05-31,2017,0000896622
719,https://www.sec.gov/Archives/edgar/data/1136869/000119312517188251/0001193125-17-188251-index.htm,49 KB,2017-05-31,2017,0001136869
725,https://www.sec.gov/Archives/edgar/data/93556/000009355617000014/0000093556-17-000014-index.htm,447 KB,2017-05-26,2017,0000093556
729,https://www.sec.gov/Archives/edgar/data/926423/000119312517189311/0001193125-17-189311-index.htm,23 KB,2017-05-31,2017,0000926423
735,https://www.sec.gov/Archives/edgar/data/1275014/000095010317005191/0000950103-17-005191-index.htm,42 KB,2017-05-31,2017,0001275014
741,https://www.sec.gov/Archives/edgar/data/715153/000119312517186215/0001193125-17-186215-index.htm,120 KB,2017-05-30,2017,0000715153
747,https://www.sec.gov/Archives/edgar/data/1390844/000119312517189446/0001193125-17-189446-index.htm,42 KB,2017-05-31,2017,0001390844
753,https://www.sec.gov/Archives/edgar/data/1325702/000119312517189363/0001193125-17-189363-index.htm,141 KB,2017-05-31,2017,0001325702
759,https://www.sec.gov/Archives/edgar/data/1324948/000114420417030315/0001144204-17-030315-index.htm,20 KB,2017-05-31,2017,0001324948
764,https://www.sec.gov/Archives/edgar/data/1050140/000092963817000512/0000929638-17-000512-index.htm,21 KB,2017-05-31,2017,0001050140
768,https://www.sec.gov/Archives/edgar/data/1484504/000148450417000016/0001484504-17-000016-index.htm,35 KB,2017-05-30,2017,0001484504
772,https://www.sec.gov/Archives/edgar/data/1091907/000089843217000578/0000898432-17-000578-index.htm,21 KB,2017-05-16,2017,0001091907
780,https://www.sec.gov/Archives/edgar/data/1336920/000133692017000034/0001336920-17-000034-index.htm,41 KB,2017-05-25,2017,0001336920
786,https://www.sec.gov/Archives/edgar/data/883984/000088398417000034/0000883984-17-000034-index.htm,27 KB,2017-05-31,2017,0000883984
789,https://www.sec.gov/Archives/edgar/data/1068148/000106814817000016/0001068148-17-000016-index.htm,60 KB,2017-05-19,2017,0001068148
795,https://www.sec.gov/Archives/edgar/data/38725/000003872517000135/0000038725-17-000135-index.htm,24 KB,2017-05-31,2017,0000038725
800,https://www.sec.gov/Archives/edgar/data/1481792/000148179217000016/0001481792-17-000016-index.htm,627 KB,2017-05-26,2017,0001481792
805,https://www.sec.gov/Archives/edgar/data/92679/000119312517180831/0001193125-17-180831-index.htm,222 KB,2017-05-24,2017,0000092679
811,https://www.sec.gov/Archives/edgar/data/704532/000156459017011601/0001564590-17-011601-index.htm,69 KB,2017-05-24,2017,0000704532
817,https://www.sec.gov/Archives/edgar/data/1326801/000132680117000028/0001326801-17-000028-index.htm,78 KB,2017-05-26,2017,0001326801
820,https://www.sec.gov/Archives/edgar/data/1632790/000163279017000042/0001632790-17-000042-index.htm,422 KB,2017-05-31,2017,0001632790
824,https://www.sec.gov/Archives/edgar/data/1299130/000129913017000052/0001299130-17-000052-index.htm,71 KB,2017-05-31,2017,0001299130
830,https://www.sec.gov/Archives/edgar/data/1408710/000119312517189222/0001193125-17-189222-index.htm,163 KB,2017-05-31,2017,0001408710
836,https://www.sec.gov/Archives/edgar/data/729580/000072958017000018/0000729580-17-000018-index.htm,119 KB,2017-05-31,2017,0000729580
841,https://www.sec.gov/Archives/edgar/data/1175609/000119312517185498/0001193125-17-185498-index.htm,133 KB,2017-05-26,2017,0001175609
847,https://www.sec.gov/Archives/edgar/data/1035267/000103526717000087/0001035267-17-000087-index.htm,223 KB,2017-05-31,2017,0001035267
853,https://www.sec.gov/Archives/edgar/data/1262039/000119312517187503/0001193125-17-187503-index.htm,54 KB,2017-05-30,2017,0001262039
859,https://www.sec.gov/Archives/edgar/data/1498301/000119312517188225/0001193125-17-188225-index.htm,60 KB,2017-05-31,2017,0001498301
865,https://www.sec.gov/Archives/edgar/data/1086434/000114420417028118/0001144204-17-028118-index.htm,388 KB,2017-05-17,2017,0001086434
871,https://www.sec.gov/Archives/edgar/data/1345126/000134512617000031/0001345126-17-000031-index.htm,397 KB,2017-05-30,2017,0001345126
877,https://www.sec.gov/Archives/edgar/data/1326380/000132638017000075/0001326380-17-000075-index.htm,68 KB,2017-05-26,2017,0001326380
879,https://www.sec.gov/Archives/edgar/data/1145460/000119312517189473/0001193125-17-189473-index.htm,264 KB,2017-05-31,2017,0001145460
888,https://www.sec.gov/Archives/edgar/data/6176/000119312517179567/0001193125-17-179567-index.htm,49 KB,2017-05-23,2017,0000006176
894,https://www.sec.gov/Archives/edgar/data/854775/000119312517189215/0001193125-17-189215-index.htm,211 KB,2017-05-31,2017,0000854775
903,https://www.sec.gov/Archives/edgar/data/1567094/000119312517188830/0001193125-17-188830-index.htm,198 KB,2017-05-31,2017,0001567094
909,https://www.sec.gov/Archives/edgar/data/1123134/000119312517180416/0001193125-17-180416-index.htm,31 KB,2017-05-24,2017,0001123134
912,https://www.sec.gov/Archives/edgar/data/858877/000119312517183773/0001193125-17-183773-index.htm,136 KB,2017-05-25,2017,0000858877
918,https://www.sec.gov/Archives/edgar/data/1047127/000104712717000029/0001047127-17-000029-index.htm,307 KB,2017-05-23,2017,0001047127
923,https://www.sec.gov/Archives/edgar/data/880432/000161577417002717/0001615774-17-002717-index.htm,23 KB,2017-05-26,2017,0000880432
929,https://www.sec.gov/Archives/edgar/data/110471/000011047117000020/0000110471-17-000020-index.htm,72 KB,2017-05-30,2017,0000110471
935,https://www.sec.gov/Archives/edgar/data/2488/000000248817000125/0000002488-17-000125-index.htm,372 KB,2017-05-30,2017,0000002488
941,https://www.sec.gov/Archives/edgar/data/1302028/000119312517172205/0001193125-17-172205-index.htm,311 KB,2017-05-16,2017,0001302028
946,https://www.sec.gov/Archives/edgar/data/104897/000149315217005948/0001493152-17-005948-index.htm,38 KB,2017-05-26,2017,0000104897
952,https://www.sec.gov/Archives/edgar/data/91440/000119312517187654/0001193125-17-187654-index.htm,44 KB,2017-05-31,2017,0000091440
958,https://www.sec.gov/Archives/edgar/data/898293/000119312517189346/0001193125-17-189346-index.htm,81 KB,2017-05-31,2017,0000898293
963,https://www.sec.gov/Archives/edgar/data/1487730/000090883417000102/0000908834-17-000102-index.htm,467 KB,2017-05-31,2017,0001487730
969,https://www.sec.gov/Archives/edgar/data/878079/000110465917036421/0001104659-17-036421-index.htm,238 KB,2017-05-31,2017,0000878079
975,https://www.sec.gov/Archives/edgar/data/1262823/000119312517188309/0001193125-17-188309-index.htm,13 KB,2017-05-31,2017,0001262823
981,https://www.sec.gov/Archives/edgar/data/855658/000085565817000054/0000855658-17-000054-index.htm,439 KB,2017-05-31,2017,0000855658
987,https://www.sec.gov/Archives/edgar/data/818686/000089914017000425/0000899140-17-000425-index.htm,66 KB,2017-05-31,2017,0000818686
991,https://www.sec.gov/Archives/edgar/data/716688/000071668817000002/0000716688-17-000002-index.htm,30 KB,2017-06-19,2017,0000716688
998,https://www.sec.gov/Archives/edgar/data/1219601/000119312517189776/0001193125-17-189776-index.htm,34 KB,2017-06-01,2017,0001219601
999,https://www.sec.gov/Archives/edgar/data/1219601/000119312517189538/0001193125-17-189538-index.htm,33 KB,2017-06-01,2017,0001219601
1005,https://www.sec.gov/Archives/edgar/data/1413329/000141332917000032/0001413329-17-000032-index.htm,307 KB,2017-05-24,2017,0001413329
1011,https://www.sec.gov/Archives/edgar/data/1524472/000152447217000029/0001524472-17-000029-index.htm,245 KB,2017-05-31,2017,0001524472
1017,https://www.sec.gov/Archives/edgar/data/98752/000155837017005303/0001558370-17-005303-index.htm,30 KB,2017-07-25,2017,0000098752
1023,https://www.sec.gov/Archives/edgar/data/50863/000119312517174575/0001193125-17-174575-index.htm,252 KB,2017-05-18,2017,0000050863
1032,https://www.sec.gov/Archives/edgar/data/791915/000079191517000032/0000791915-17-000032-index.htm,562 KB,2017-05-31,2017,0000791915
1038,https://www.sec.gov/Archives/edgar/data/808439/000117891317001601/0001178913-17-001601-index.htm,418 KB,2017-05-25,2017,0000808439
1047,https://www.sec.gov/Archives/edgar/data/31462/000155837017004608/0001558370-17-004608-index.htm,409 KB,2017-05-31,2017,0000031462
1053,https://www.sec.gov/Archives/edgar/data/4281/000119312517189497/0001193125-17-189497-index.htm,115 KB,2017-05-31,2017,0000004281
1058,https://www.sec.gov/Archives/edgar/data/1487371/000148737117000130/0001487371-17-000130-index.htm,695 KB,2017-05-31,2017,0001487371
1064,https://www.sec.gov/Archives/edgar/data/353569/000035356917000034/0000353569-17-000034-index.htm,316 KB,2017-05-31,2017,0000353569
1070,https://www.sec.gov/Archives/edgar/data/28823/000002882317000096/0000028823-17-000096-index.htm,515 KB,2017-05-30,2017,0000028823
1076,https://www.sec.gov/Archives/edgar/data/820313/000110465917036525/0001104659-17-036525-index.htm,442 KB,2017-05-31,2017,0000820313
1084,https://www.sec.gov/Archives/edgar/data/1067983/000119312517188762/0001193125-17-188762-index.htm,29 KB,2017-05-31,2017,0001067983
1090,https://www.sec.gov/Archives/edgar/data/732712/000119312517188465/0001193125-17-188465-index.htm,121 KB,2017-05-31,2017,0000732712
1094,https://www.sec.gov/Archives/edgar/data/1170534/000119312517186352/0001193125-17-186352-index.htm,38 KB,2017-05-30,2017,0001170534
1100,https://www.sec.gov/Archives/edgar/data/1533526/000153352617000046/0001533526-17-000046-index.htm,64 KB,2017-05-25,2017,0001533526
1104,https://www.sec.gov/Archives/edgar/data/885245/000088524517000016/0000885245-17-000016-index.htm,38 KB,2017-05-26,2017,0000885245
1110,https://www.sec.gov/Archives/edgar/data/1084991/000108499117000044/0001084991-17-000044-index.htm,361 KB,2017-05-31,2017,0001084991
1116,https://www.sec.gov/Archives/edgar/data/1002242/000117494717000948/0001174947-17-000948-index.htm,62 KB,2017-05-30,2017,0001002242
1122,https://www.sec.gov/Archives/edgar/data/819793/000089109217004226/0000891092-17-004226-index.htm,17 KB,2017-05-31,2017,0000819793
1127,https://www.sec.gov/Archives/edgar/data/875657/000143774917010398/0001437749-17-010398-index.htm,67 KB,2017-05-31,2017,0000875657
1133,https://www.sec.gov/Archives/edgar/data/43920/000004392017000020/0000043920-17-000020-index.htm,157 KB,2017-05-30,2017,0000043920
1138,https://www.sec.gov/Archives/edgar/data/890394/000155837017004478/0001558370-17-004478-index.htm,273 KB,2017-05-24,2017,0000890394
1144,https://www.sec.gov/Archives/edgar/data/915358/000091535817000012/0000915358-17-000012-index.htm,646 KB,2017-05-25,2017,0000915358
1148,https://www.sec.gov/Archives/edgar/data/1105472/000110465917036147/0001104659-17-036147-index.htm,3 MB,2017-05-30,2017,0001105472
1155,https://www.sec.gov/Archives/edgar/data/1617898/000110465917036599/0001104659-17-036599-index.htm,21 KB,2017-05-31,2017,0001617898
1160,https://www.sec.gov/Archives/edgar/data/1114483/000111448317000015/0001114483-17-000015-index.htm,639 KB,2017-05-31,2017,0001114483
1166,https://www.sec.gov/Archives/edgar/data/1029744/000102974417000065/0001029744-17-000065-index.htm,46 KB,2017-05-30,2017,0001029744
1176,https://www.sec.gov/Archives/edgar/data/22701/000089710117000686/0000897101-17-000686-index.htm,25 KB,2017-05-31,2017,0000022701
1182,https://www.sec.gov/Archives/edgar/data/1492674/000110465917036516/0001104659-17-036516-index.htm,54 KB,2017-05-31,2017,0001492674
1185,https://www.sec.gov/Archives/edgar/data/1387713/000121465917003594/0001214659-17-003594-index.htm,18 KB,2017-05-24,2017,0001387713
1190,https://www.sec.gov/Archives/edgar/data/920532/000114420417029931/0001144204-17-029931-index.htm,349 KB,2017-05-30,2017,0000920532
